"","Word","SemD_P1_U","SemD_P1_W","SemD_P2_U","SemD_P2_W","SemD_H13","ContextCount_P1_U","ContextCount_P1_W","ContextCount_P2_U","ContextCount_P2_W","ContextCount_H13","Freq"
"26554","ponds",1.1904646985291,1.96974936956746,NA,NA,1.245,329,329,NA,NA,335,3.69
"26555","pong",1.57251491063819,1.79786668300036,1.51826929279147,2.0168794328704,1.659,67,67,69,69,68,2.68
"26556","ponies",1.00781879232028,1.62563872706018,NA,NA,1.003,205,205,NA,NA,209,3.61
"26557","pons",0.511496185559,1.21371741853932,NA,NA,0.62,43,43,NA,NA,45,3.23
"26558","pont",1.47206376360498,2.32000265685708,1.49935420096567,2.49287299522146,1.53,136,136,141,141,139,3.29
"26559","pontefract",1.03916801428897,1.83456533142709,1.11852367894226,2.08550677547972,1.12,56,56,58,58,58,3.01
"26560","pontificate",0.584610187216863,1.22695323999114,0.8975733871246,1.87011921378896,0.597,57,57,66,66,57,2.88
"26561","pontoon",NA,NA,1.00902529908996,1.72342756495241,NA,NA,NA,47,47,NA,2.78
"26562","pontypool",0.841903018442827,1.4847298272779,0.848183909281918,1.51517310601001,0.83,67,67,62,62,68,3.06
"26563","pontypridd",0.723216827962684,1.29072155266244,0.765052935909731,1.39027231876724,0.79,45,45,41,41,45,2.82
"26564","pony",1.27789471137894,1.6591524872525,1.25921215865936,1.8478593770552,1.243,416,416,490,490,423,3.85
"26565","poodle",1.21565087585154,1.53782892020118,1.28729343577298,1.9213569252354,1.308,79,79,92,92,79,2.99
"26566","pooh",1.55734931532011,1.77780667603203,1.54395657506645,2.11966397366083,1.657,103,103,97,97,104,3.2
"26567","pool",1.57790314333615,2.11995851016588,1.67503041523451,2.38534587575694,1.643,2394,2394,2852,2852,2443,4.66
"26568","poole",1.53077387618375,2.06096847592256,1.45577418763169,2.31324917638858,1.59,300,300,274,274,309,3.85
"26569","pooled",1.78958343115458,2.79533780993982,NA,NA,1.659,125,125,NA,NA,128,3.25
"26570","pooley",0.818732643950694,1.23001333245831,0.956601143821161,1.64921718484601,0.87,53,53,48,48,55,3.61
"26571","pooling",1.7587674047978,2.49860508157715,NA,NA,1.782,128,128,NA,NA,131,3.19
"26572","pools",1.54195419318163,2.088971909639,NA,NA,1.659,814,814,NA,NA,825,4.05
"26573","poolside",0.630143822099716,1.26051459067641,0.682868978550577,1.42633729512334,0.683,99,99,88,88,99,3.13
"26574","poor",1.91791093225451,2.16542401967047,1.89094130855791,2.51579267161167,1.989,9643,9643,9046,9046,9821,5.18
"26575","poorer",1.68963578397593,2.29204837284008,NA,NA,1.731,719,719,NA,NA,737,3.95
"26576","poorest",1.49949005465585,2.14174172257794,NA,NA,1.476,434,434,NA,NA,445,3.75
"26577","poorly",2.03053012558684,2.60780769695414,1.99067467244484,2.84297619832891,2.101,926,926,893,893,947,4.04
"26578","poors",0.968720188197799,1.97829780413356,NA,NA,0.92,45,45,NA,NA,46,1.47
"26579","pop",1.08256579927704,1.5471109676418,1.3004573771717,1.8856699977616,1.228,1961,1961,2400,2400,2002,4.55
"26580","popcorn",1.10393996914559,1.48017119985611,1.05923170827085,1.57872846102015,1.188,42,42,40,40,43,2.92
"26581","pope",1.03687609471139,1.75519381595213,1.2026085633095,2.05751520436846,1.088,887,887,838,838,914,4.36
"26582","popery",0.574831555380882,0.978819174569679,0.553666211654907,1.08480653834899,0.59,45,45,42,42,45,2.75
"26583","popes",0.728505769906329,1.39203990800939,NA,NA,0.772,249,249,NA,NA,259,3.26
"26584","popish",0.656901819628482,1.07003005013421,0.631027042568238,1.21737931236823,0.7,41,41,41,41,41,2.72
"26585","poplar",1.55483999612607,1.94434396088495,1.50998480637809,2.13693158416668,1.636,93,93,122,122,93,3.09
"26586","popped",1.53205684859362,1.43830442613015,NA,NA,1.667,433,433,NA,NA,439,3.74
"26587","popper",0.933436139246772,1.6561511507916,1.02557618417492,1.91135096461016,1.018,58,58,77,77,58,3.08
"26588","poppies",1.20361294337344,1.79747278517794,NA,NA,1.329,117,117,NA,NA,122,3.2
"26589","popping",1.5910029592517,1.59676948086261,NA,NA,1.826,232,232,NA,NA,241,3.47
"26590","poppy",1.45675877023762,1.92772790598411,1.37914420277526,2.1270602428464,1.596,156,156,246,246,157,3.43
"26591","pops",1.12932296628895,1.5931758141622,NA,NA,1.303,285,285,NA,NA,293,3.51
"26592","populace",1.45954386605541,1.91233154464424,1.48051178751458,2.24969163105465,1.625,164,164,156,156,165,3.26
"26593","popular",1.90248507828733,2.34272237461603,1.87682083293813,2.60278481580253,2.059,7422,7422,6626,6626,7587,5.02
"26594","popularise",NA,NA,1.65928754594839,2.38347477058725,NA,NA,NA,85,85,NA,2.46
"26595","popularity",1.80280585267763,2.24468478412252,1.79727934773148,2.53645410711753,1.976,1168,1168,1128,1128,1190,4.13
"26596","popularly",1.6416552279946,2.25314645818447,1.65541975826248,2.51906459236236,1.688,222,222,215,215,224,3.39
"26597","populate",NA,NA,1.621987646561,2.42928328124138,NA,NA,NA,341,341,NA,2.54
"26598","populated",1.66536896612316,2.34733563942234,1.42624339108162,2.56795002071775,1.764,416,416,102,102,420,3.59
"26599","population",1.71315074468474,2.40876250888585,1.76460285744096,2.56317566848613,1.749,6545,6545,5937,5937,6639,5.12
"26600","populations",1.49137644893116,2.39688837619099,NA,NA,1.523,1024,1024,NA,NA,1040,4.17
"26601","populism",1.15655274320668,1.72416641108703,1.14017700755408,1.80333685151314,1.275,56,56,57,57,58,2.84
"26602","populist",1.27077641595635,1.81641620159541,1.29350566856242,1.96215081585338,1.386,230,230,234,234,234,3.43
"26603","populous",1.35790329720766,1.92458950671862,1.4192552586749,2.20817286976514,1.485,108,108,107,107,108,3.06
"26604","por",1.01886412964393,1.76425460365475,1.06190357563696,2.32604681571059,1.12,48,48,43,43,49,2.86
"26605","porcelain",1.31871884006282,1.81803513790108,1.31190037864073,1.98278127486705,1.372,280,280,278,278,282,3.55
"26606","porch",1.21942693802135,1.57724429582885,1.17999809401245,1.72268484652484,1.367,362,362,385,385,371,3.74
"26607","porches",0.975012922591732,1.61454943211413,NA,NA,1.139,48,48,NA,NA,49,2.76
"26608","porcupine",NA,NA,1.3285660509306,2.09932773908946,NA,NA,NA,43,43,NA,2.71
"26609","pore",1.04045122998979,2.2707932983863,1.41183834534354,2.37037757297205,1.018,141,141,306,306,143,3.43
"26610","pores",1.05025140763359,2.21573497346404,NA,NA,1.024,158,158,NA,NA,160,3.54
"26611","poring",1.61723469370857,1.52392447422863,NA,NA,1.712,59,59,NA,NA,59,2.8
"26612","pork",1.23970740088474,1.87112564083423,1.25345286137004,2.0272023819342,1.303,346,346,326,326,349,3.77
"26613","porn",1.06882986502296,1.55284687901208,1.10211690574368,1.75716672953221,1.203,135,135,127,127,137,3.41
"26614","pornographic",1.16420366847523,1.69018778239043,1.19951285462719,1.89702356252306,1.247,136,136,131,131,139,3.26
"26615","pornography",1.08730178758136,1.68696109797296,1.12755721649221,1.82605291837152,1.143,213,213,191,191,215,3.59
"26616","porosity",0.501779888770668,1.20298853492251,0.545977210387456,1.35033048352204,0.496,59,59,51,51,60,3.3
"26617","porous",1.24980331788257,2.12084514745789,1.27400261718593,2.34641249117231,1.281,115,115,113,113,119,3.18
"26618","porpoise",0.512619204430716,1.30772186188796,0.786344478993622,1.80177620586567,0.546,46,46,68,68,46,2.98
"26619","porpoises",0.517196489629088,1.33444293316074,NA,NA,0.588,55,55,NA,NA,58,2.96
"26620","porridge",1.36954999864099,1.73239690572097,1.34928136795049,1.92905688531086,1.398,186,186,173,173,187,3.46
"26621","porritt",NA,NA,NA,NA,1.07,NA,NA,NA,NA,44,2.71
"26622","porsche",1.02787175035504,1.58263320831385,0.997250986920841,1.73426686068913,1.14,141,141,133,133,142,3.42
"26623","port",1.61050976189225,2.22516474694023,1.60369481251495,2.47887355751647,1.648,2408,2408,2699,2699,2453,4.57
"26624","porta",0.875389260733376,1.90437295189568,0.994734784637702,2.17641652696468,0.87,42,42,40,40,42,2.89
"26625","portability",0.86727757913327,1.33540693432444,0.765840395944158,1.32422571403008,0.908,104,104,101,101,105,3.1
"26626","portable",1.51194194075355,2.15717380637398,1.41022264231769,2.25116140711085,1.602,688,688,662,662,706,3.98
"26627","portadown",0.60041352160146,1.14464394819556,0.458022845610837,0.996783006095182,0.69,144,144,132,132,146,3.56
"26628","portal",1.08976111606167,2.18274008098403,1.19444906072422,2.20361069338048,1.142,147,147,199,199,148,3.56
"26629","portals",1.26459393774421,1.68998515593355,NA,NA,1.374,82,82,NA,NA,83,3.04
"26630","porte",1.06429289742265,1.76344300453318,1.13658910909889,2.29353336704323,1.14,44,44,49,49,44,2.71
"26631","ported",0.528472436472558,0.773708848705322,NA,NA,0.574,65,65,NA,NA,72,2.89
"26632","portent",NA,NA,1.50001996566824,2.16371906710059,NA,NA,NA,68,68,NA,2.63
"26633","porter",1.65256329101842,1.94213565073123,1.61163542752719,2.19600361058541,1.723,627,627,737,737,643,4.07
"26634","porterfield",0.371233859598875,0.476641958516166,NA,NA,0.53,40,40,NA,NA,40,2.88
"26635","porters",1.63754561694193,1.94256387698259,NA,NA,1.681,255,255,NA,NA,259,3.36
"26636","portfolio",1.46094425021062,2.33801617931884,1.44254714014457,2.33053404096937,1.455,896,896,943,943,917,4.19
"26637","portfolios",1.22328263081352,2.08370693220209,NA,NA,1.224,253,253,NA,NA,255,3.58
"26638","porthole",NA,NA,1.26770685930818,1.89706963068653,NA,NA,NA,42,42,NA,2.52
"26639","portico",0.919177669740703,1.54047826719279,0.931132531405519,1.73479300347137,1.084,114,114,110,110,114,3.2
"26640","portillo",0.938978095373946,1.35911941970257,0.941838417700774,1.38252809359721,0.92,89,89,80,80,89,3.21
"26641","porting",0.362673537253493,0.399691935937795,NA,NA,0.402,81,81,NA,NA,86,3
"26642","portion",1.96112283786903,2.72000167235406,1.93256806636252,2.97097723168079,2.019,890,890,1125,1125,907,4.04
"26643","portions",1.80704124515883,2.60940846815401,NA,NA,1.872,361,361,NA,NA,372,3.63
"26644","portland",1.53987418120893,2.04008835922879,1.46472992078333,2.18673056656362,1.707,206,206,194,194,216,3.49
"26645","portly",1.51678325656144,1.49859058214636,1.48463011387946,1.81377897508683,1.755,56,56,55,55,57,2.84
"26646","portman",1.0101187187564,1.45583004049179,0.985950300588104,1.52266334288228,1.24,65,65,63,63,69,2.96
"26647","porto",1.01168640078188,1.93765749049022,1.04510619408981,2.11830773329114,1.12,96,96,89,89,98,3.29
"26648","portobello",1.4066488275122,1.99413629236335,1.48070156579944,2.25146378764411,1.45,46,46,42,42,48,2.88
"26649","portrait",1.27159997100256,1.71781924159921,1.28986125597828,1.99869434730002,1.38,1151,1151,1325,1325,1190,4.24
"26650","portraits",1.05247438834711,1.61578767881913,NA,NA,1.157,533,533,NA,NA,544,3.89
"26651","portraiture",0.750073330070471,1.32696353660521,0.745536809124708,1.40390650887166,0.846,102,102,90,90,103,3.2
"26652","portray",1.6248077544398,2.1207649654416,1.67595815922401,2.45307216741635,1.77,288,288,967,967,292,3.5
"26653","portrayal",1.30517284160627,1.82415779847479,1.32011594693744,2.0910447966468,1.464,229,229,235,235,233,3.44
"26654","portrayed",1.67682920191251,2.16013070627599,NA,NA,1.832,556,556,NA,NA,568,3.82
"26655","portraying",1.66409836328365,2.17668756419054,NA,NA,1.779,107,107,NA,NA,109,3.09
"26656","portrays",1.41502339307862,1.95370368498928,NA,NA,1.555,120,120,NA,NA,121,3.12
"26657","portrush",0.61059886588523,1.14881614562812,0.475645501226455,1.01136822977536,0.74,56,56,54,54,56,2.93
"26658","ports",1.50080408958221,2.30216105828577,NA,NA,1.498,776,776,NA,NA,789,4.05
"26659","portsmouth",1.24038572930751,1.7795617612806,1.17553226432578,1.86032554475244,1.41,502,502,480,480,511,3.94
"26660","portugal",1.50840447075709,2.23591645172103,1.50332193072873,2.34971155063656,1.512,753,753,731,731,765,4.04
"26661","portuguese",1.5156678706463,2.21539205629397,1.52515201328274,2.37007753663899,1.523,519,519,477,477,528,3.89
"26662","pos",1.2084221268144,2.41286133603865,NA,NA,1.197,47,47,NA,NA,50,2.61
"26663","pose",1.92537917484512,2.25695477617212,1.93349974147391,2.61688414281626,2.024,958,958,2739,2739,972,4.04
"26664","posed",1.94467970295682,2.35235450166235,NA,NA,2.055,1187,1187,NA,NA,1211,4.11
"26665","poses",1.8295880103824,2.34912743863782,NA,NA,1.95,516,516,NA,NA,529,3.76
"26666","posh",1.35284678879352,1.41037984887702,1.2818351924987,1.66531422108487,1.525,227,227,238,238,229,3.62
"26667","posing",1.80542082355987,2.14253208501529,NA,NA,1.958,349,349,NA,NA,355,3.58
"26668","posit",NA,NA,1.25510308547412,2.13824738716356,NA,NA,NA,155,155,NA,2.68
"26669","posited",1.17793693559195,1.8102316798163,NA,NA,1.234,71,71,NA,NA,72,2.89
"26670","position",2.07662518064966,2.54581797806532,2.0675442976706,2.80936275251725,2.202,14439,14439,13944,13944,14733,5.36
"26671","positional",1.28812194479626,2.31642750124573,1.32064430336061,2.54640149693348,1.301,74,74,68,68,75,3.15
"26672","positioned",1.69953532725406,2.4961913821998,NA,NA,1.781,633,633,NA,NA,643,3.87
"26673","positioning",1.64297563390556,2.45939415994936,1.6279755785606,2.7363358176028,1.703,351,351,225,225,360,3.63
"26674","positions",1.93200102536984,2.52644003917826,NA,NA,1.942,2898,2898,NA,NA,2953,4.6
"26675","positive",1.96739388643986,2.56483352619385,1.93833899661459,2.76050835836224,1.935,5348,5348,4771,4771,5452,4.92
"26676","positively",2.02905005566797,2.39005741024371,1.97169952093507,2.74261484584928,2.118,1149,1149,1128,1128,1171,4.13
"26677","positivism",0.809254161728486,1.45702122880536,0.828351314527931,1.59842417065226,0.816,110,110,99,99,112,3.33
"26678","positivity",1.1380816138753,2.19161419414218,NA,NA,0.924,40,40,NA,NA,41,2.76
"26679","posse",1.1011763937962,1.40382987073806,1.07178214047373,1.56947726389948,1.282,90,90,90,90,91,3.04
"26680","possess",1.83650362800556,2.35136050706328,1.84199993455661,2.60809902960445,1.946,1326,1326,3137,3137,1344,4.19
"26681","possessed",1.68781989025132,2.00605368800664,1.26147467286811,1.68900061713755,1.85,1457,1457,81,81,1481,4.23
"26682","possesses",1.70655013892784,2.39132948072491,NA,NA,1.832,438,438,NA,NA,446,3.69
"26683","possessing",1.75406249784036,2.30393618791788,NA,NA,1.867,486,486,NA,NA,494,3.74
"26684","possession",1.76756118247811,2.3911472507037,1.82013164474759,2.62656147008749,1.781,2053,2053,2481,2481,2074,4.45
"26685","possessions",1.64227759064442,1.97760594597555,NA,NA,1.762,696,696,NA,NA,707,3.94
"26686","possessive",1.39458718635186,1.47098276842361,1.41759041668762,2.17236214246516,1.394,157,157,156,156,165,3.31
"26687","possessor",1.58140350546845,2.01616342626578,1.55976484418916,2.37585112325898,1.732,82,82,114,114,82,2.97
"26688","possibilities",1.91901917656796,2.34589282322732,NA,NA,2.028,2051,2051,NA,NA,2088,4.39
"26689","possibility",2.02923773473146,2.49393877867066,2.03313594969269,2.81162600716443,2.139,5606,5606,6734,6734,5697,4.85
"26690","possible",2.16385647967567,2.54892731440455,2.09003595558793,2.85450257709389,2.288,22701,22701,18631,18631,23182,5.53
"26691","possibly",2.03517856029212,2.33737908214231,1.97843087417411,2.68002726147642,2.202,5466,5466,5123,5123,5572,4.86
"26692","post",1.99965407441398,2.36898360833095,1.93695160692357,2.5562815067055,2.083,9691,9691,9886,9886,9921,4.97
"26693","postage",1.49480438572085,2.12715094046869,1.48114565832431,2.35229841715127,1.51,247,247,223,223,259,3.57
"26694","postal",1.72551508695733,2.33148338909636,1.69882046019685,2.44877474394688,1.717,512,512,480,480,526,3.86
"26695","postbag",1.37002012737425,1.86155379560234,1.37837321597244,2.09095769984563,1.452,61,61,61,61,62,2.84
"26696","postcard",1.42449887024582,1.68325803494662,1.44761155035709,1.94946974267864,1.504,417,417,595,595,432,3.76
"26697","postcards",1.50730641346039,1.75970836034939,NA,NA,1.633,231,231,NA,NA,243,3.53
"26698","postcode",1.2638106564069,2.05710537277812,1.28658646142261,2.19670690021737,1.281,53,53,61,61,57,3
"26699","posted",1.63988456305896,2.02636259966302,NA,NA,1.733,586,586,NA,NA,597,3.86
"26700","poster",1.58939060504833,1.95499552410347,1.55265345014918,2.10910495193546,1.704,540,540,999,999,553,3.87
"26701","posterior",1.09939154454399,2.10902168979151,1.2224120717199,2.42038686781927,1.02,106,106,101,101,109,3.27
"26702","posterity",1.61364270842233,1.87640503331964,1.58489045163883,2.2413312372827,1.756,154,154,153,153,156,3.26
"26703","posters",1.57087725777503,1.95356863610278,NA,NA,1.684,619,619,NA,NA,635,3.95
"26704","postgraduate",1.0384837631421,1.86704108850859,1.0449226767763,1.90165149211463,1.028,358,358,326,326,370,3.88
"26705","postgraduates",0.753007454407042,1.5338532772305,NA,NA,0.818,43,43,NA,NA,44,2.73
"26706","posthumous",1.35183646796556,1.73295105136607,1.34951064903933,2.13890988725077,1.526,115,115,111,111,116,3.11
"26707","posthumously",1.01429599254479,1.57507177710816,1.01241980406573,1.83585575141059,1.165,81,81,77,77,84,2.96
"26708","posting",1.5231962242879,2.04132296460047,1.41217325226934,2.19566673769533,1.585,280,280,203,203,289,3.56
"26709","postings",1.30244761272702,2.09572108208565,NA,NA,1.35,52,52,NA,NA,54,2.82
"26710","postman",1.60038363261973,1.61475210281162,1.48908315355607,1.86903629111005,1.708,207,207,233,233,210,3.6
"26711","postmaster",1.32734661380694,1.71679673783873,1.30147389202784,1.95975556110312,1.451,62,62,61,61,62,2.76
"26712","postmodern",0.699702124197483,1.23758730616625,0.756687346053825,1.45256690439499,0.705,80,80,63,63,82,3.2
"26713","postmodernism",0.502323341587683,0.898016144371235,0.462113526001513,0.962154009664423,0.509,63,63,49,49,66,3.18
"26714","postnatal",0.93221344373113,1.84160706312176,0.850783284376977,1.79922861921456,0.803,47,47,45,45,48,2.86
"26715","postpone",1.97957892927144,2.4711225675599,1.81179854573528,2.55062892567312,2.066,330,330,903,903,333,3.54
"26716","postponed",1.79101437572184,2.34506983113346,1.6432799594707,2.40430920535092,1.904,668,668,63,63,684,3.89
"26717","postponement",1.49887383262568,2.19127467918619,1.46980035720358,2.26320452690789,1.517,221,221,227,227,223,3.43
"26718","postponing",1.83487568318242,2.41539454735664,NA,NA,1.987,82,82,NA,NA,83,2.97
"26719","postprandial",0.910174641762176,1.79361822195864,NA,NA,0.681,41,41,NA,NA,41,3.06
"26720","posts",1.7747266120666,2.34814178960307,NA,NA,1.819,1632,1632,NA,NA,1655,4.35
"26721","postscript",1.09769485073638,1.93097016725646,1.12850818209994,2.20240124320007,1.084,221,221,196,196,234,3.62
"26722","postulate",1.29362214406995,2.07503679770508,1.5840892096472,2.76364393613084,1.355,115,115,365,365,117,3.16
"26723","postulated",1.60753282079771,2.47646152510855,NA,NA,1.649,221,221,NA,NA,222,3.39
"26724","postulates",1.43171347318093,2.0796867360832,NA,NA,1.535,76,76,NA,NA,76,2.93
"26725","posture",1.57256096217402,2.1032695668095,1.58518136750553,2.433933464592,1.647,421,421,516,516,425,3.73
"26726","postures",1.38834993167699,2.1480948131711,NA,NA,1.427,102,102,NA,NA,102,3.07
"26727","posturing",1.45081535067488,1.97576694288634,1.45731409919252,2.06642900365398,1.593,83,83,60,60,83,2.95
"26728","postwar",1.35396223182435,2.06240537088533,1.32321308636069,2.14819088922929,1.387,315,315,276,276,321,3.67
"26729","posy",1.41029049943487,1.64974535854452,1.34928294124291,1.89488409832691,1.473,49,49,65,65,52,2.82
"26730","pot",1.62836309856816,1.90666183905373,1.5610373589016,2.13114929824012,1.726,1490,1490,1929,1929,1514,4.32
"26731","potash",0.921290061057717,1.77280856961356,0.950686696329569,1.86020269914952,1.025,52,52,49,49,52,2.88
"26732","potassium",1.23655608748569,2.28763498397811,1.26804885615766,2.43971053973956,1.199,222,222,201,201,224,3.56
