Word,cosMean,SemD,WordCount,nContexts
aa,0.181330029,2.463310233,537,297
aaa,0.284609357,1.812945002,90,58
aachen,0.286163014,1.805090877,131,74
aah,0.407639356,1.294634748,92,58
aaron,0.268313525,1.898008316,171,120
ab,0.148883975,2.74773962,504,302
aba,0.408473575,1.291685345,80,46
ababa,0.340323535,1.555021169,166,84
aback,0.416086664,1.265044044,291,290
abandon,0.202380836,2.304855412,1230,1167
abandoned,0.216117859,2.210109797,2878,2635
abandoning,0.204779614,2.287855997,466,455
abandonment,0.196249528,2.34923891,476,449
abandons,0.228281702,2.131112872,85,84
abate,0.217424344,2.201414614,67,51
abated,0.234671536,2.091285232,92,89
abatement,0.226860298,2.140123944,127,74
abattoir,0.281734195,1.827593415,62,50
abba,0.299450933,1.739608466,97,58
abbas,0.22886813,2.127411517,102,87
abbess,0.359799144,1.474736342,54,43
abbey,0.263701447,1.923022609,1735,1046
abbeys,0.326776464,1.613624019,126,108
abbot,0.333192599,1.585571739,505,334
abbots,0.337094712,1.568774099,177,141
abbott,0.221062918,2.177471052,254,158
abbreviated,0.193137563,2.372299316,158,128
abbreviation,0.215589837,2.213638925,83,68
abbreviations,0.205557103,2.28238887,117,98
abc,0.210077606,2.251005713,350,200
abd,0.308496223,1.69667527,113,63
abdel,0.411036098,1.282662995,178,115
abdicated,0.291785246,1.777021161,59,54
abdication,0.2787931,1.842733237,113,92
abdomen,0.238061856,2.070591613,275,222
abdominal,0.238663244,2.066951695,534,308
abducted,0.26063467,1.939899088,161,145
abduction,0.268990682,1.894371898,209,143
abdul,0.28293508,1.821457031,270,184
abdullah,0.380766316,1.393022235,192,129
abel,0.212387285,2.235230694,179,126
aberdeen,0.243112467,2.040304217,1275,818
aberdeens,0.397673512,1.330343625,77,59
aberdeenshire,0.292707137,1.772470172,65,56
abergavenny,0.292648036,1.772761501,55,43
aberrant,0.205557463,2.282386341,88,79
aberration,0.2430619,2.040604327,142,138
aberystwyth,0.264611533,1.918052152,252,126
abetted,0.242117167,2.04622272,81,79
abeyance,0.216267774,2.209109392,81,81
abhorrent,0.245903481,2.023835935,61,59
abi,0.273516482,1.870300322,125,70
abide,0.211682732,2.240024507,286,269
abiding,0.25445827,1.974499016,300,287
abigail,0.40556953,1.301978828,85,46
abilities,0.200978994,2.314883376,1251,1032
ability,0.181448784,2.462365703,8536,6726
abingdon,0.383644796,1.382156911,372,239
abject,0.310064633,1.689359119,112,112
ablaze,0.300936834,1.732467395,155,151
able,0.191688337,2.383165535,25696,19565
ably,0.229750302,2.121861338,94,93
abnormal,0.185090152,2.433699956,766,547
abnormalities,0.23728969,2.075278678,435,273
abnormality,0.21072701,2.246552849,277,190
abnormally,0.166678778,2.584857671,144,130
aboard,0.305386994,1.711289472,883,730
abode,0.242726123,2.042598713,154,139
abolish,0.200400145,2.319044541,525,460
abolished,0.186675646,2.421394369,1036,907
abolishing,0.211121651,2.243853554,201,194
abolition,0.217548625,2.200590198,1099,861
abolitionist,0.423669903,1.238987448,65,43
abolitionists,0.461387458,1.115949308,168,57
abominable,0.327041918,1.612452531,81,75
aboriginal,0.237879467,2.071697347,208,115
aborigines,0.259193813,1.947896813,132,83
abort,0.189799283,2.397453554,95,83
aborted,0.185647146,2.429364959,143,128
abortion,0.24613878,2.02245612,1209,500
abortions,0.25709323,1.959636472,236,128
abortive,0.212871421,2.23194582,241,234
abound,0.216572626,2.20707719,265,262
abounded,0.27442433,1.865519702,97,96
abounds,0.228850223,2.127524398,77,76
about,0.2067497,2.274042859,152206,59619
above,0.182788753,2.451750789,23942,17531
abraham,0.278666687,1.843387546,428,243
abrahams,0.285408281,1.808900898,93,58
abrams,0.234167765,2.094385605,98,63
abrasion,0.259065719,1.948609972,70,53
abrasive,0.254503309,1.97424368,231,197
abreast,0.23621716,2.081814323,178,175
abridged,0.231017323,2.113927058,56,49
abroad,0.20440734,2.290481089,3603,2906
abrogated,0.186544656,2.422407065,51,49
abrupt,0.250460102,1.997347291,459,445
abruptly,0.407513877,1.295078906,1134,1070
abs,0.272894879,1.873582771,70,50
abseil,0.518674571,0.947098454,79,41
abseiling,0.329807691,1.600303052,74,53
absence,0.16616276,2.589331009,5496,4516
absences,0.226864396,2.140097886,157,134
absent,0.185879381,2.427561346,1580,1396
absentee,0.247835737,2.012543859,145,116
absenteeism,0.222363778,2.169006298,162,101
absentees,0.237960368,2.071206781,79,52
absently,0.551757914,0.857892677,189,182
absolute,0.184918192,2.435040931,3047,2590
absolutely,0.262028397,1.932204922,3702,3369
absolution,0.306954447,1.703903525,63,58
absolutism,0.334299014,1.580788994,57,49
absolutist,0.31263594,1.67744446,50,43
absolved,0.257085462,1.959680065,79,72
absorb,0.184615258,2.437406302,733,692
absorbed,0.203353447,2.29793865,1498,1345
absorbent,0.23513417,2.088443888,75,67
absorbing,0.225157216,2.150995379,429,408
absorbs,0.214811507,2.218856815,157,146
absorption,0.16048479,2.639491527,958,526
abstain,0.19936735,2.326498937,116,98
abstained,0.214695551,2.219635799,107,100
abstaining,0.172616747,2.534355656,50,48
abstention,0.219550497,2.187375294,93,87
abstentions,0.323417305,1.62853122,217,166
abstinence,0.229341044,2.124433524,141,108
abstract,0.181250597,2.463942344,2081,1623
abstracted,0.25118997,1.993149235,132,115
abstracting,0.238924831,2.065371296,60,54
abstraction,0.241125441,2.052144218,434,338
abstractions,0.282919824,1.821534828,147,127
abstracts,0.211186622,2.243409651,155,112
absurd,0.273516097,1.870302355,886,824
absurdities,0.261879131,1.933026996,54,54
absurdity,0.265102928,1.915375491,242,214
absurdly,0.294856736,1.761913941,176,173
abta,0.380172277,1.395274762,61,41
abu,0.268290479,1.89813224,463,254
abundance,0.203049771,2.300094693,603,533
abundant,0.183378616,2.447102677,574,522
abundantly,0.205372262,2.283686751,168,161
abuse,0.220102077,2.183755333,3323,1946
abused,0.243286616,2.03927114,660,552
abusers,0.245603628,2.025596226,83,67
abuses,0.243556954,2.037668919,445,369
abusing,0.220897848,2.178548733,177,157
abusive,0.247005095,2.017387293,256,173
abysmal,0.249207332,2.004581583,74,71
abyss,0.298304681,1.745141479,138,125
abyssinia,0.437948028,1.191168422,126,67
ac,0.187439213,2.415505292,889,557
academia,0.26028002,1.941863528,100,89
academic,0.21400345,2.224294042,4702,2828
academically,0.251697716,1.990235971,166,155
academics,0.225111827,2.15128624,768,603
academies,0.247977184,2.011720706,71,58
academy,0.245733831,2.024831601,1278,917
academys,0.2635444,1.923882059,52,44
acas,0.296897893,1.751961242,85,43
acc,0.166169451,2.589272916,78,50
accademia,0.447990508,1.158459931,52,40
accede,0.199555818,2.325135752,93,89
acceded,0.218739486,2.192714419,101,99
accelerate,0.165677285,2.593552281,396,363
accelerated,0.173411682,2.527727008,650,594
accelerates,0.167993568,2.573522101,65,63
accelerating,0.179641103,2.476810611,295,273
acceleration,0.179602492,2.47712073,558,362
accelerator,0.241130978,2.052111088,298,212
accent,0.3349435,1.578010338,1135,983
accented,0.299748456,1.738175775,65,58
accents,0.286973309,1.801011537,357,286
accentuate,0.198869861,2.330103448,89,85
accentuated,0.202541617,2.303709718,220,209
accept,0.192988011,2.373416869,8425,6951
acceptability,0.197010125,2.343658317,271,234
acceptable,0.17653202,2.501998205,3312,2892
acceptance,0.180622124,2.468953479,2538,2082
acceptances,0.307193373,1.702781004,86,52
accepted,0.186160526,2.425380902,8182,7030
accepting,0.183729844,2.444342107,1614,1484
accepts,0.182682038,2.452593309,737,681
access,0.163719544,2.610701539,10033,6392
accessed,0.199912706,2.322557927,349,266
accesses,0.205269133,2.284411391,83,47
accessibility,0.191247807,2.386484889,299,228
accessible,0.183647144,2.444991638,1563,1333
accessing,0.222698166,2.16683842,153,137
accession,0.240199582,2.057694453,523,412
accessories,0.272771572,1.874234796,503,382
accessory,0.215964044,2.211136956,207,170
accident,0.23650065,2.080083947,5771,3605
accidental,0.199660492,2.324379211,701,605
accidentally,0.226117519,2.144855322,503,479
accidents,0.218667475,2.193189447,1776,1102
acclaim,0.265255558,1.914545112,255,239
acclaimed,0.254838268,1.972346159,306,282
accolade,0.243373799,2.038754233,151,144
accommodate,0.18048219,2.470071612,1238,1169
accommodated,0.174543921,2.518337979,407,384
accommodates,0.188613478,2.406495324,67,66
accommodating,0.193104113,2.3725492,214,205
accommodation,0.208991692,2.2584825,4024,2376
accompanied,0.187169182,2.417585183,3151,2930
accompanies,0.193898809,2.366624152,226,216
accompaniment,0.271598776,1.880451119,400,322
accompaniments,0.3456176,1.532751408,59,50
accompany,0.212460265,2.234735045,839,800
accompanying,0.173160869,2.529815149,970,898
accompli,0.222470143,2.168316363,66,66
accomplice,0.296340904,1.754670317,185,160
accomplices,0.256645054,1.962153635,73,67
accomplish,0.209808692,2.252853648,247,237
accomplished,0.198491857,2.332848269,897,865
accomplishment,0.236896376,2.077671966,127,122
accomplishments,0.243192405,2.039829923,85,81
accord,0.176485042,2.502382183,1242,976
accordance,0.164735674,2.601775088,1893,1534
accorded,0.193296941,2.371109292,474,452
according,0.171933834,2.540074623,14927,11717
accordingly,0.16909813,2.564067393,2142,1952
accordion,0.399911972,1.322245624,85,71
accords,0.183294144,2.447767396,252,227
accosted,0.37847014,1.401748615,52,52
account,0.177138566,2.49704975,15211,10493
accountability,0.248685882,2.007603488,1137,634
accountable,0.223563834,2.16124127,604,483
accountancy,0.273047342,1.872776983,770,483
accountant,0.249113153,2.0051269,731,537
accountants,0.250165634,1.999044476,1257,797
accounted,0.16947945,2.560817746,1331,1148
accounting,0.214558643,2.220556077,3529,1543
accounts,0.189699504,2.398212186,6473,3946
accreditation,0.25964277,1.94540004,277,171
accredited,0.212406703,2.235098803,204,167
accretion,0.265301817,1.91429354,119,70
accruals,0.586832908,0.76897832,101,40
accrue,0.191900754,2.381567716,175,169
accrued,0.164616455,2.602819538,242,179
accruing,0.174926328,2.515180654,130,117
accumulate,0.176917876,2.498848266,350,319
accumulated,0.178131652,2.488984206,766,703
accumulates,0.22076685,2.17940454,79,77
accumulating,0.177372268,2.495147629,211,200
accumulation,0.178085064,2.489361568,870,601
accumulations,0.178000379,2.490047779,79,68
accumulator,0.387190741,1.368883643,226,60
accuracy,0.18452615,2.43810281,1609,1285
accurate,0.186360722,2.423830267,2652,2329
accurately,0.185823531,2.427994889,1310,1215
accusation,0.250560596,1.996768545,415,391
accusations,0.215739438,2.212638166,676,620
accuse,0.257301349,1.958469074,321,309
accused,0.234624059,2.091577138,4643,3324
accuseds,0.489655169,1.030161981,73,47
accuses,0.233471646,2.098680742,115,111
accusing,0.245029043,2.028975334,511,489
accusingly,0.535650508,0.900636091,92,92
accustomed,0.243474647,2.038156541,849,813
ace,0.29788681,1.747163849,1745,649
acer,0.354876681,1.494610318,116,59
aces,0.309178518,1.69348801,251,182
acetate,0.189443962,2.400156933,150,94
acetic,0.24275964,2.042399508,119,77
ach,0.497173235,1.008179463,82,69
ache,0.425926299,1.231324282,329,307
ached,0.511144311,0.96819743,249,240
aches,0.29473134,1.76252762,152,140
acheson,0.354617575,1.495664057,126,65
achievable,0.211141302,2.243719275,169,157
achieve,0.18185181,2.459164808,6147,5297
achieved,0.173419657,2.527660656,7396,6306
achievement,0.204861964,2.287275946,2900,2381
achievements,0.212791749,2.232485886,1414,1280
achievers,0.255278363,1.969856832,69,59
achieves,0.201141358,2.313718339,320,310
achieving,0.187326694,2.4163716,1726,1596
achilles,0.30388739,1.718391285,192,153
aching,0.405346006,1.302774167,424,384
acid,0.171656068,2.542407238,4819,1858
acidic,0.190095013,2.395207408,183,143
acidification,0.35119794,1.509643713,117,55
acidified,0.296007698,1.756293398,59,40
acidity,0.222174393,2.170235547,272,160
acidly,0.427446662,1.226183686,74,74
acids,0.206337467,2.276922285,972,430
acklam,0.578677272,0.789169114,110,78
acknowledge,0.210990889,2.244747396,1341,1251
acknowledged,0.195724204,2.353105916,1984,1889
acknowledgement,0.21383954,2.225399455,505,455
acknowledgements,0.190685263,2.390734741,84,78
acknowledges,0.204206284,2.291900832,466,443
acknowledging,0.194906371,2.359146844,382,374
acknowledgment,0.179062922,2.48146146,89,82
acne,0.306954305,1.703904191,120,72
acorn,0.227824613,2.13400448,223,114
acorns,0.278216982,1.845717614,63,53
acoustic,0.325067086,1.621190611,779,415
acoustics,0.308333066,1.697438479,119,94
acquaint,0.223282972,2.163054863,56,56
acquaintance,0.305506227,1.710726308,561,520
acquaintances,0.333078464,1.58606602,276,269
acquainted,0.250682097,1.996069131,294,284
acquiesce,0.210647814,2.247095148,63,63
acquiesced,0.228390398,2.130426094,66,59
acquiescence,0.212789522,2.232500984,169,157
acquire,0.172974733,2.531366784,1892,1632
acquired,0.181090446,2.46521766,3897,3179
acquires,0.173203305,2.529461637,232,208
acquiring,0.167536391,2.577453596,850,759
acquisition,0.179438882,2.478435557,2547,1649
acquisitions,0.236171682,2.082092105,660,509
acquisitive,0.228614112,2.129013632,66,63
acquit,0.289911789,1.786314095,53,51
acquittal,0.281768841,1.827416013,117,94
acquitted,0.265293579,1.914338339,353,313
acre,0.275651023,1.85908514,801,644
acreage,0.259717677,1.944983883,99,85
acres,0.265833363,1.911405915,1479,1134
acrid,0.341291254,1.550924653,112,110
acrimonious,0.215497288,2.214258381,128,127
acrimony,0.215158646,2.216527277,75,74
acronym,0.192044705,2.380485909,79,76
acropolis,0.329221547,1.602869333,85,58
across,0.238653715,2.067009299,21459,15814
acrylic,0.296062948,1.756024145,291,140
act,0.180975713,2.466131991,25746,12897
acted,0.205393746,2.283535843,2197,1999
acting,0.190111098,2.395085342,4622,3813
action,0.191078511,2.387762557,20681,12932
actionable,0.36287465,1.462456818,86,63
actions,0.195134326,2.357460511,4637,3450
activate,0.142599838,2.809955751,312,233
activated,0.144412737,2.7917301,730,509
activates,0.162636663,2.620275572,87,81
activating,0.15730733,2.668342197,452,122
activation,0.18823986,2.409355943,556,303
activator,0.21293472,2.231516885,297,68
active,0.164606702,2.602905016,6978,5248
actively,0.172534936,2.535039576,1399,1313
activism,0.23977442,2.060250339,112,99
activist,0.246765446,2.018787702,299,278
activists,0.24645225,2.020619942,856,686
activities,0.176385197,2.503198605,10873,7404
activity,0.164040728,2.607874046,10947,7035
acton,0.262673109,1.928659584,129,98
actor,0.366426918,1.448402607,1849,1242
actors,0.295578972,1.758384455,1625,1130
actress,0.408423935,1.291860681,1025,796
actresses,0.393257394,1.346454203,172,145
acts,0.180392628,2.470787716,4498,3404
actual,0.176171006,2.504951592,5493,4515
actuality,0.255696137,1.967497732,153,121
actually,0.215422741,2.214757542,12379,10388
actuarial,0.247437852,2.014861882,170,87
actuaries,0.281042134,1.831141658,152,58
actuary,0.340937267,1.552421787,90,41
acumen,0.285358231,1.809153919,101,100
acupuncture,0.279044812,1.841431272,188,90
acute,0.172162293,2.5381589,2219,1511
acutely,0.215244656,2.215950674,388,376
ad,0.197146422,2.342660567,3129,2062
ada,0.209581665,2.254415588,207,109
adage,0.228959016,2.12683872,112,110
adair,0.246556981,2.020006991,77,56
adam,0.272111089,1.877732347,2608,1094
adamant,0.259291368,1.947353916,357,351
adamantly,0.213820032,2.225531075,58,58
adams,0.254280502,1.975507256,1182,772
adamson,0.237836205,2.071959746,75,57
adapt,0.185523416,2.430326804,942,871
adaptability,0.191349005,2.385721693,154,136
adaptable,0.201347338,2.312241696,224,214
adaptation,0.197080361,2.343144074,749,585
adaptations,0.201897296,2.308306504,350,259
adapted,0.183512478,2.446049935,1446,1279
adapter,0.374353501,1.417526849,58,48
adapting,0.189388483,2.400579492,312,293
adaptive,0.250153004,1.99911732,316,208
adaptor,0.308913672,1.694724369,220,149
adaptors,0.329220931,1.602872032,73,59
adapts,0.183007411,2.450026025,71,70
add,0.181052476,2.465520192,7099,5284
added,0.205948444,2.279644869,14535,11649
addict,0.316710828,1.658761904,169,140
addicted,0.283484378,1.818658859,263,230
addiction,0.255761246,1.967130418,572,347
addictive,0.280380917,1.834539933,561,180
addicts,0.274165513,1.866880988,209,165
adding,0.172548393,2.534927054,2925,2673
addis,0.31598003,1.662094711,182,97
addison,0.230937843,2.114423492,97,77
addition,0.147332213,2.762855201,9472,7922
additional,0.147075153,2.765374559,6729,5363
additionally,0.147410605,2.762087773,549,518
additions,0.168558994,2.568674488,678,522
additive,0.18379421,2.443836775,154,115
additives,0.257687489,1.956305601,229,152
address,0.193646423,2.368503244,6010,4487
addressed,0.185057869,2.43395161,2584,2330
addressee,0.377167061,1.406724407,161,87
addresses,0.187036328,2.418609586,1164,948
addressing,0.183948443,2.442626633,947,869
adds,0.205313168,2.284101938,2079,1874
adduced,0.195942778,2.351495695,101,95
ade,0.295203931,1.760216163,510,308
adelaide,0.259542883,1.945955166,207,142
adele,0.292983176,1.77111027,93,52
aden,0.248600622,2.008098191,160,80
adenauer,0.54603517,0.872934218,112,46
adenocarcinoma,0.392226526,1.350240986,111,42
adept,0.233767067,2.096856399,254,247
adequacy,0.181808775,2.459506258,277,237
adequate,0.168913956,2.565639565,3313,2907
adequately,0.182975224,2.450279787,1053,1000
ades,0.336155923,1.572797523,72,63
adhere,0.154025211,2.698761587,321,300
adhered,0.177812498,2.491571363,294,281
adherence,0.170393075,2.553061388,369,342
adherent,0.17811742,2.489099471,86,52
adherents,0.238118378,2.070249122,202,181
adhering,0.16258802,2.620707137,110,107
adhesion,0.214256997,2.222585775,330,112
adhesive,0.298188297,1.745704457,340,216
adhesives,0.317757166,1.654003432,61,49
adidas,0.340762833,1.553160105,131,52
adjacent,0.164399081,2.604725857,1504,1267
adjectival,0.512820263,0.963474828,79,47
adjective,0.311688224,1.681824444,489,188
adjectives,0.310786304,1.686005169,478,204
adjoining,0.222378565,2.168910362,629,553
adjourn,0.22483837,2.153039834,100,88
adjourned,0.274339983,1.865963194,528,434
adjournment,0.239501376,2.06189415,213,149
adjudged,0.193546853,2.369245248,94,88
adjudicate,0.247988504,2.011654855,61,59
adjudication,0.279079674,1.841251042,266,140
adjudicator,0.241519654,2.0497875,103,58
adjunct,0.174543203,2.518343916,152,134
adjust,0.175079992,2.513913874,984,885
adjustable,0.287213625,1.799803903,374,267
adjusted,0.167726117,2.575820739,1127,979
adjusting,0.185538926,2.430206197,499,472
adjustment,0.173069415,2.530577301,1350,1017
adjustments,0.177363666,2.495217599,671,581
adjusts,0.21365752,2.226627996,86,82
adjutant,0.435751015,1.19842407,143,79
adler,0.247678135,2.01346158,104,75
admin,0.253265527,1.981277377,95,75
administer,0.186451665,2.423126412,502,469
administered,0.160132017,2.6426663,976,877
administering,0.187070278,2.418347734,297,280
administers,0.208852977,2.25944039,78,76
administration,0.181879024,2.45894893,6096,4307
administrations,0.234235761,2.093966743,398,349
administrative,0.195576403,2.354195778,3413,2473
administratively,0.195558076,2.35433098,85,83
administrator,0.204240866,2.291656534,636,518
administrators,0.211624589,2.240420829,779,617
admirable,0.255595797,1.968063982,448,438
admirably,0.242472398,2.044107568,234,231
admiral,0.300238552,1.735818859,679,422
admirals,0.306736918,1.704926278,128,96
admiralty,0.315528877,1.664156049,274,210
admiration,0.308754042,1.695470071,892,852
admire,0.31228259,1.679075955,698,667
admired,0.320816818,1.640178322,1074,1001
admirer,0.336636817,1.570735125,221,215
admirers,0.305891068,1.708910115,240,228
admires,0.349688575,1.515857434,87,85
admiring,0.372346123,1.425283757,318,313
admiringly,0.45439022,1.137996311,88,88
admissibility,0.321564029,1.636822061,99,79
admissible,0.279584623,1.838643079,219,137
admission,0.177638611,2.492982898,2143,1558
admissions,0.191922598,2.381403506,563,363
admit,0.270969716,1.883796472,3170,2942
admits,0.259147077,1.948156974,1208,1125
admittance,0.239425662,2.062350303,55,53
admitted,0.232214595,2.106469443,5367,4440
admittedly,0.220330594,2.182258261,641,628
admitting,0.243341523,2.038945575,579,560
adml,0.415370783,1.267528353,115,84
admonished,0.304558179,1.715210245,81,79
ado,0.305084262,1.712720337,95,91
adobe,0.384797767,1.377827667,213,109
adolescence,0.266792203,1.906211591,446,352
adolescent,0.277413061,1.849892384,515,434
adolescents,0.234576437,2.091869991,307,237
adolf,0.284377773,1.814119386,136,115
adolph,0.462322258,1.113029273,107,60
adonis,0.293804435,1.767071919,62,46
adopt,0.176285118,2.504017407,2296,2081
adopted,0.171344368,2.54502932,5053,4247
adopting,0.175632318,2.50936976,768,736
adoption,0.169264919,2.5626451,1478,1046
adoptive,0.310576759,1.68697822,121,78
adopts,0.18307271,2.449511348,283,274
adorable,0.367973788,1.442325092,62,53
adoration,0.307892084,1.699503321,136,128
adore,0.383953427,1.380996771,144,136
adored,0.420980971,1.248173073,287,272
adores,0.434584046,1.202292881,56,56
adoring,0.371544802,1.428391909,94,91
adorn,0.246387056,2.021001629,91,90
adorned,0.274214831,1.866621494,259,243
adorno,0.45218267,1.145022394,162,51
adrenalin,0.325955883,1.61725138,270,233
adrenaline,0.230548307,2.116859023,109,61
adrian,0.293302165,1.769540375,787,583
adriatic,0.264865543,1.916667922,148,109
adrift,0.28044568,1.834206735,202,190
ads,0.298038279,1.74643046,487,323
adt,0.391890548,1.351477319,77,53
adulation,0.338006313,1.564877904,97,94
adult,0.189080573,2.40292695,4753,3073
adultery,0.330452334,1.59748591,258,190
adulthood,0.248461657,2.008904863,293,247
adults,0.204810939,2.287635325,3062,2214
advance,0.187556581,2.414602206,4371,3657
advanced,0.167613748,2.576787611,4740,3636
advancement,0.216302985,2.208874519,495,444
advances,0.180221655,2.472155722,1277,1090
advancing,0.214499286,2.220955251,595,543
advantage,0.182195622,2.456439799,6723,5753
advantaged,0.250830477,1.995215443,60,53
advantageous,0.162744346,2.619320676,344,332
advantages,0.178211344,2.48833892,2720,2300
advent,0.184026859,2.442011753,758,677
adventure,0.29388106,1.766695713,1448,1104
adventurer,0.306146114,1.707707723,128,105
adventurers,0.333722253,1.583280207,471,137
adventures,0.310028728,1.689526189,502,439
adventurous,0.243171618,2.039953241,411,396
adverb,0.417767667,1.259227256,71,46
adverbs,0.422695236,1.242310241,96,62
adversarial,0.228816528,2.127736827,119,103
adversaries,0.219550751,2.187373624,104,101
adversary,0.239432977,2.06230623,228,185
adverse,0.170320927,2.553672388,1111,929
adversely,0.157137412,2.669901389,387,358
adversity,0.257940919,1.954887438,157,141
advert,0.298746678,1.743005426,283,240
advertise,0.222260704,2.169675197,404,365
advertised,0.220608979,2.180436586,653,588
advertisement,0.232493494,2.104737751,1011,688
advertisements,0.222916555,2.165424329,925,642
advertiser,0.242003914,2.046897714,126,100
advertisers,0.308302239,1.69758273,272,191
advertising,0.234766291,2.090702824,3882,2072
adverts,0.282645881,1.822932421,249,205
advice,0.201012748,2.314641096,9356,6247
advisable,0.157538275,2.666225715,499,459
advise,0.191948864,2.381206071,1761,1541
advised,0.204172184,2.292141766,2338,2150
adviser,0.194797758,2.359951021,1426,1144
advisers,0.195766443,2.352794603,1709,1258
advises,0.207972602,2.265534614,265,260
advising,0.199913044,2.322555489,552,513
advisor,0.194786334,2.360035633,197,171
advisors,0.186242836,2.424743163,165,148
advisory,0.193617805,2.368716465,1532,1161
advocacy,0.227987961,2.132970448,389,270
advocate,0.199983842,2.322044653,801,717
advocated,0.187668997,2.413737758,831,776
advocates,0.204894525,2.287046663,609,536
advocating,0.196097351,2.350358046,316,306
ae,0.203845459,2.294452273,98,57
aea,0.375972712,1.411300139,368,80
aegean,0.289064731,1.790535498,163,129
aegis,0.197663417,2.338882207,139,134
aeons,0.329893407,1.599928151,61,57
aeration,0.507100773,0.979655622,75,55
aerial,0.219751146,2.186057404,597,485
aerials,0.298184962,1.745720591,68,60
aero,0.340014412,1.556332195,137,91
aerobatic,0.420082302,1.251256089,83,61
aerobatics,0.357428869,1.484271933,71,52
aerobic,0.243661008,2.037052693,208,104
aerobics,0.286525572,1.803264191,264,154
aerodrome,0.344973912,1.535440829,126,92
aerodynamic,0.323253947,1.629260111,100,80
aeronautical,0.374816518,1.415743563,77,55
aeronautics,0.263389681,1.924729271,72,64
aeroplane,0.294534483,1.763491545,417,324
aeroplanes,0.281769672,1.827411758,220,178
aerosol,0.21512925,2.216724404,161,104
aerosols,0.251231241,1.99291222,110,77
aerospace,0.270889929,1.884221336,679,445
aesthetic,0.276142238,1.856516521,1114,753
aesthetically,0.250367079,1.99788322,103,100
aesthetics,0.297245402,1.750273602,245,183
aetiology,0.235736417,2.084753449,120,101
af,0.183938131,2.442707507,80,43
afar,0.254609753,1.973640408,147,136
affable,0.324478158,1.623806726,105,102
affair,0.270195253,1.887925768,3049,2503
affairs,0.206135458,2.278335408,6935,4893
affect,0.163921667,2.608921533,4418,3823
affectation,0.374227798,1.418011368,57,55
affected,0.162479739,2.621668269,5619,4642
affecting,0.159188609,2.651190986,1589,1466
affection,0.321160462,1.638633799,1247,1107
affectionate,0.326620568,1.614312453,308,299
affectionately,0.338978937,1.560732463,197,195
affections,0.310709989,1.686359473,189,180
affective,0.277450841,1.849695919,207,144
affects,0.168564688,2.568625753,1274,1162
affidavit,0.327691445,1.609590087,260,134
affiliate,0.207249709,2.27055802,136,119
affiliated,0.199202118,2.32769511,279,244
affiliates,0.227932028,2.133324434,64,62
affiliation,0.206815272,2.273585369,246,185
affiliations,0.365202027,1.453233321,266,221
affinities,0.189426716,2.400288281,186,140
affinity,0.152011174,2.717750716,699,479
affirm,0.223304315,2.162916963,164,151
affirmation,0.247223318,2.016113269,215,194
affirmative,0.198889546,2.329960644,222,175
affirmed,0.174293161,2.520412136,301,288
affirming,0.22236558,2.168994602,112,105
affirms,0.258123876,1.9538645,81,79
affixed,0.218584369,2.193737856,68,62
afflict,0.228233362,2.131418403,52,51
afflicted,0.252285358,1.986871614,251,245
affliction,0.299520004,1.739275737,108,99
affluence,0.268674681,1.896067721,196,172
affluent,0.24931644,2.003950078,381,329
afford,0.228069311,2.132455763,3553,3167
affordable,0.207092556,2.271652395,299,269
afforded,0.187527943,2.414822514,532,524
affording,0.186342402,2.423972102,81,79
affords,0.185112506,2.433525726,159,157
afforestation,0.329219832,1.602876851,90,54
affray,0.346494168,1.529097027,110,61
affront,0.229650064,2.12249091,147,143
affronted,0.366539838,1.447958086,89,87
afghan,0.276681161,1.853703678,282,140
afghanistan,0.265564887,1.912863687,581,245
afield,0.226710578,2.14107639,321,310
afloat,0.26898043,1.894426884,225,206
afoot,0.254937327,1.971785471,154,153
afore,0.403234677,1.310308382,76,67
aforementioned,0.225733844,2.147305356,110,108
aforesaid,0.212819511,2.232297676,115,94
afp,0.278573762,1.843868714,62,45
afraid,0.379310682,1.398548094,4797,3913
afresh,0.233421377,2.098991406,173,170
africa,0.217158228,2.203181476,6873,3639
african,0.226252221,2.14399614,4329,2448
africans,0.294087911,1.765680613,501,354
africas,0.311989581,1.680430245,447,337
afro,0.211303079,2.242614308,356,201
aft,0.370710468,1.43163524,178,137
after,0.205902272,2.279968344,105248,50860
afterlife,0.338944973,1.560877021,68,59
aftermath,0.214996866,2.217612467,668,643
afternoon,0.321390232,1.637602011,6277,5091
afternoons,0.304824161,1.713950837,577,527
aftershave,0.412204187,1.278568935,75,73
afterthought,0.310389739,1.687847229,138,137
afterwards,0.273345053,1.87120483,3873,3554
ag,0.294959935,1.761409091,423,281
aga,0.258169148,1.953611489,110,82
again,0.253519617,1.979830711,47249,29975
against,0.201873342,2.308477687,51438,30033
agarose,0.435722714,1.198517774,109,64
agassi,0.586443373,0.769936286,107,53
agatha,0.30457579,1.715126824,224,114
age,0.205591761,2.282145644,20574,12086
aged,0.231211343,2.11271592,5205,3740
ageing,0.216617495,2.20677833,1232,788
ageism,0.46568015,1.102588708,137,64
ageist,0.457880215,1.126957868,59,44
agence,0.305261607,1.711881943,58,55
agencies,0.204253483,2.291567416,3393,2231
agency,0.186064527,2.426125062,5396,3457
agencys,0.224407875,2.155804789,219,187
agenda,0.203398739,2.297617362,1873,1532
agendas,0.225930753,2.146047436,133,111
