Word,cosMean,SemD,WordCount,nContexts
posted,0.245473195,2.0263626,657,586
poster,0.257921595,1.954995524,732,540
posterior,0.231804152,2.10902169,201,106
posterity,0.272361552,1.876405033,162,154
posters,0.258176817,1.953568636,802,619
postgraduate,0.27413509,1.867041089,736,358
postgraduates,0.345353733,1.533853277,53,43
posthumous,0.300835963,1.732951051,125,115
posthumously,0.335626427,1.575071777,85,81
posting,0.242940856,2.041322965,333,280
postings,0.2339511,2.095721082,60,52
postman,0.326521048,1.614752103,273,207
postmaster,0.304223449,1.716796738,81,62
postmodern,0.424081277,1.237587306,154,80
postmodernism,0.536624138,0.898016144,144,63
postmodernist,0.458001862,1.126574631,112,49
postnatal,0.279010812,1.841607063,65,47
postoperative,0.39392235,1.344016822,92,67
postpone,0.180350763,2.471122568,339,330
postponed,0.196817467,2.345069831,716,668
postponement,0.218957887,2.191274679,262,221
postponing,0.187453602,2.415394547,84,82
postprandial,0.288447723,1.793618222,115,41
posts,0.196398826,2.34814179,2118,1632
postscript,0.262252755,1.930970167,402,221
postulate,0.237329477,2.075036798,136,115
postulated,0.179684575,2.476461525,236,221
postulates,0.236565774,2.079686736,83,76
posture,0.232730215,2.103269567,497,421
postures,0.225610354,2.148094813,115,102
posturing,0.254234735,1.975766943,85,83
postwar,0.239416523,2.062405371,413,315
posy,0.318696403,1.649745359,57,49
pot,0.266708953,1.906661839,2047,1490
potash,0.292638488,1.77280857,75,52
potassium,0.204810987,2.287634984,327,222
potato,0.24174752,2.048427006,722,495
potatoes,0.266256252,1.909112691,1252,768
potency,0.21186649,2.238772673,380,226
potent,0.182508861,2.453961588,735,685
potential,0.172425778,2.535952622,10511,8007
potentialities,0.244829383,2.030151382,90,79
potentiality,0.264965857,1.916121628,79,57
potentially,0.173037477,2.53084356,2263,2093
potentials,0.204506048,2.289784588,138,100
potholes,0.315378306,1.664844668,72,56
potion,0.272859293,1.873770913,76,52
potions,0.231527898,2.110742055,61,56
pots,0.275809874,1.85825399,924,688
potsdam,0.298550338,1.743953891,62,50
potted,0.286746767,1.802150877,207,145
potter,0.263932478,1.921759205,453,315
potteries,0.279947854,1.836769976,82,70
potters,0.272110078,1.877737706,205,151
pottery,0.284340989,1.81430601,840,478
potting,0.328882498,1.604355859,108,84
potts,0.22600025,2.145603726,79,61
potty,0.351924351,1.506662752,126,84
pouch,0.280056044,1.836212531,343,186
pouches,0.278822988,1.842578584,81,65
poulenc,0.26915987,1.893464765,77,54
poultry,0.230976485,2.114182109,366,267
pounce,0.311572344,1.682360914,123,117
pounced,0.316775095,1.658469179,160,159
pound,0.267847048,1.900518698,3356,2199
pounded,0.331935434,1.591025452,144,138
pounder,0.317588941,1.654767419,71,54
pounding,0.368881429,1.438770935,447,425
pounds,0.239459859,2.062144258,6319,3575
pour,0.237141276,2.076181299,1101,859
poured,0.352405035,1.504693556,1556,1449
pouring,0.316910398,1.6578531,820,779
pours,0.293120768,1.770432906,106,104
pout,0.333426327,1.584560071,93,69
pouting,0.395327509,1.338879746,92,87
poverty,0.239886639,2.059575289,2901,1856
pow,0.263374732,1.924811156,92,73
powder,0.257049864,1.959879849,1241,894
powdered,0.274289041,1.866231114,188,172
powders,0.227539655,2.135810102,153,117
powdery,0.325203535,1.620585157,60,55
powell,0.282906246,1.821604067,933,673
powells,0.259899699,1.943973129,96,77
power,0.191358469,2.385650346,30580,16269
powered,0.217131634,2.20335817,1096,909
powerful,0.196828918,2.344985901,6885,5889
powerfully,0.238095487,2.070387821,422,407
powergen,0.337494521,1.567064015,114,76
powerhouse,0.237869467,2.071757999,91,78
powering,0.204737725,2.288151135,71,68
powerless,0.226002759,2.145587709,426,401
powerlessness,0.262463002,1.929814028,130,109
powerpc,0.780028883,0.358400549,299,114
powers,0.198916136,2.329767785,6548,4410
powys,0.278121892,1.846210786,206,141
pox,0.298172257,1.745782064,89,77
pp,0.200627528,2.317408524,6782,3538
ppm,0.229350123,2.124376412,167,76
ppp,0.313095685,1.675324469,171,70
pr,0.242937174,2.041344826,984,562
practicable,0.179925328,2.474529805,554,456
practical,0.188030705,2.410959828,7178,5564
practicalities,0.205266578,2.284429349,134,133
practicality,0.215048122,2.217268565,135,132
practically,0.230592145,2.116584726,1213,1158
practice,0.180565586,2.469405137,16006,10253
practices,0.191724367,2.382894388,4369,2909
practise,0.222634321,2.16725208,1179,954
practised,0.225592388,2.148209706,1178,1095
practises,0.202362944,2.30498296,105,100
practising,0.20954465,2.254670405,972,846
practitioner,0.22501977,2.151876335,1005,654
practitioners,0.21917902,2.189818386,2012,1134
pradesh,0.323909587,1.626336925,199,80
prado,0.387663046,1.367124877,76,41
pragmatic,0.213441564,2.228086949,728,550
pragmatically,0.235735339,2.084760047,54,49
pragmatics,0.496407412,1.010403438,218,77
pragmatism,0.249997804,2.000012672,213,141
pragmatist,0.294415486,1.764074537,82,47
pragmatists,0.290011093,1.785820009,51,42
prague,0.236651044,2.079166808,924,453
prairie,0.242597733,2.043362028,116,84
praise,0.255891451,1.966396148,1495,1266
praised,0.229535185,2.123212779,799,747
praises,0.250691341,1.996015927,151,144
praiseworthy,0.240594395,2.055325061,53,52
praising,0.241587887,2.049379973,172,168
pram,0.393024289,1.347309621,216,153
prams,0.299241419,1.740618218,68,65
prancing,0.409089781,1.289510594,74,67
prank,0.342373387,1.54635753,64,50
prat,0.338755917,1.561681951,65,51
pratt,0.204770084,2.287923137,144,120
pravda,0.319336187,1.646852049,108,80
prawn,0.266284302,1.908960715,131,96
prawns,0.282756599,1.822367398,212,147
praxis,0.283610041,1.818019482,103,56
pray,0.350405087,1.512904376,1241,812
prayed,0.383039499,1.384434926,523,468
prayer,0.319855816,1.644506377,1886,1187
prayers,0.306280256,1.707075727,920,730
praying,0.338980813,1.560724478,482,433
prays,0.339235857,1.559639427,57,50
pre,0.172073158,2.538906031,8751,6349
preach,0.334765355,1.578777864,271,237
preached,0.334555933,1.579680665,321,277
preacher,0.336949959,1.569393744,330,258
preachers,0.341284023,1.550955218,210,163
preaching,0.316602311,1.659256308,521,396
preamble,0.199363604,2.326526038,166,150
preamp,0.725355978,0.463238904,146,67
precambrian,0.471862358,1.083562008,75,46
precarious,0.238714073,2.066644473,329,321
precariously,0.314224754,1.670131256,136,134
precaution,0.229236988,2.125088248,284,276
precautionary,0.194329385,2.363424021,130,105
precautions,0.209909148,2.252163052,525,444
precede,0.172879646,2.532160075,212,191
preceded,0.173112737,2.530216219,727,689
precedence,0.180099373,2.47313494,341,290
precedent,0.180815236,2.467411845,808,597
precedents,0.199542052,2.325235281,302,237
precedes,0.209673633,2.253782641,164,154
preceding,0.160019672,2.643678818,1154,1011
precept,0.243154474,2.040054957,73,68
precepts,0.25763771,1.956584324,121,106
precinct,0.268500304,1.897004375,146,125
precincts,0.230752202,2.115583682,87,78
precious,0.271864677,1.879039379,1674,1394
precipice,0.332744613,1.587512787,70,67
precipitate,0.169619886,2.559622777,220,196
precipitated,0.155063107,2.689072618,280,254
precipitating,0.175882152,2.507319003,97,88
precipitation,0.224814127,2.153195398,224,134
precipitous,0.292202612,1.774959023,92,91
precise,0.182913926,2.45076318,2691,2440
precisely,0.203965146,2.29360545,3177,2920
precision,0.196841307,2.344895098,1135,887
preclude,0.172824025,2.532624305,278,263
precluded,0.167994184,2.573516806,191,183
precludes,0.16873393,2.567177983,119,116
precocious,0.278235335,1.845622448,99,95
preconceived,0.244726235,2.030759326,94,92
preconceptions,0.264701721,1.91756052,125,113
precondition,0.198259065,2.334541262,181,168
preconditions,0.170681687,2.550619817,101,91
precursor,0.15917651,2.65130064,238,187
precursors,0.173970188,2.523087996,160,114
predation,0.393356375,1.346091131,133,90
predator,0.270797389,1.884714265,553,289
predators,0.312597635,1.677621233,759,440
predatory,0.234087752,2.094878645,313,264
predecessor,0.204754197,2.288035067,829,782
predecessors,0.228015676,2.132795083,698,662
predetermined,0.190287754,2.393745377,219,208
predicament,0.258815399,1.950004638,351,337
predicate,0.451761019,1.146368306,183,93
predicated,0.216770957,2.205756616,106,92
predicates,0.411079931,1.282509154,107,47
predict,0.177743956,2.492127589,1228,1075
predictability,0.232809351,2.102779085,131,108
predictable,0.202793742,2.301914958,905,795
predictably,0.219834273,2.185511767,329,319
predicted,0.172626432,2.534274715,1727,1497
predicting,0.18183146,2.459326263,409,367
prediction,0.179706306,2.47628706,712,563
predictions,0.183503709,2.446118868,723,612
predictive,0.197771681,2.338092236,226,169
predictor,0.187870778,2.412187414,112,90
predictors,0.217364778,2.201809913,57,46
predicts,0.177986381,2.490161244,371,339
predilection,0.231397985,2.111551793,78,76
predispose,0.175099256,2.513755142,56,54
predisposed,0.192127219,2.379866172,72,70
predisposition,0.226814696,2.140413977,119,92
predominance,0.167827049,2.574952841,179,168
predominant,0.173702056,2.525313266,395,368
predominantly,0.149495249,2.741828459,1200,1089
predominate,0.17778527,2.491792293,177,173
predominated,0.194187008,2.364481413,89,87
predominates,0.169075295,2.564262225,67,66
prefabricated,0.231446605,2.111248697,74,70
preface,0.262050754,1.932081837,431,360
prefaced,0.24090554,2.053460523,65,63
prefect,0.269571283,1.891261276,69,61
prefer,0.214275137,2.222463637,3199,2868
preferable,0.170695816,2.5505004,656,627
preferably,0.194498191,2.36217136,716,677
preference,0.173098506,2.530334824,2058,1494
preferences,0.189698503,2.398219804,926,642
preferential,0.160570804,2.638718498,301,230
preferentially,0.169076024,2.564256004,64,59
preferred,0.187390555,2.415879858,2919,2555
preferring,0.195175818,2.357153776,487,483
prefers,0.224962781,2.152241764,453,421
prefix,0.193978514,2.366031236,105,80
pregnancies,0.259425247,1.946609204,199,155
pregnancy,0.246114869,2.022596276,1440,803
pregnant,0.287822338,1.796749532,1675,1211
preheat,0.70595536,0.502351136,130,69
prehistoric,0.312805613,1.676661694,368,281
prehistory,0.287249705,1.799622682,81,70
prejudice,0.199733749,2.323849969,1231,874
prejudiced,0.206956684,2.27259925,242,198
prejudices,0.265907023,1.911006215,398,346
prejudicial,0.2532209,1.98153161,119,92
prelates,0.465094227,1.104405061,98,75
preliminaries,0.277340258,1.850271045,71,69
preliminary,0.152337777,2.714654347,1685,1461
prelude,0.223351778,2.162610357,378,299
premature,0.188595785,2.406630663,739,664
prematurely,0.228159475,2.131885528,257,249
premeditated,0.249314495,2.00396133,58,55
premi,0.489476286,1.030689128,77,62
premier,0.282183075,1.825296636,2419,1633
premiere,0.378206454,1.402754113,241,183
premiers,0.264497024,1.918676607,150,106
premiership,0.293892127,1.766641385,265,226
premise,0.200483525,2.318444407,327,303
premised,0.268252057,1.898338863,68,64
premises,0.191711569,2.382990698,3543,1912
premium,0.201867983,2.308515983,1447,932
premiums,0.254882199,1.972097474,562,354
premonition,0.424412836,1.236459807,87,78
prenatal,0.278177873,1.845920424,84,49
prentice,0.2960625,1.756026326,311,141
prenton,0.462242327,1.113278722,55,43
preoccupation,0.217967002,2.197818354,543,517
preoccupations,0.263826091,1.92234085,253,243
preoccupied,0.246723781,2.019031316,585,573
prep,0.309020886,1.694223744,136,95
preparation,0.168045193,2.573078817,3060,2479
preparations,0.194170332,2.364605314,946,823
preparatory,0.177029878,2.497935227,392,353
prepare,0.18740888,2.41573878,2755,2425
prepared,0.191495051,2.384620991,9349,7952
preparedness,0.198587417,2.332153881,105,85
prepares,0.198514662,2.332682528,328,310
preparing,0.200837104,2.315902269,2366,2224
preponderance,0.178320151,2.487458352,142,138
preposterous,0.313863423,1.671791185,132,131
prerequisite,0.16802431,2.573258116,325,303
prerequisites,0.185320617,2.431904704,84,76
prerogative,0.235940116,2.083507357,344,253
prerogatives,0.276912353,1.852498681,87,80
pres,0.468932893,1.092546614,159,65
presbyterian,0.372489282,1.42472918,347,215
presbyterians,0.455865131,1.133321034,110,65
presbytery,0.364534882,1.455871225,108,54
preschool,0.276691365,1.853650475,59,40
prescott,0.283238798,1.819909195,256,145
prescribe,0.206899573,2.272997424,265,223
prescribed,0.177343409,2.49538238,1151,906
prescribes,0.210629692,2.247219272,62,60
prescribing,0.266745074,1.906466465,362,163
prescription,0.206414195,2.276385907,583,443
prescriptions,0.207224638,2.27073255,351,271
prescriptive,0.227912242,2.133449674,162,141
presence,0.171224499,2.546038957,7583,6073
present,0.179220724,2.480190626,23486,17208
presentable,0.285757294,1.80713777,90,88
presentation,0.18771763,2.413363947,2843,2140
presentational,0.216464719,2.20779619,62,52
presentations,0.210827794,2.245863024,516,415
presented,0.174875639,2.51559877,7559,6161
presenter,0.326934071,1.612928361,442,368
presenters,0.33691629,1.569537909,125,101
presenting,0.178743334,2.484038659,1254,1151
presently,0.197561451,2.339626623,881,827
presents,0.195890401,2.351881387,2163,1898
preservation,0.188202848,2.409639635,1138,919
preservative,0.330358271,1.597896631,94,75
preservatives,0.292263089,1.774660456,71,62
preserve,0.19139815,2.385351209,1601,1472
preserved,0.202038626,2.30729696,1748,1406
preserves,0.171771283,2.541439228,162,159
preserving,0.184890736,2.435255152,682,639
preset,0.310812311,1.685884448,91,66
preside,0.241697804,2.04872373,100,96
presided,0.226576908,2.141927259,427,403
presidency,0.279167903,1.840795015,1120,782
president,0.22490644,2.152603123,15825,7208
presidential,0.307059426,1.703410204,2111,1294
presidents,0.25197138,1.988668218,1348,965
presides,0.242431558,2.044350582,70,67
presiding,0.249738749,2.001508412,181,166
presidium,0.404069092,1.307326095,149,102
presley,0.367172365,1.445470616,153,118
press,0.201942793,2.307981433,11678,7481
presse,0.272523378,1.875548101,65,64
pressed,0.280950516,1.831612047,2962,2543
presses,0.2272326,2.137758268,319,253
pressing,0.193302457,2.371068122,1861,1638
pressure,0.182898972,2.450881125,11100,7750
pressured,0.209358333,2.255953752,99,94
pressures,0.190367394,2.393141696,2471,2007
pressurised,0.230728822,2.115729861,161,147
pressurized,0.281711704,1.82770859,67,57
prestel,0.305582771,1.710364889,190,54
prestige,0.22415594,2.157425364,933,785
prestigious,0.227825491,2.133998915,697,664
presto,0.236536548,2.079864976,71,66
preston,0.253679084,1.978923521,1179,573
prestons,0.416830445,1.26246744,91,57
prestwick,0.299042415,1.741577968,100,59
presumably,0.20477609,2.287880818,2628,2443
presume,0.269823012,1.889914701,362,348
presumed,0.186919133,2.419513845,593,542
presumes,0.21449983,2.220951591,67,66
presuming,0.225600748,2.148156243,52,51
presumption,0.213870745,2.225188942,429,348
presumptions,0.216966038,2.20445886,59,51
presumptive,0.169061196,2.564382537,58,48
presumptuous,0.328539503,1.605861246,62,59
presuppose,0.277198337,1.851009495,92,83
presupposed,0.238281213,2.069262888,81,71
presupposes,0.277151139,1.851255158,226,194
presupposition,0.303921446,1.718229613,89,57
presuppositions,0.332139967,1.590136762,197,102
pretence,0.316435253,1.660017758,418,383
pretences,0.271935933,1.878661294,93,56
pretend,0.341837592,1.548617035,1079,988
pretended,0.414649631,1.270035285,510,482
pretender,0.344994268,1.535355705,100,82
pretending,0.376559255,1.40905119,720,676
pretends,0.318649733,1.649956644,118,113
pretension,0.301078784,1.731787046,69,65
pretensions,0.28008222,1.836077694,218,210
pretentious,0.316305823,1.66060798,141,137
pretext,0.235225775,2.08788194,192,183
pretoria,0.351756495,1.507351034,113,89
pretreatment,0.226522947,2.142270891,103,58
prettier,0.351318007,1.509150568,75,73
prettiest,0.302233151,1.72626618,98,96
prettily,0.351886734,1.506816969,81,79
pretty,0.330794481,1.59599293,5961,4916
prevail,0.200268531,2.319992351,446,429
prevailed,0.220282302,2.182574507,499,486
prevailing,0.191328061,2.385879617,894,837
prevails,0.204539958,2.289545388,180,176
prevalence,0.189264375,2.401525216,956,458
prevalent,0.182956145,2.450430226,503,469
prevent,0.167933933,2.574034325,6333,5406
preventable,0.229710992,2.122108203,78,71
preventative,0.213678446,2.226486707,127,106
prevented,0.174060093,2.522342625,1750,1646
preventing,0.15705519,2.670656475,1154,1068
prevention,0.188189436,2.409742448,1418,974
preventive,0.22854903,2.1294244,405,282
prevents,0.167514083,2.577645709,667,629
preview,0.247932682,2.011979639,303,252
previewed,0.387744263,1.366822658,65,61
previews,0.272986907,1.873096337,67,62
previous,0.166455221,2.586793976,11294,9349
previously,0.150270457,2.734366686,6466,5572
prewar,0.232523911,2.104549015,76,63
prey,0.258181868,1.953540409,1538,835
preyed,0.257434933,1.957720261,64,63
pri,0.450467254,1.150505859,116,42
price,0.196781632,2.345332529,17295,8987
priced,0.219078899,2.190477561,1219,971
priceless,0.288453118,1.793591238,206,196
prices,0.201335044,2.31232979,9243,5002
pricey,0.255601161,1.968033703,59,58
pricing,0.236159138,2.082168733,1075,707
prick,0.323945216,1.626178244,204,183
pricked,0.373556782,1.420600542,136,135
pricking,0.343596599,1.54121234,71,65
prickle,0.584427461,0.774904127,57,56
prickly,0.310896096,1.685495594,173,149
pride,0.274643876,1.864365973,2651,2290
prided,0.325044739,1.62128979,103,103
prides,0.208625593,2.261011945,100,96
priest,0.302569585,1.724661123,1840,1198
priestess,0.337021401,1.569087891,67,55
priesthood,0.330563026,1.597002727,225,171
priestley,0.279936789,1.836827001,111,75
priestly,0.33986966,1.556946516,122,103
priests,0.287233661,1.799703266,1205,829
prim,0.437840514,1.191522639,109,104
prima,0.208922789,2.258958229,392,320
primacy,0.221202824,2.176558289,370,278
primal,0.320392657,1.642087013,249,155
primaries,0.22979556,2.12157717,146,98
primarily,0.172898962,2.531998888,2910,2647
primary,0.165273087,2.597076282,8920,4518
primate,0.240016338,2.058795479,164,120
primates,0.331661128,1.592218163,214,134
prime,0.22229312,2.169464797,11732,6162
primed,0.219013196,2.190910297,150,140
primer,0.202145055,2.306537186,235,132
primers,0.353285057,1.501095365,185,83
primeval,0.300591804,1.734122423,144,134
priming,0.169646331,2.559397863,130,92
primitive,0.242286388,2.045214738,1753,1225
primitives,0.249068891,2.005383258,83,58
primly,0.525806931,0.927394936,69,69
primo,0.324480403,1.623796745,62,50
primordial,0.270407281,1.886794095,119,83
primrose,0.268437017,1.897344464,182,136
primroses,0.344925968,1.535641347,79,62
prince,0.278061949,1.84652176,5204,2587
princely,0.311236642,1.683916173,140,121
princes,0.288526147,1.793226031,1227,830
princess,0.337892164,1.565365201,2611,1362
princesses,0.394555482,1.341699908,104,73
princesss,0.4495079,1.153581625,63,56
princeton,0.229407037,2.124018447,117,89
principal,0.168694986,2.567510999,4680,3790
principalities,0.367372663,1.444683818,52,44
principality,0.222364512,2.169001533,140,114
principally,0.166201553,2.588994232,903,856
principals,0.209101763,2.257722868,314,238
principle,0.187913287,2.411861017,7560,5248
principled,0.237161568,2.076057857,128,122
principles,0.189859419,2.396996524,5373,3884
pringle,0.252895049,1.983389302,267,167
print,0.22020191,2.183101112,2970,2036
printed,0.205807119,2.28063521,2921,2134
printer,0.295770105,1.757451854,1501,563
printers,0.253469909,1.98011361,832,546
printing,0.209454143,2.255293673,1766,1111
printout,0.210565341,2.247660106,85,68
prints,0.271632318,1.880272957,1132,756
prior,0.155488148,2.685123478,4454,3602
priori,0.267321769,1.903350766,229,195
priorities,0.199582936,2.32493972,1789,1447
priority,0.181472193,2.462179593,3089,2492
priors,0.252021147,1.988383299,65,53
priory,0.272487922,1.87573581,396,236
prise,0.264461266,1.918871662,113,106
prised,0.387121813,1.369140494,93,91
prism,0.181779777,2.459736387,76,58
prison,0.259231866,1.947685021,5840,2855
prisoner,0.287386796,1.798934318,1460,1023
prisoners,0.250437403,1.997478047,2929,1533
prisons,0.272538464,1.875468241,877,456
pristine,0.256974402,1.960303437,192,182
pritchard,0.245875677,2.023999068,183,117
privacy,0.26198995,1.932416623,973,808
private,0.198199294,2.334976274,16784,10503
privately,0.200459446,2.318617692,1205,1118
privatisation,0.271630158,1.880284431,1228,739
privatisations,0.337167617,1.568462112,76,59
privatise,0.282511238,1.823619836,127,116
privatised,0.270344118,1.88713113,445,339
privatising,0.298739336,1.743040878,90,84
privatization,0.291246694,1.779686423,739,402
privatize,0.368146055,1.441649854,50,48
privatized,0.227734653,2.134574263,104,93
privilege,0.205472943,2.282979664,1527,1040
privileged,0.226863466,2.140103799,960,849
privileges,0.183976317,2.442408031,900,629
privy,0.256514651,1.962886869,528,405
prix,0.445360797,1.166953526,908,491
prize,0.268298003,1.898091779,3050,2087
prized,0.231975815,2.107953692,279,270
prizes,0.26135163,1.935935937,1009,785
pro,0.186719745,2.421053598,2812,1974
proactive,0.21214161,2.236900474,172,122
probabilistic,0.362760187,1.462911965,104,65
probabilities,0.214570258,2.220477977,353,208
probability,0.180353727,2.47109886,1435,901
probable,0.176359242,2.503410916,1130,1026
probably,0.215025168,2.21742256,19964,15823
probate,0.219315997,2.188917045,159,103
probation,0.264257653,1.919982843,598,356
probationary,0.232499292,2.104701769,65,52
probe,0.181251356,2.463936305,1165,650
probed,0.236310285,2.081245674,204,178
probes,0.202150743,2.306496587,493,201
probing,0.27453461,1.864940059,369,351
probity,0.252724952,1.984359986,56,55
problem,0.183779073,2.443955597,24789,16235
problematic,0.208739512,2.260224382,715,638
problematical,0.206961035,2.272568919,122,118
problems,0.182789044,2.451748493,24272,16031
probyn,0.503398782,0.99022637,135,58
procedural,0.221491998,2.174673519,672,460
procedure,0.162499961,2.621488723,5191,3271
procedures,0.175973205,2.506572326,4782,3367
proceed,0.164226227,2.606243547,1905,1676
proceeded,0.216873588,2.205073732,981,925
proceeding,0.174667665,2.517315537,652,601
proceedings,0.213815803,2.225559607,4025,2233
proceeds,0.173010932,2.531064891,1420,1170
process,0.170071948,2.555782895,21206,12871
processed,0.16041542,2.640115268,855,715
processes,0.195081863,2.357848439,5199,3432
processing,0.20404796,2.293019806,3779,2139
procession,0.291898221,1.776462675,657,484
processions,0.29034007,1.7841844,136,101
processor,0.289512543,1.78830224,1736,934
processors,0.358638003,1.479399724,771,498
proclaim,0.234068271,2.094998709,205,194
proclaimed,0.223791154,2.159775082,766,711
proclaiming,0.20629865,2.277193716,216,209
proclaims,0.241341237,2.05085365,116,116
proclamation,0.216742166,2.205948243,203,163
proclamations,0.255368278,1.969348772,56,44
procreation,0.321998115,1.634875853,66,60
procter,0.255336228,1.969529847,66,57
proctor,0.306432069,1.706360806,186,133
proctors,0.296025456,1.756206855,62,40
procurator,0.292254351,1.774703589,98,82
procure,0.184315355,2.439751827,186,155
procured,0.223642009,2.160736885,122,109
procurement,0.247850086,2.012460333,274,217
procuring,0.205607137,2.282037749,112,90
prod,0.274829747,1.86338993,102,100
prodded,0.377777799,1.404390174,166,162
prodding,0.325788197,1.61799376,84,84
prodigal,0.338803708,1.561478432,89,84
prodigious,0.239661746,2.060928444,162,161
prodigy,0.32425283,1.624808927,104,93
produce,0.172609379,2.534417233,10597,8309
produced,0.17543207,2.511015593,12294,9578
producer,0.248383258,2.009360162,1748,1260
producers,0.220915393,2.178434147,1856,1303
produces,0.171966426,2.539801169,2346,2049
producing,0.172784878,2.532951132,3989,3520
product,0.19009015,2.395244318,10572,5828
production,0.18865268,2.406195502,14875,7810
productions,0.288146676,1.795124719,568,437
productive,0.201081774,2.314145771,1488,1233
productively,0.210313121,2.249389238,61,56
productivity,0.228527524,2.129560161,1815,1137
products,0.194650272,2.361043733,10038,5481
prof,0.251520627,1.991251376,450,262
profane,0.332577312,1.588238343,85,76
profess,0.249663205,2.001944882,96,95
professed,0.232941897,2.101957947,188,185
profession,0.225080445,2.151487371,2778,1848
professional,0.196060911,2.350626167,10466,6860
professionalism,0.227775218,2.134317307,476,400
professionally,0.212168929,2.236714697,485,466
professionals,0.209112446,2.257649165,2229,1661
professions,0.216409465,2.208164499,920,683
professor,0.215420176,2.214774716,4498,2786
professors,0.255304771,1.969707596,335,285
professorship,0.312289005,1.679046319,65,46
proffered,0.262992583,1.926905983,158,157
proficiency,0.196475398,2.347579421,164,139
proficient,0.217411959,2.201496794,117,113
profile,0.187940813,2.4116497,2282,1862
profiles,0.168919819,2.565589492,601,436
profiling,0.201827375,2.308806228,63,46
profit,0.220973946,2.178051819,5868,3218
profitability,0.248572996,2.00825852,822,626
profitable,0.22128229,2.1760401,1267,1117
profitably,0.21071939,2.246605018,183,179
profited,0.244956399,2.029403118,97,96
profiting,0.232186405,2.106644595,58,56
profits,0.239386813,2.062584411,5605,2859
profligate,0.197040873,2.343433173,72,69
profound,0.208391919,2.262628758,1337,1262
profoundly,0.224694197,2.153965228,579,553
profuse,0.20637639,2.276650162,56,50
profusely,0.278919843,1.84207752,82,80
profusion,0.263427904,1.92451992,161,157
progeny,0.223746759,2.160061309,119,103
prognosis,0.207122583,2.271443235,238,184
prognostic,0.440426178,1.183027873,75,46
program,0.246356056,2.021183156,3903,1274
programmable,0.27127078,1.882194438,88,68
programme,0.187184644,2.417466011,16390,9526
programmed,0.207348139,2.269872998,503,422
programmer,0.230696319,2.115933109,295,179
programmers,0.281611075,1.828224024,268,194
programmes,0.194256378,2.363966125,5971,3702
programming,0.251954905,1.988762553,1314,841
programs,0.287171781,1.800014105,1727,860
progress,0.184163302,2.440942486,7599,5986
progressed,0.210910595,2.245296526,680,663
progresses,0.180075807,2.473323723,254,247
progressing,0.197220397,2.342119328,284,276
progression,0.16805017,2.573036097,693,561
progressive,0.177838626,2.49135939,1700,1382
progressively,0.159133425,2.651691199,728,670
prohibit,0.192971498,2.373540322,214,201
prohibited,0.18393784,2.442709789,614,516
prohibiting,0.197099928,2.343000847,198,175
prohibition,0.198863855,2.330147019,575,418
prohibitions,0.256451794,1.963240433,152,124
prohibitive,0.188638469,2.406304179,129,127
prohibitively,0.192697479,2.375590394,64,63
prohibits,0.200687739,2.316975615,132,122
project,0.190188969,2.394494525,13822,6520
projected,0.186588384,2.422068924,1052,921
projecting,0.209492248,2.255031238,283,266
projection,0.197562565,2.339618493,560,404
projections,0.17615393,2.505091434,411,329
projector,0.262388148,1.930225539,165,115
projectors,0.288413119,1.793791308,55,44
projects,0.19764101,2.339045763,5417,3547
proletarian,0.338542116,1.562592771,189,147
proletariat,0.382546976,1.386291178,404,245
proliferate,0.176389936,2.503159849,97,90
proliferated,0.23938361,2.062603716,70,69
proliferating,0.180408887,2.470657689,76,66
proliferation,0.148345052,2.75297129,859,538
proliferative,0.322272535,1.633646852,131,65
prolific,0.242877438,2.041699616,383,362
prologue,0.320703736,1.640686933,173,114
prolong,0.196626494,2.346470369,223,216
prolongation,0.184785393,2.436077378,61,45
prolonged,0.168182055,2.571904317,1119,1004
prolonging,0.181342933,2.463207573,89,89
prom,0.38294815,1.384779027,78,61
promenade,0.288385453,1.7939297,407,248
prominence,0.203709222,2.295416802,584,529
prominent,0.181566014,2.461433914,2208,1997
prominently,0.176409845,2.502997016,313,300
promiscuity,0.290584575,1.782969972,98,88
promiscuous,0.249574767,2.002456013,111,98
promise,0.243074052,2.040532199,3549,2862
promised,0.230203213,2.119020126,3872,3489
promises,0.1992727,2.327184017,1541,1371
promising,0.207201304,2.27089501,1463,1391
promissory,0.270414858,1.886753673,60,46
promontory,0.352839907,1.502914355,77,66
promote,0.180667166,2.468593759,2912,2532
promoted,0.200902955,2.315429314,1498,1388
promoter,0.224598751,2.154578188,809,311
promoters,0.207520392,2.268674983,463,271
promotes,0.164427923,2.60447278,331,311
promoting,0.182661748,2.45275355,1453,1349
promotion,0.204633728,2.288884141,3136,2358
promotional,0.232688387,2.103528885,494,412
promotions,0.238158469,2.070006243,391,306
prompt,0.172664375,2.533957642,770,642
prompted,0.195898075,2.351824877,1546,1463
prompting,0.189579906,2.399122036,325,300
promptly,0.229420811,2.12393183,895,845
prompts,0.201569864,2.310648134,193,174
promulgated,0.208803882,2.259779559,157,150
promulgation,0.23752665,2.073838706,55,54
prone,0.195715004,2.353173737,862,802
pronged,0.188157528,2.409987086,102,101
pronoun,0.386840177,1.370190453,212,136
pronounce,0.248891371,2.006411879,248,217
pronounced,0.185528498,2.43028729,1197,1069
pronouncement,0.219469848,2.187905348,104,98
pronouncements,0.217852423,2.198576938,203,194
