Word,SemD_Rep_Log10,cosMean_Rep,SemD_Rep_Log2,WordCount_Rep,nContexts_Rep
account,2.029299127202316,0.009347616205020337,6.741185783583778,24012,12085
accountability,1.3223502875354505,0.04760468682910803,4.392752571446395,1135,569
accountable,1.4890825614076144,0.032427796473499367,4.94662519634679,585,447
accountancy,1.110933106827409,0.07745810951890901,3.6904398991104737,770,424
accountant,1.456381933266912,0.034963754868872605,4.837996061005726,1964,1075
accounting,1.2604729828534833,0.054894270387458824,4.1872006145874625,2392,908
accoutrement,1.5401663427953365,0.028829270773980745,5.116321844931749,50,50
accredit,1.2249464487509139,0.05957355969572015,4.069184022838163,131,102
accreditation,1.162502854951884,0.06878553904910557,3.861750894251432,262,163
accredited,1.502262413103357,0.031458469293523965,4.990407715981327,101,82
accretion,1.3323854025380761,0.04651731053904761,4.426088501909043,138,77
accrual,0.5551262255884095,0.27853115136687234,1.8440894049909173,142,57
accrue,1.7030735251599411,0.019811915857624974,5.657487790887668,477,397
accrued,1.0235786316603335,0.09471556806756694,3.4002546138388245,102,62
accumulate,1.878781251892975,0.01321961320105924,6.241176224810924,1094,913
accumulated,1.9009670600346884,0.012561252335042572,6.314875884184662,282,258
accumulation,1.595157083641642,0.02540053805848472,5.298997131907761,943,613
accumulator,0.8408175883136819,0.14427211937738163,2.7931355692946562,282,59
accuracy,1.8324239180398252,0.014708760685350224,6.087180495080072,1609,1204
accurate,1.9422878316225431,0.011421211353452351,6.45214051622478,2631,2217
accurately,1.92587175578154,0.011861189493492009,6.39760749268075,1299,1157
accusation,1.7648462996076577,0.01718516476675556,5.862692505824677,1083,962
accuse,1.632373413164273,0.02331452580966346,5.422627102537575,4483,3462
accused,1.107120458956555,0.07814110368943585,3.6777745570323717,1033,353
accuser,1.5195303039285741,0.030232196108252604,5.047770407653063,52,45
accusing,1.4756471364092714,0.03344666833160165,4.901993680578043,68,66
accusingly,1.1116067712487496,0.0773380519888185,3.692677763878251,92,90
accustom,1.7943580864663071,0.01605616836566357,5.960728539720753,204,199
accustomed,1.7653643638982608,0.01716467702738432,5.86441347814659,693,659
ace,1.1028174811085116,0.07891917178109081,3.6634803740272774,1969,648
acer,0.699829940407382,0.1996043766156703,2.324784740682631,127,62
acetate,1.3033428433959928,0.04973443133891458,4.3296112087475285,154,91
acetic,1.0059174225292606,0.09864670362730975,3.3415853470366326,114,69
ach,1.3000404882579424,0.05011405112926115,4.318641022435143,235,202
ache,1.1789517260032802,0.0662290116458584,3.9163928611262446,747,657
acheson,0.9003421983305886,0.12579338438294227,2.990872043647032,149,60
achievable,1.6588612668076421,0.02193505527774949,5.5106178477287475,167,153
achieve,2.0237176679056965,0.009468525041497993,6.722644577135866,15390,10298
achievement,1.8362375529178698,0.014580165277732898,6.099849115925092,4258,3160
achiever,1.4262464205808778,0.03747603012800098,4.7378880547601545,98,81
achilles,1.2039259274860734,0.06252793302400382,3.999355362679313,186,142
aching,1.2328439791285704,0.05850002085030566,4.095419050879927,251,230
acid,1.5410211494564292,0.028772582933821164,5.1191614511949295,5719,1742
acidic,1.3481720680393445,0.04485676316415644,4.478530669562295,183,137
acidification,0.7382200907969576,0.18271740102687398,2.452314059828713,117,50
acidity,1.0843985783857226,0.08233821004546812,3.6022941035954474,273,148
acidly,1.2529400160108912,0.0558547334983855,4.162176640395201,75,73
acklam,0.2546087261523797,0.5564053200708393,0.8457918806090731,112,75
acknowledge,1.9239807020211963,0.011912949423259619,6.391325548065322,3908,3377
acknowledged,1.8755701442447226,0.013317719263396019,6.230509156098487,225,224
acknowledgement,1.8778290928365313,0.013248628036104717,6.238013220890522,582,512
acknowledgment,1.7321727840095364,0.0185279434274545,5.754153436400538,104,89
acne,1.1927821395761717,0.06415313150369438,3.9623365005379445,121,70
acolyte,1.5549710240446344,0.02786307063729072,5.1655019315096435,56,50
acorn,1.4623251412076521,0.03448854388977945,4.857738970437829,288,150
acoustic,0.912109924093173,0.12243062763991497,3.0299635824706908,885,431
acquaint,1.7217610148539182,0.018977499346650595,5.719566287925008,348,333
acquaintance,1.5650491033657903,0.027223934841333293,5.198980586349094,835,766
acquiesce,1.7387467519145257,0.01824959572141557,5.77599168507901,150,137
acquiescence,1.6318389484695335,0.02334323550325755,5.420851649252395,162,145
acquire,1.9362616332473213,0.01158079480882956,6.432121918536767,6401,4617
acquired,1.704809858707841,0.01973286484411173,5.663255766082532,336,201
acquirer,0.9254548507816851,0.11872581218839483,3.074294469361471,139,40
acquisition,1.6082536956015276,0.024645992069449462,5.342503135125143,3161,1778
acquisitive,1.590461997420817,0.025676628794912167,5.283400393082884,65,61
acquit,1.3660730065367481,0.043045424343108415,4.537996300081671,405,344
acquittal,1.1856054452083207,0.06522206648354749,3.9384960378889597,134,98
acre,1.4088978709247817,0.03900336965625473,4.680257420252021,2238,1471
acreage,1.0573745562939443,0.08762447798383258,3.5125222453719123,107,86
acrid,1.2960329127263515,0.05057863298608457,4.305328144684368,110,107
acrimonious,1.7330668772076747,0.018489838711748766,5.757123549714882,125,121
acrimony,1.6950848571013468,0.02017972032197382,5.630950010023094,75,73
acrobat,1.3878007408055242,0.0409448476208084,4.610174270987365,71,50
acrobatic,1.4165868996458695,0.038318905896244704,4.705799820782998,71,64
acronym,1.702665750575909,0.019830526708111515,5.65613319304059,121,109
acropolis,0.7992436468083692,0.15876557960014703,2.6550299249929536,83,53
across,1.7942591414205618,0.01605982684940488,5.960399851393442,21335,13342
acrylic,0.9294247651841446,0.11764547696637216,3.0874822395492996,340,145
act,2.0219026659732013,0.00950817866963843,6.716615271224035,35533,14887
acting,1.5089619435886752,0.03097690732155784,5.012663074523059,844,687
action,1.9798909675089509,0.010473914695746472,6.577055429781706,24914,12685
actionable,0.7973233171674513,0.1594691512735632,2.6486507280073437,80,51
activate,1.7227007681278839,0.018936479056368846,5.722688080728057,1359,656
activated,1.374360056166606,0.04223183418588544,4.565525283070822,176,109
activation,1.3193279537739229,0.0479371318761437,4.382712596011849,551,257
activator,1.1048266297849865,0.07855491629944192,3.670154621462465,358,80
active,1.995448782234205,0.010105346691530372,6.62873737161258,6937,4778
actively,1.9381086892998005,0.011531646233903608,6.438257705930329,1383,1272
activism,1.3557315269409518,0.04408272908173831,4.5036426484696905,109,93
activist,1.467229758434286,0.03410124552267586,4.8740317561976525,1139,863
activity,2.0143472647890674,0.00967503924236,6.691516771762315,21543,10710
acton,1.578606898298315,0.026387187417859875,5.24401860624017,144,101
actor,1.2930215473028068,0.050930560148846483,4.295324605279923,3436,1782
actress,1.1389945484725368,0.07261150720142648,3.7836579904944654,1195,829
actual,2.006850555827922,0.009843497700439996,6.666613243645093,5441,4098
actuality,1.4875601135993475,0.03254167372768876,4.941567734199509,163,122
actually,1.913741959821451,0.012197140883469076,6.3573131826956795,12280,9183
actuarial,1.0233503564395379,0.0947653658463003,3.3994962999694973,157,80
actuary,1.0068578015179455,0.09843333474687449,3.3447092184189864,225,74
acumen,1.475211662001219,0.033480222690479226,4.900547065907329,100,98
acupuncture,1.073036393554876,0.08452080143889841,3.5645497425865553,185,81
acute,1.7693112877393251,0.01700938895325598,5.877524875342602,2215,1413
acutely,1.8175682411853857,0.015220599510799843,6.0378310047687425,390,373
ad,1.7369725128515026,0.018324303959665375,5.7700977904885065,3556,2076
ada,1.3866674614909338,0.04105183158163158,4.606409598592872,215,102
adage,1.8343225117939155,0.014644599132329739,6.093487487012562,111,109
adair,1.3910265857314243,0.040641844912895096,4.620890295876463,86,55
adam,1.3315847067919397,0.04660315222066768,4.423428648214495,2807,990
adamant,1.7241018869067304,0.018875484720993662,5.727342496563781,352,343
adamantly,1.7723675952437379,0.01689010715131893,5.887677709108126,58,58
adams,1.427861328419633,0.03733693567626095,4.74325266248037,929,551
adamson,1.5098710343452015,0.030912132455893658,5.015683008647967,77,55
adapt,1.9315384646237002,0.011707429072895173,6.4164318919890695,2651,2211
adaptability,1.5654576199808925,0.027198338843319347,5.200337649170031,151,128
adaptable,1.7070748608619928,0.01963021874710417,5.670779940373389,223,207
adaptation,1.629542289201973,0.023467007427818817,5.413222312307101,1094,732
adapted,1.622660430317632,0.02384182904979272,5.390361271934159,79,71
adapter,0.7460257454259845,0.17946272363207222,2.478243883239865,75,54
adaptive,1.1823244348136355,0.06571667249193178,3.927596757279238,314,189
adaptor,0.9309855149951909,0.11722344623807453,3.0926669381957046,287,173
add,1.957238364968476,0.01103472806410469,6.501805112980185,24646,15136
added,1.9129060530847457,0.01222063989392907,6.354536360622313,1582,1395
adder,1.3124008643726641,0.048707869706292733,4.359701303114012,95,46
addict,1.411273820632575,0.03879057161399849,4.688150154338379,604,448
addiction,1.2916575166737458,0.05109077414671998,4.290793393610958,619,315
addictive,1.0560308489374524,0.08789600800542147,3.5080585461530753,560,150
addis,1.0564289721216122,0.0878154695563318,3.509381082743762,180,80
addison,1.4009185324902806,0.03972660639818882,4.653750631727838,111,81
addition,2.1162474833891487,0.00765160454771265,7.03002197080509,10000,7433
additional,2.049706758268923,0.008918529264917324,6.808978466574034,6659,4886
additionally,1.960432022200148,0.01095387997192191,6.512414212663517,549,500
additive,1.4147354368705432,0.038482613870329016,4.6996493945730045,363,229
address,1.9628500358570293,0.010893061714843276,6.520446680164132,10484,6943
addressed,1.5319180553888418,0.029382039930374557,5.088921627261408,115,93
addressee,0.8415852608687495,0.14401732470954828,2.795685722323009,205,82
adduce,1.481139534357267,0.033026341374556054,4.920239031629792,173,147
ade,1.0661132298111102,0.08587895875981376,3.541551490440634,506,267
adelaide,1.3026687759331514,0.049811683971296955,4.327372005104866,212,138
adele,1.3479771258503492,0.04487690258298688,4.477883085627793,116,51
aden,1.2207580720610425,0.06015087204186601,4.0552705366401085,157,77
adenauer,0.4532539032433256,0.3521649233208528,1.5056768753013614,151,40
adenocarcinoma,0.6754848016087577,0.21111310747914722,2.2439119401335486,130,40
adenoma,0.5923269144230463,0.2556660640491101,1.9676674183798601,174,41
adept,1.6954729619355633,0.02016169488316364,5.632239266375639,265,249
adequacy,1.6361345271456593,0.023113487154347714,5.435121252740416,272,226
adequate,1.999348617820544,0.010015009882531676,6.641692345012281,3266,2709
adequately,1.928517099260415,0.011789161054531224,6.406395133503853,1036,957
ades,0.8312278048037569,0.14749326692307804,2.7612789980291486,69,59
adhere,2.0033501142737697,0.009923157527638282,6.654985028501844,747,685
adherence,1.884969653040754,0.013032578423098977,6.261733648446165,366,334
adherent,1.540434036105916,0.028811506272488827,5.117211102860975,285,221
adhesion,1.2822822511042773,0.05220567902631583,4.2596494355187104,347,109
adhesive,1.0575252622225206,0.08759407640635629,3.5130228796301166,393,214
adjacent,1.7539744455500037,0.01762079726415356,5.826576988387042,1477,1179
adjective,1.0955598489750862,0.08024909640928053,3.6393710419408944,963,285
adjoin,1.3852374899490274,0.04118722289581004,4.601659335952925,297,260
adjoining,1.521940565845925,0.030064877189261287,5.055777124432348,453,372
adjourn,1.3478839548150816,0.044886531247839444,4.477573578148108,626,480
adjournment,1.2383969310641136,0.05775679277558019,4.113865557924167,215,149
adjudge,1.5399790963669102,0.028841703218078663,5.115699825760492,101,92
adjudicate,1.2783691312951844,0.05267819295121988,4.246650332886224,112,106
adjudication,1.119586273974762,0.07593005702208168,3.719185098167021,259,127
adjudicator,1.2649520416068711,0.05433103250051775,4.202079725698993,136,67
adjunct,1.8470990953123743,0.014220042837217017,6.135930378759206,191,153
adjust,1.8923350854300869,0.012813415657819413,6.286201085231283,2570,2055
adjustable,1.0696762966465425,0.08517726742681277,3.5533877422652185,375,244
adjusted,1.7071571088064301,0.019626501471536304,5.671053162130762,104,83
adjuster,1.158014027606955,0.06950018688336189,3.846839332581214,84,53
adjustment,1.7793938399482916,0.016619048683875964,5.911018388793737,1995,1389
adjutant,0.8185006798459978,0.15187955645024234,2.7190004040648263,166,75
adler,1.5146910589997598,0.03057095044020711,5.031694783965993,111,73
admin,1.242167029715731,0.057257577591360714,4.126389554555471,95,72
administer,1.91192117191252,0.012248384975403365,6.351264656186171,1750,1475
administered,1.7588649406336079,0.017423486346286786,5.8428228614031745,76,64
administration,1.809481954193227,0.015506652187055535,6.010968940826168,6449,3998
administrative,1.735080909629456,0.018404290951827464,5.76381402060081,3347,2252
administratively,1.661404034153486,0.02180700212246542,5.519064738013668,82,80
administrator,1.7570848942547934,0.017495046685931298,5.836909675327188,1363,999
admirable,1.7071005252445184,0.01962905874489724,5.670865195606738,441,425
admirably,1.6668170681308039,0.02153688712258838,5.5370464476615,234,228
admiral,1.2517023613771032,0.05601413562795002,4.158065240695453,797,415
admiralty,1.0740104226689404,0.08433145187470192,3.5677853972658045,278,200
admiration,1.6354294221079924,0.02315104386768686,5.432778944505943,888,829
admire,1.574117465651058,0.02666137444379035,5.229105033799142,1959,1712
admired,1.498974962318008,0.03169750198291371,4.979487040856916,52,49
admirer,1.495372637581477,0.03196151539752129,4.967520377107727,446,412
admiring,1.6025107715472873,0.024974064467018123,5.323425554362557,163,160
admiringly,1.3585296191553407,0.043799623853424736,4.512937709608754,86,85
admissibility,0.98851458555895,0.10267989465694269,3.283774373974213,93,70
admissible,1.1466902760384365,0.0713361593835083,3.809222644106227,217,121
admission,1.774011140744714,0.016826308968063784,5.893137449083044,2680,1639
admit,1.7754900762415182,0.016769106532195346,5.898050366460405,10098,7466
admittance,1.754647648686808,0.017593504293013464,5.828813320800758,57,55
admittedly,1.7958297368780836,0.016001852508058415,5.965617256569486,642,617
admitting,1.6006269226485532,0.025082630319703297,5.3171675437793295,84,83
adml,0.7488650429944846,0.17829327276977497,2.487675825602411,113,80
admonish,1.6570949213291626,0.022024450342836448,5.504750175058509,125,124
admonition,1.4873656411163723,0.032556248808593695,4.9409217105946315,67,63
ado,1.545666538764761,0.028466459884306492,5.134593100449966,95,92
adobe,0.7400644715674534,0.1819430741756339,2.4584409601278927,242,99
adolescence,1.3012752396784557,0.049971773209922944,4.322742777869148,445,333
adolescent,1.465582487320627,0.034230836542898595,4.868559640005292,812,575
adolf,1.2493637504019293,0.05631657695920635,4.150296543194011,138,113
adolph,1.025816055466645,0.0942288616417634,3.4076871748411803,108,44
adonis,1.279804516805197,0.052504373801911114,4.25141858033893,61,49
adopt,2.029875649763436,0.009335215549613455,6.743100950076898,8012,5883
adopted,1.6175132631538498,0.024126078515317385,5.373262752723709,282,239
adoption,1.8467839856596748,0.01423036417199341,6.134883607150934,1464,999
adoptive,1.0556607582712032,0.08797094185263524,3.506829131571206,120,67
adorable,1.2762296596880407,0.05293834260946922,4.23954316204624,63,53
adoration,1.3848792554172333,0.041221210830527266,4.600469306597199,134,123
adore,1.3566865819838871,0.04398589346478296,4.506815272648982,462,428
adoring,1.3830165943346908,0.04139838562491476,4.594281680415848,86,82
adorn,1.5208842380634608,0.03013809253138603,5.052268079494371,416,378
adornment,1.2922938766562762,0.051015967034131554,4.2929073357153875,67,60
adorno,0.6218373296594304,0.23887058345244955,2.0656988958453963,244,41
adrenalin,1.3163484022617684,0.0482671435178253,4.37281474013346,266,222
adrenaline,1.221525875032242,0.060044623357734965,4.057821122901474,111,57
adrian,1.2855614358380099,0.051812979153749446,4.270542651414022,797,556
adriatic,0.956930761622942,0.11042546541575685,3.1788551818972124,149,107
adrift,1.3982071330020716,0.03997540450481847,4.644743557591492,196,183
adt,0.7817440500230594,0.16529356632443667,2.5968975227826325,75,47
adulation,1.4986611600610122,0.03172041349223916,4.978444612323163,95,87
adult,1.7505753785111993,0.017759250023393312,5.815285532094431,7714,4103
adultery,1.2623771716904169,0.05465411022198451,4.193526192982843,260,188
adulthood,1.3258644406170852,0.04722104126106886,4.404426335298012,288,237
advance,2.017456751513169,0.009606014735087818,6.701846263071789,7408,5604
advanced,1.756044863616155,0.01753699331320738,5.833454768329151,3151,2136
