"","id","title","n_words","n_tokens","n_w","n_c","n_s","publication_date","text_type","context","respondent_age","respondent_class","respondent_sex","interaction_type","region","author_age","author_domicile","author_sex","author_type","audience_age","domain","difficulty","medium","publication_place","sampling_type","circulation","audience_sex","availability","mode","derived_type","genre"
"562","AN2","Know your Land Rover. Sample containing about 35096 words from a book (domain: leisure)",34863,38393,35144,3249,1920,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","male","sole","adult","leisure","medium","book","UK_north","whole","low","mixed","cleared","written","misc_published","W:misc"
"563","AN3","Latin American society. Sample containing about 39204 words from a book (domain: world affairs)",38743,44033,39292,4741,1593,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","female","sole","adult","world_affairs","medium","book","UK_south","middle","medium","mixed","cleared","written","academic","W:ac:soc_science"
"564","AN4","Mary Leapor: a study in eighteenth-century women's poetry. Sample containing about 52436 words from a book (domain: arts)",53267,62589,53723,8866,3457,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","male","sole","adult","arts","medium","book","UK_south","unknown","unknown","mixed","cleared","written","prose","W:non_ac:humanities_arts"
"565","AN5","The legal context of teaching. Sample containing about 37134 words from a book (domain: social science)",36870,41692,37421,4271,1402,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","mixed","multiple","adult","social_science","medium","book","UK_south","middle","medium","mixed","cleared","written","academic","W:ac:polit_law_edu"
"566","AN7","Maggie Jordan. Sample containing about 37047 words from a book (domain: imaginative)",38061,47952,38382,9570,4132,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","female","sole","adult","imaginative","medium","book","UK_south","beginning","medium","female","cleared","written","fiction","W:fict:prose"
"567","AN8","The meddlers. Sample containing about 34426 words from a book (domain: imaginative)",34851,41617,35287,6330,2538,"1960-1974","written_books_periodicals","---","---","---","---","---","---","25-34","unknown","female","sole","adult","imaginative","low","book","UK_south","beginning","high","female","cleared","written","fiction","W:fict:prose"
"568","AN9","Melt down: collapse of a nuclear dream. Sample containing about 40633 words from a book (domain: social science)",40416,45407,40765,4642,1860,"1985-1993","written_books_periodicals","---","---","---","---","---","---","35-44","UK","male","sole","adult","social_science","medium","book","UK_south","beginning","low","mixed","cleared","written","prose","W:non_ac:soc_science"
"569","ANA","Towards a better understanding. Sample containing about 30831 words from a book (domain: social science)",30642,34258,30970,3288,1299,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","male","sole","adult","social_science","medium","book","UK_south","whole","medium","mixed","cleared","written","prose","W:non_ac:soc_science"
"570","ANB","Milan: the complete travel organiser. Sample containing about 31301 words from a book (domain: leisure)",31011,34807,31242,3565,1380,"1985-1993","written_books_periodicals","---","---","---","---","---","---","35-44","unknown","male","sole","adult","leisure","medium","book","UK_south","middle","medium","mixed","cleared","written","misc_published","W:misc"
"571","ANC","The mills of Gloucestershire. Sample containing about 37774 words from a book (domain: world affairs)",37525,42828,37904,4924,1923,"1985-1993","written_books_periodicals","---","---","---","---","---","---","35-44","UK","male","multiple","adult","world_affairs","medium","book","UK_south","middle","low","mixed","cleared","written","prose","W:non_ac:humanities_arts"
"572","AND","Marketing your primary school. Sample containing about 34475 words from a book (domain: commerce)",34600,37616,34872,2744,1749,"1985-1993","written_books_periodicals","---","---","---","---","---","---","35-44","UK","male","sole","adult","commerce_finance","medium","book","UK_south","beginning","medium","mixed","cleared","written","prose","W:commerce"
"573","ANF","Modigliani. Sample containing about 32333 words from a book (domain: arts)",32517,37578,32813,4765,1797,"1985-1993","written_books_periodicals","---","---","---","---","---","---","60+","unknown","female","sole","adult","arts","medium","book","UK_south","end","medium","mixed","cleared","written","prose","W:biography"
"574","ANH","The morality of freedom. Sample containing about 34840 words from a book (domain: belief and thought)",34645,38387,35106,3281,1589,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","male","sole","adult","belief_thought","high","book","UK_south","middle","low","mixed","cleared","written","academic","W:ac:humanities_arts"
"575","ANJ","Mozart: prodigy of nature. Sample containing about 14144 words from a book (domain: arts)",14141,16213,14250,1963,696,"1985-1993","written_books_periodicals","---","---","---","---","---","---","15-24","unknown","male","corporate","adult","arts","medium","book","unknown","whole","medium","mixed","cleared","written","prose","W:biography"
"576","ANK","Murder in old Berkshire. Sample containing about 35407 words from a book (domain: world affairs)",35556,40407,35771,4636,2151,"1985-1993","written_books_periodicals","---","---","---","---","---","---","35-44","UK","male","sole","adult","world_affairs","medium","book","UK_south","whole","low","mixed","cleared","written","misc_published","W:misc"
"577","ANL","Patently murder. Sample containing about 39959 words from a book (domain: imaginative)",40093,50854,40464,10390,3951,"1985-1993","written_books_periodicals","---","---","---","---","---","---","60+","UK","male","sole","adult","imaginative","medium","book","UK_south","beginning","medium","mixed","cleared","written","fiction","W:fict:prose"
"578","ANM","NCT Birmingham Central Branch Newsletter. Sample containing about 26899 words of unpublished miscellanea (domain: social science)",26827,30203,27063,3140,1730,"1985-1993","written_misc","---","---","---","---","---","---","unknown","unknown","female","multiple","adult","social_science","low","misc_unpublished","UK_midlands","unknown","low","female","unclaimed","written","unpublished","W:misc"
"579","ANP","The National Trust Magazine. Sample containing about 21015 words from a periodical (domain: arts)",21085,23842,21247,2595,957,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","mixed","multiple","adult","arts","medium","periodical","UK_south","unknown","high","mixed","cleared","written","misc_published","W:pop_lore"
"580","ANR","Napoleon III. Sample containing about 37950 words from a book (domain: world affairs)",37673,42354,38098,4256,1258,"1985-1993","written_books_periodicals","---","---","---","---","---","---","35-44","unknown","male","sole","adult","world_affairs","high","book","UK_south","beginning","medium","mixed","cleared","written","prose","W:biography"
"581","ANS","National curriculum English (ages 5-16). Sample containing about 27603 words of miscellanea (domain: social science)",27361,31319,27688,3631,1359,"1985-1993","written_misc","---","---","---","---","---","---","unknown","unknown","unknown","corporate","adult","social_science","high","misc_published","UK","beginning","medium","mixed","cleared","written","prose","W:non_ac:polit_law_edu"
"582","ANT","National liberation. Sample containing about 37784 words from a book (domain: world affairs)",37442,43100,37804,5296,1648,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","male","sole","adult","world_affairs","high","book","UK_south","beginning","low","mixed","cleared","written","academic","W:ac:humanities_arts"
"583","ANU","Pity the nation: Lebanon at war. Sample containing about 39123 words from a book (domain: world affairs)",38778,43775,39044,4731,1836,"1985-1993","written_books_periodicals","---","---","---","---","---","---","35-44","other","male","multiple","adult","world_affairs","medium","book","UK_south","middle","high","mixed","cleared","written","prose","W:non_ac:humanities_arts"
"584","ANX","New Scientist. Sample containing about 53006 words from a periodical (domain: applied science)",52753,60174,53337,6837,2868,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","mixed","multiple","adult","applied_science","medium","periodical","UK_south","unknown","high","mixed","cleared","written","prose","W:non_ac:nat_science"
"585","ANY","Nice work. Sample containing about 41094 words from a book (domain: imaginative)",41475,50749,41883,8866,2965,"1985-1993","written_books_periodicals","---","---","---","---","---","---","45-59","UK","male","sole","adult","imaginative","medium","book","UK_south","beginning","high","mixed","cleared","written","fiction","W:fict:prose"
"586","AP0","The joker's wild: biography of Jack Nicholson. Sample containing about 36482 words from a book (domain: arts)",36485,41575,36773,4802,1514,"1985-1993","written_books_periodicals","---","---","---","---","---","---","45-59","UK","male","sole","adult","arts","low","book","UK_south","beginning","high","mixed","cleared","written","prose","W:biography"
