Word,SemD,cosMean,WordCount,nContexts
aa,1.631540332,0.023359292,537,297
aaa,0.964860322,0.108427558,90,58
aachen,0.887000407,0.129717805,131,74
aah,1.035931033,0.092059575,92,58
aaron,1.431312302,0.037041426,171,120
ab,1.712061137,0.019406127,504,302
aba,0.807100427,0.155919191,80,46
ababa,0.920699625,0.120032921,166,84
aback,1.472167774,0.033715704,291,290
abandon,1.943347016,0.011393391,1230,1167
abandoned,1.905053732,0.012443606,2878,2635
abandoning,1.957566539,0.011026393,466,455
abandonment,1.835309378,0.014611359,476,449
abandons,1.484428508,0.032777173,85,84
abate,1.484503326,0.032771527,67,51
abated,1.689997119,0.020417515,92,89
abatement,1.073663363,0.084398871,127,74
abattoir,1.450627978,0.035430071,62,50
abba,1.064873385,0.08612448,97,58
abbas,1.271316453,0.053540639,102,87
abbess,0.796270197,0.159856317,54,43
abbey,1.36693146,0.042960422,1735,1046
abbeys,0.998488626,0.100348613,126,108
abbot,1.019031767,0.095712406,505,334
abbots,0.999239062,0.100175366,177,141
abbott,1.492736852,0.032156084,254,158
abbreviated,1.759220287,0.017409236,158,128
abbreviation,1.464422094,0.03432242,83,68
abbreviations,1.385696247,0.041143739,117,98
abc,1.585377699,0.025978992,350,200
abd,0.827272981,0.148842522,113,63
abdel,0.726371914,0.187770813,178,115
abdicated,1.108453757,0.077901576,59,54
abdication,1.263734184,0.054483603,113,92
abdomen,1.23578983,0.058104554,275,222
abdominal,1.167510322,0.067996988,534,308
abducted,1.432452175,0.036944333,161,145
abduction,1.406444624,0.039224316,209,143
abdul,1.131291667,0.073910873,270,184
abdullah,0.797642933,0.159351834,192,129
abel,1.738918053,0.018242399,179,126
aberdeen,1.262271215,0.054667446,1275,818
aberdeens,0.752610581,0.176762208,77,59
aberdeenshire,1.179117262,0.066203773,65,56
abergavenny,1.168871968,0.067784131,55,43
aberrant,1.621513872,0.023904856,88,79
aberration,1.717995502,0.019142758,142,138
aberystwyth,1.037182299,0.09179472,252,126
abetted,1.710577581,0.019472532,81,79
abeyance,1.856169213,0.013926141,81,81
abhorrent,1.654631306,0.022149743,61,59
abi,0.94174726,0.114354363,125,70
abide,1.849358109,0.014146268,286,269
abiding,1.607997705,0.024660524,300,287
abigail,0.973772491,0.106225188,85,46
abilities,1.728418669,0.018688796,1251,1032
ability,1.965413566,0.010828952,8536,6726
abingdon,0.782815006,0.16488646,372,239
abject,1.703883978,0.019774979,112,112
ablaze,1.520139021,0.030189852,155,151
able,2.067612103,0.008558308,25696,19565
ably,1.721102829,0.019006282,94,93
abnormal,1.534559453,0.029203879,766,547
abnormalities,1.231296731,0.058708809,435,273
abnormality,1.346071122,0.045074288,277,190
abnormally,1.772927375,0.016868351,144,130
aboard,1.325585605,0.047251369,883,730
abode,1.567217307,0.027088359,154,139
abolish,1.683675072,0.020716908,525,460
abolished,1.74541946,0.017971343,1036,907
abolishing,1.646109811,0.022588645,201,194
abolition,1.612181344,0.024424105,1099,861
abolitionist,0.724025424,0.188788083,65,43
abolitionists,0.646994111,0.225426978,168,57
abominable,1.496672192,0.031866019,81,75
aboriginal,1.421322876,0.037903309,208,115
aborigines,1.344116646,0.045277595,132,83
abort,1.494254114,0.032043938,95,83
aborted,1.753561704,0.017637552,143,128
abortion,1.283700209,0.052035507,1209,500
abortions,1.066448005,0.085812785,236,128
abortive,1.617043144,0.024152209,241,234
abound,1.721265958,0.018999144,265,262
abounded,1.570598261,0.026878296,97,96
abounds,1.721022809,0.019009784,77,76
about,2.011263611,0.00974398,152206,59619
above,2.09249808,0.008081685,23942,17531
abraham,1.261949402,0.05470797,428,243
abrahams,1.206473261,0.062162252,93,58
abrams,1.233573901,0.058401782,98,63
abrasion,1.023505864,0.094731439,70,53
abrasive,1.437154474,0.036546478,231,197
abreast,1.723991976,0.018880262,178,175
abridged,1.517086238,0.030402813,56,49
abroad,1.852338273,0.014049528,3603,2906
abrogated,1.59013033,0.025696245,51,49
abrupt,1.746668196,0.017919744,459,445
abruptly,1.369368349,0.04272004,1134,1070
abs,1.072807867,0.084565288,70,50
abseil,0.455402487,0.350426961,79,41
abseiling,1.031576602,0.092987249,74,53
absence,2.059304273,0.0087236,5496,4516
absences,1.681811524,0.020805994,157,134
absent,1.984583638,0.01036135,1580,1396
absentee,1.488283456,0.032487519,145,116
absenteeism,1.452502066,0.035277511,162,101
absentees,1.421400811,0.037896508,79,52
absently,1.191860194,0.064289464,189,182
absolute,1.966349188,0.010805648,3047,2590
absolutely,1.818072275,0.015202945,3702,3369
absolution,1.321321985,0.047717537,63,58
absolutism,1.123317833,0.075280443,57,49
absolutist,1.013340151,0.096975014,50,43
absolved,1.457798223,0.034849919,79,72
absorb,1.864408665,0.013664424,733,692
absorbed,1.873911646,0.013368675,1498,1345
absorbent,1.395368339,0.040237562,75,67
absorbing,1.828312588,0.014848665,429,408
absorbs,1.448498792,0.035604198,157,146
absorption,1.552675991,0.028010703,958,526
abstain,1.588110764,0.025816017,116,98
abstained,1.459010498,0.034752776,107,100
abstaining,1.488164468,0.032496421,50,48
abstention,1.439958114,0.036311307,93,87
abstentions,1.094133225,0.080513142,217,166
abstinence,1.37689035,0.041986498,141,108
abstract,1.645282703,0.022631706,2081,1623
abstracted,1.587231915,0.025868312,132,115
abstracting,1.192457117,0.064201161,60,54
abstraction,1.3304558,0.04672445,434,338
abstractions,1.2419714,0.057283375,147,127
abstracts,1.272375403,0.053410248,155,112
absurd,1.725825701,0.018800712,886,824
absurdities,1.632677257,0.02329822,54,54
absurdity,1.576604049,0.026509159,242,214
absurdly,1.64949591,0.022413212,176,173
abta,0.694504033,0.202067267,61,41
abu,1.113182943,0.07705788,463,254
abundance,1.687271641,0.020546051,603,533
abundant,1.564056633,0.027286219,574,522
abundantly,1.786483426,0.016349955,168,161
abuse,1.64633822,0.022576768,3323,1946
abused,1.593144912,0.025518497,660,552
abusers,1.181572826,0.065830503,83,67
abuses,1.373934609,0.042273226,445,369
abusing,1.630196661,0.023431675,177,157
abusive,1.383974279,0.041307197,256,173
abysmal,1.702220905,0.019850849,74,71
abyss,1.494256295,0.032043777,138,125
abyssinia,0.828063362,0.148571886,126,67
ac,1.417355699,0.038251133,889,557
academia,1.339653991,0.04574525,100,89
academic,1.572211103,0.026778663,4702,2828
academically,1.356574132,0.043997284,166,155
academics,1.541172628,0.028762549,768,603
academies,1.408270013,0.039059797,71,58
academy,1.464166782,0.034342604,1278,917
academys,1.168928057,0.067775377,52,44
acas,0.891725087,0.128314257,85,43
acc,1.23104277,0.05874315,78,50
accademia,0.636658124,0.230856377,52,40
accede,1.612912789,0.024383004,93,89
acceded,1.561060681,0.027475102,101,99
accelerate,1.805584581,0.015646436,396,363
accelerated,1.838132106,0.0145167,650,594
accelerates,1.461582868,0.03454754,65,63
accelerating,1.710240615,0.019487646,295,273
acceleration,1.441364636,0.036193899,558,362
accelerator,1.16182864,0.068892407,298,212
accent,1.546457052,0.028414692,1135,983
accented,1.436929034,0.036565454,65,58
accents,1.491680441,0.032234398,357,286
accentuate,1.634754413,0.023187055,89,85
accentuated,1.846275814,0.014247025,220,209
accept,2.005597886,0.009871931,8425,6951
acceptability,1.693359059,0.02026007,271,234
acceptable,2.018635287,0.009579982,3312,2892
acceptance,1.915982458,0.012134379,2538,2082
acceptances,0.817372958,0.152274451,86,52
accepted,2.068210863,0.008546517,8182,7030
accepting,2.001449882,0.009966671,1614,1484
accepts,1.872576941,0.013409823,737,681
access,1.964716521,0.010846347,10033,6392
accessed,1.354150229,0.04424353,349,266
accesses,1.178842627,0.066245651,83,47
accessibility,1.591846835,0.025594884,299,228
accessible,1.858572522,0.013849289,1563,1333
accessing,1.244880018,0.056901011,153,137
accession,1.218315828,0.060490082,523,412
accessories,1.183219282,0.065581405,503,382
accessory,1.472148309,0.033717215,207,170
accident,1.633634883,0.023246904,5771,3605
accidental,1.80303039,0.015738727,701,605
accidentally,1.84690716,0.014226329,503,479
accidents,1.471670687,0.033754316,1776,1102
acclaim,1.47563612,0.033447517,255,239
acclaimed,1.361563927,0.043494673,306,282
accolade,1.719017341,0.01909777,151,144
accommodate,1.968851382,0.01074357,1238,1169
accommodated,1.826274963,0.014918496,407,384
accommodates,1.585902512,0.025947618,67,66
accommodating,1.922151247,0.011963238,214,205
accommodation,1.555219821,0.027847113,4024,2376
accompanied,2.000430321,0.009990096,3151,2930
accompanies,1.775309543,0.016776079,226,216
accompaniment,1.179155137,0.066197999,400,322
accompaniments,0.704654658,0.197399179,59,50
accompany,1.936413136,0.011576756,839,800
accompanying,1.94613476,0.01132049,970,898
accompli,1.69222558,0.020313016,66,66
accomplice,1.417023646,0.03828039,185,160
accomplices,1.397727479,0.04001958,73,67
accomplish,1.810388921,0.015474302,247,237
accomplished,1.935600486,0.011598438,897,865
accomplishment,1.668903205,0.021433683,127,122
accomplishments,1.613385948,0.024356454,85,81
accord,1.854800795,0.01397009,1242,976
accordance,1.740291901,0.018184782,1893,1534
accorded,1.820385263,0.015122192,474,452
according,2.084352477,0.008234695,14927,11717
accordingly,1.925394264,0.011874238,2142,1952
accordion,1.050865947,0.088947563,85,71
accords,1.682595326,0.020768478,252,227
accosted,1.517967142,0.030341207,52,52
account,2.022204533,0.009501572,15211,10493
accountability,1.317138117,0.048179455,1137,634
accountable,1.494897804,0.031996479,604,483
accountancy,1.071897635,0.084742713,770,483
accountant,1.473025782,0.033649159,731,537
accountants,1.280894227,0.052372798,1257,797
accounted,1.836269692,0.014579086,1331,1148
accounting,1.300483255,0.050062986,3529,1543
accounts,1.775857177,0.016754938,6473,3946
accreditation,1.168121239,0.067901405,277,171
accredited,1.384715774,0.041236731,204,167
accretion,1.070213987,0.085071877,119,70
accruals,0.318079527,0.480751306,101,40
accrue,1.686819654,0.020567445,175,169
accrued,1.534096102,0.029235054,242,179
accruing,1.579937557,0.026306462,130,117
accumulate,1.77199236,0.016904707,350,319
accumulated,1.932604541,0.011678726,766,703
accumulates,1.274325929,0.053170907,79,77
accumulating,1.814834567,0.015316708,211,200
accumulation,1.547526444,0.02834481,870,601
accumulations,1.376563895,0.04201807,79,68
accumulator,0.510941019,0.30836067,226,60
accuracy,1.819498939,0.015153085,1609,1285
accurate,1.943222327,0.011396662,2652,2329
accurately,1.911612327,0.012257098,1310,1215
accusation,1.726612103,0.018766699,415,391
accusations,1.780923287,0.016560625,676,620
accuse,1.769963041,0.016983882,321,309
accused,1.611118989,0.024483923,4643,3324
accuseds,0.478677026,0.332141371,73,47
accuses,1.634837675,0.02318261,115,111
accusing,1.731377039,0.018561923,511,489
accusingly,1.179529529,0.066140956,92,92
accustomed,1.843860908,0.014326467,849,813
ace,1.006007937,0.098626146,1745,649
acer,0.832742616,0.146979709,116,59
aces,0.899603365,0.12600757,251,182
acetate,1.203668322,0.062565033,150,94
acetic,0.920886725,0.11998122,119,77
ach,0.966446625,0.108032238,82,69
ache,1.32358947,0.047469049,329,307
ached,1.202819897,0.062687378,249,240
aches,1.337531125,0.045969404,152,140
acheson,0.814047917,0.153444767,126,65
achievable,1.704055005,0.019767193,169,157
achieve,1.972721516,0.010648256,6147,5297
achieved,2.049137437,0.008930228,7396,6306
achievement,1.819834643,0.015141376,2900,2381
achievements,1.813167226,0.015375625,1414,1280
achievers,1.337807676,0.045940141,69,59
achieves,1.771343048,0.01693,320,310
achieving,1.884311734,0.013052337,1726,1596
achilles,1.295390347,0.050653523,192,153
aching,1.289866901,0.051301859,424,384
acid,1.444344413,0.035946415,4819,1858
acidic,1.290067228,0.0512782,183,143
acidification,0.677138565,0.210310732,117,55
acidified,0.775172146,0.16781387,59,40
acidity,1.048726365,0.08938685,272,160
acidly,1.33893043,0.045821528,74,74
acids,1.149482617,0.070878968,972,430
acklam,0.326107255,0.471946474,110,78
acknowledge,1.852455583,0.014045733,1341,1251
acknowledged,1.992998136,0.010162531,1984,1889
acknowledgement,1.881370503,0.013141033,505,455
acknowledgements,1.576575875,0.026510879,84,78
acknowledges,1.750848762,0.017748074,466,443
acknowledging,1.927702168,0.011811304,382,374
acknowledgment,1.702440077,0.019840834,89,82
acne,1.258269549,0.055173489,120,72
acorn,1.44377671,0.035993435,223,114
acorns,1.437456674,0.036521056,63,53
acoustic,0.82870794,0.14835154,779,415
acoustics,0.953454639,0.111312865,119,94
acquaint,1.896805137,0.012682208,56,56
acquaintance,1.569984113,0.026916333,561,520
acquaintances,1.538460985,0.028942698,276,269
acquainted,1.698658123,0.020014368,294,284
acquiesce,1.641998164,0.022803517,63,63
acquiesced,1.460131062,0.034663223,66,59
acquiescence,1.62638144,0.023638426,169,157
acquire,1.952185637,0.01116386,1892,1632
acquired,1.889291482,0.012903529,3897,3179
acquires,1.681118838,0.020839206,232,208
acquiring,1.939087214,0.011505693,850,759
acquisition,1.652680064,0.022249484,2547,1649
acquisitions,1.31393868,0.048535703,660,509
acquisitive,1.60784968,0.02466893,66,63
acquit,1.112020213,0.077264462,53,51
acquittal,1.104692396,0.0785792,117,94
acquitted,1.310012355,0.048976489,353,313
acre,1.359607238,0.043691078,801,644
acreage,1.095247482,0.080306836,99,85
acres,1.335976526,0.046134251,1479,1134
acrid,1.352056618,0.044457331,112,110
acrimonious,1.802745433,0.015749057,128,127
acrimony,1.778449155,0.016655238,75,74
acronym,1.811259352,0.015443319,79,76
acropolis,0.869235324,0.135134014,85,58
across,1.840243332,0.014446301,21459,15814
acrylic,0.871800751,0.134338115,291,140
act,1.934788328,0.011620148,25746,12897
acted,1.914360806,0.012179773,2197,1999
acting,1.952587398,0.011153537,4622,3813
action,2.00561694,0.009871498,20681,12932
actionable,0.752046243,0.176992049,86,63
actions,1.830657862,0.014768696,4637,3450
activate,1.635634176,0.023140132,312,233
activated,1.6798466,0.020900342,730,509
activates,1.466591939,0.034151365,87,81
activating,1.302408631,0.04984153,452,122
activation,1.280653932,0.052401783,556,303
activator,0.952650095,0.111519267,297,68
active,2.017637382,0.00960202,6978,5248
actively,2.000210781,0.009995148,1399,1313
activism,1.390820856,0.040661102,112,99
activist,1.528312161,0.029627011,299,278
activists,1.435966877,0.036646552,856,686
activities,1.958433337,0.011004407,10873,7404
activity,2.015603206,0.0096471,10947,7035
acton,1.575417432,0.026581689,129,98
actor,1.132159746,0.073763286,1849,1242
actors,1.257385074,0.055285969,1625,1130
actress,1.142089906,0.072095821,1025,796
actresses,1.129516749,0.074213558,172,145
acts,1.870938824,0.013460499,4498,3404
actual,1.994786355,0.010120772,5493,4515
actuality,1.499560053,0.031654827,153,121
actually,1.927583288,0.011814537,12379,10388
actuarial,1.001288812,0.09970368,170,87
actuaries,0.970532487,0.107020632,152,58
actuary,0.743385642,0.180557012,90,41
acumen,1.446911516,0.035734564,101,100
acupuncture,1.050687977,0.08898402,188,90
acute,1.776321321,0.016737041,2219,1511
acutely,1.867519471,0.013566897,388,376
ad,1.712083493,0.019405128,3129,2062
ada,1.477249119,0.033323521,207,109
adage,1.842471169,0.014372385,112,110
adair,1.447895089,0.035653725,77,56
adam,1.324579482,0.047360962,2608,1094
adamant,1.79900996,0.015885103,357,351
adamantly,1.869768284,0.013496828,58,58
adams,1.551503533,0.028086425,1182,772
adamson,1.585846561,0.025950961,75,57
adapt,1.917269352,0.012098475,942,871
adaptability,1.613032027,0.02437631,154,136
adaptable,1.750210605,0.017774173,224,214
adaptation,1.609117591,0.024597015,749,585
adaptations,1.363743714,0.043276914,350,259
adapted,1.861201461,0.013765708,1446,1279
adapter,0.806831546,0.156015754,58,48
adapting,1.9468986,0.011300597,312,293
adaptive,1.118072969,0.076195098,316,208
adaptor,0.926994594,0.118305628,220,149
adaptors,0.973446514,0.10630495,73,59
adapts,1.833963592,0.014656707,71,70
add,1.928748718,0.011782875,7099,5284
added,1.954608413,0.011101754,14535,11649
addict,1.209018639,0.061798988,169,140
addicted,1.367995166,0.042855329,263,230
addiction,1.183678447,0.065512105,572,347
addictive,0.876657707,0.132844107,561,180
addicts,1.259732755,0.054987914,209,165
adding,2.031414502,0.009302196,2925,2673
addis,1.019321031,0.095648677,182,97
addison,1.486830095,0.03259642,97,77
addition,2.155609127,0.006988611,9472,7922
additional,2.087976774,0.00816626,6729,5363
additionally,2.015490997,0.009649593,549,518
additions,1.770185684,0.016975177,678,522
additive,1.567070219,0.027097535,154,115
additives,1.136421771,0.073042937,229,152
address,1.938075781,0.01153252,6010,4487
addressed,2.010502892,0.009761063,2584,2330
addressee,0.787592137,0.163082689,161,87
addresses,1.841671163,0.014398884,1164,948
addressing,1.989434996,0.010246251,947,869
adds,1.767649614,0.017074594,2079,1874
adduced,1.53914189,0.028897356,101,95
ade,0.935782258,0.115935848,510,308
adelaide,1.331587655,0.046602836,207,142
adele,1.358084795,0.043844508,93,52
aden,1.133625257,0.073514794,160,80
adenauer,0.441505188,0.361821868,112,46
adenocarcinoma,0.753131112,0.176550474,111,42
adept,1.789646651,0.016231302,254,247
adequacy,1.636733309,0.023081642,277,237
adequate,2.005668685,0.009870322,3313,2907
adequately,1.941759693,0.011435109,1053,1000
ades,0.791361915,0.161673219,72,63
adhere,1.974291897,0.010609822,321,300
adhered,1.947659941,0.011280804,294,281
adherence,1.881694931,0.01313122,369,342
adherent,1.298645803,0.050275245,86,52
adherents,1.398803917,0.03992051,202,181
adhering,1.927051896,0.011829002,110,107
adhesion,1.105482478,0.078436376,330,112
adhesive,0.918918701,0.120526154,340,216
adhesives,0.883514149,0.130763294,61,49
adidas,1.019976517,0.095504423,131,52
adjacent,1.75509312,0.017575467,1504,1267
adjectival,0.437331819,0.365315569,79,47
adjective,0.887840722,0.129467058,489,188
adjectives,0.908595321,0.123425438,478,204
adjoining,1.545866622,0.028453348,629,553
adjourn,1.344599312,0.045227303,100,88
adjourned,1.30545455,0.04949319,528,434
adjournment,1.28726132,0.051610573,213,149
adjudged,1.567578743,0.027065824,94,88
adjudicate,1.229720897,0.05892222,61,59
adjudication,1.099528768,0.079519059,266,140
adjudicator,1.211880556,0.061393083,103,58
adjunct,1.829410504,0.014811174,152,134
adjust,1.886507348,0.012986516,984,885
adjustable,1.050299731,0.089063605,374,267
adjusted,1.893021504,0.01279318,1127,979
adjusting,1.861784271,0.013747247,499,472
adjustment,1.690591935,0.02038957,1350,1017
adjustments,1.797767386,0.015930618,671,581
adjusts,1.470972945,0.03380859,86,82
adjutant,0.849597218,0.14138482,143,79
adler,1.555272501,0.027843735,104,75
admin,1.264037031,0.054445623,95,75
administer,1.835369997,0.01460932,502,469
administered,1.917841085,0.012082559,976,877
administering,1.883549527,0.013075264,297,280
administers,1.589689519,0.02572234,78,76
administration,1.813414458,0.015366874,6096,4307
administrations,1.461646669,0.034542465,398,349
administrative,1.707776981,0.019598508,3413,2473
administratively,1.720330619,0.019040107,85,83
administrator,1.719442818,0.019079069,636,518
administrators,1.658790691,0.02193862,779,617
admirable,1.700015802,0.019951897,448,438
admirably,1.694833816,0.020191388,234,231
admiral,1.226723906,0.059330238,679,422
admirals,1.192178086,0.064242423,128,96
admiralty,1.096418516,0.080090588,274,210
admiration,1.64050239,0.022882191,892,852
admire,1.63782577,0.023023653,698,667
admired,1.546881187,0.028386955,1074,1001
admirer,1.457401145,0.034881797,221,215
admirers,1.490553241,0.03231817,240,228
admires,1.339502855,0.045761173,87,85
admiring,1.566692709,0.027121099,318,313
admiringly,1.371908127,0.04247094,88,88
admissibility,0.953530836,0.111293337,99,79
admissible,1.140874739,0.07229783,219,137
admission,1.808919453,0.01552675,2143,1558
admissions,1.427387605,0.037377685,563,363
admit,1.794492073,0.016051216,3170,2942
admits,1.553553411,0.027954169,1208,1125
admittance,1.817623931,0.015218648,55,53
admitted,1.747276187,0.017894675,5367,4440
admittedly,1.805842366,0.015637151,641,628
admitting,1.782426314,0.01650341,579,560
adml,0.803140053,0.157347536,115,84
admonished,1.72666798,0.018764285,81,79
ado,1.61288781,0.024384407,95,91
adobe,0.809304252,0.155129984,213,109
adolescence,1.343890095,0.045301221,446,352
adolescent,1.46573679,0.034218677,515,434
adolescents,1.394371782,0.04033,307,237
adolf,1.275532674,0.05302337,136,115
adolph,1.059995638,0.087097234,107,60
adonis,1.33313786,0.046436785,62,46
adopt,1.997973774,0.010046765,2296,2081
adopted,2.020715937,0.009534196,5053,4247
adopting,2.00230519,0.009947062,768,736
adoption,1.847387721,0.014210596,1478,1046
adoptive,0.905535976,0.124297967,121,78
adopts,1.775839708,0.016755612,283,274
adorable,1.374722639,0.04219659,62,53
adoration,1.427109742,0.037401607,136,128
adore,1.373303274,0.042334723,144,136
adored,1.361266952,0.043524426,287,272
adores,1.304119694,0.049645548,56,56
adoring,1.444804096,0.035908388,94,91
adorn,1.630108906,0.02343641,91,90
adorned,1.429069283,0.03723323,259,243
adorno,0.583258492,0.261060706,162,51
adrenalin,1.402075952,0.039620874,270,233
adrenaline,1.176642085,0.066582165,109,61
adrian,1.375104181,0.042159536,787,583
adriatic,0.913696578,0.121984155,148,109
adrift,1.481638868,0.032988391,202,190
ads,1.242386889,0.057228599,487,323
adt,0.830939358,0.14759126,77,53
adulation,1.422110007,0.037834674,97,94
adult,1.726032099,0.018791779,4753,3073
adultery,1.267838572,0.05397112,258,190
adulthood,1.380621294,0.041627344,293,247
adults,1.650826894,0.022344627,3062,2214
advance,2.013150201,0.009701744,4371,3657
advanced,1.933917249,0.011643479,4740,3636
advancement,1.691435132,0.020350021,495,444
advances,1.892348548,0.012813018,1277,1090
advancing,1.7101671,0.019490945,595,543
advantage,2.062387728,0.008661882,6723,5753
advantaged,1.430162969,0.037139584,60,53
advantageous,1.960888723,0.010942367,344,332
advantages,1.936397367,0.011577176,2720,2300
advent,1.915396595,0.012150759,758,677
adventure,1.509812575,0.030916294,1448,1104
adventurer,1.420865407,0.037943256,128,105
adventurers,1.021156674,0.09524525,471,137
adventures,1.41858683,0.038142853,502,439
adventurous,1.638311543,0.022997915,411,396
adverb,0.620412927,0.239655319,71,46
adverbs,0.668198607,0.214684848,96,62
adversarial,1.445064679,0.035886849,119,103
adversaries,1.641212786,0.022844792,104,101
adversary,1.502035398,0.031474918,228,185
adverse,1.882771471,0.01309871,1111,929
adversely,1.927583471,0.011814532,387,358
adversity,1.651932392,0.022287821,157,141
advert,1.458719376,0.03477608,283,240
advertise,1.642053363,0.022800619,404,365
advertised,1.80327625,0.01572982,653,588
advertisement,1.681491605,0.020821327,1011,688
advertisements,1.534524834,0.029206207,925,642
advertiser,1.327763726,0.047014982,126,100
advertisers,1.009444917,0.097848705,272,191
advertising,1.406254924,0.039241453,3882,2072
adverts,1.468260537,0.034020404,249,205
advice,1.872716851,0.013405504,9356,6247
advisable,1.749669608,0.017796328,499,459
advise,1.837176962,0.014548661,1761,1541
advised,1.982409796,0.010413344,2338,2150
adviser,1.810722001,0.015462439,1426,1144
advisers,1.702882839,0.019820617,1709,1258
advises,1.802810416,0.015746701,265,260
advising,1.837488239,0.014538238,552,513
advisor,1.900415501,0.012577215,197,171
advisors,1.883926849,0.013063909,165,148
advisory,1.688582401,0.020484134,1532,1161
advocacy,1.417295256,0.038256457,389,270
advocate,1.834801234,0.014628465,801,717
advocated,1.790977721,0.01618163,831,776
advocates,1.743005976,0.018071493,609,536
advocating,1.788991765,0.016255796,316,306
ae,1.455493905,0.03503532,98,57
aea,0.774807063,0.167955,368,80
aegean,0.988112756,0.102774943,163,129
aegis,1.736360827,0.018350131,139,134
aeons,1.117468464,0.07630123,61,57
aeration,0.462995024,0.344353876,75,55
aerial,1.54816834,0.028302947,597,485
aerials,1.256255196,0.055429991,68,60
aero,0.840926083,0.144236082,137,91
aerobatic,0.543600811,0.286021835,83,61
aerobatics,0.71303661,0.193625873,71,52
aerobic,1.070236525,0.085067462,208,104
aerobics,0.945119686,0.113469807,264,154
aerodrome,0.773899442,0.168306372,126,92
aerodynamic,0.850398205,0.141124298,100,80
aeronautical,0.720631299,0.190269292,77,55
aeronautics,1.164409309,0.068484248,72,64
aeroplane,1.161635645,0.068923029,417,324
aeroplanes,1.3195004,0.047918101,220,178
aerosol,1.280077361,0.052471398,161,104
aerosols,1.061629875,0.086770105,110,77
aerospace,1.259889004,0.054968134,679,445
aesthetic,1.245700693,0.056793588,1114,753
aesthetically,1.529325902,0.029557936,103,100
aesthetics,1.134976649,0.073286394,245,183
aetiology,1.272271296,0.053423053,120,101
af,1.521202682,0.030116002,80,43
afar,1.712862078,0.01937037,147,136
affable,1.591903873,0.025591523,105,102
affair,1.747978875,0.017865745,3049,2503
affairs,1.786693058,0.016342065,6935,4893
affect,2.065944288,0.008591237,4418,3823
affectation,1.36286676,0.04336439,57,55
affected,2.091930902,0.008092246,5619,4642
affecting,2.079794461,0.008321575,1589,1466
affection,1.54595686,0.028447437,1247,1107
affectionate,1.520837446,0.03014134,308,299
affectionately,1.652452396,0.02226115,197,195
affections,1.548140765,0.028304744,189,180
affective,1.211345984,0.061468698,207,144
affects,1.944914468,0.011352344,1274,1162
affidavit,0.928651573,0.117855113,260,134
affiliate,1.400631992,0.039752826,136,119
affiliated,1.478491538,0.033228326,279,244
affiliates,1.344779529,0.045208539,64,62
affiliation,1.411524244,0.038768211,246,185
affiliations,0.842342642,0.143766387,266,221
affinities,1.229231799,0.058988615,186,140
affinity,1.574595756,0.026632028,699,479
affirm,1.449630681,0.035511525,164,151
affirmation,1.443891569,0.035983917,215,194
affirmative,1.662060671,0.021774056,222,175
affirmed,1.632465928,0.02330956,301,288
affirming,1.458660019,0.034780833,112,105
affirms,1.376442318,0.042029835,81,79
affixed,1.55809647,0.027663271,68,62
afflict,1.673356654,0.021215015,52,51
afflicted,1.749466901,0.017804636,251,245
affliction,1.563993276,0.0272902,108,99
affluence,1.403540708,0.039487469,196,172
affluent,1.532010964,0.029375755,381,329
afford,1.882979186,0.013092447,3553,3167
affordable,1.560778789,0.027492942,299,269
afforded,1.975623721,0.010577335,532,524
affording,1.844708535,0.014298532,81,79
affords,1.724180552,0.018872066,159,157
afforestation,0.816317978,0.152644803,90,54
affray,1.026264203,0.094131677,110,61
affront,1.73487611,0.018412972,147,143
affronted,1.616945102,0.024157662,89,87
afghan,0.982781895,0.104044255,282,140
afghanistan,1.04064693,0.091065331,581,245
afield,1.667568344,0.021499663,321,310
afloat,1.398874855,0.03991399,225,206
afoot,1.73905833,0.018236508,154,153
afore,1.193395554,0.064062583,76,67
aforementioned,1.58967606,0.025723138,110,108
aforesaid,1.163585724,0.068614243,115,94
afp,1.153742293,0.070187166,62,45
afraid,1.543946869,0.028579402,4797,3913
afresh,1.820887726,0.015104706,173,170
africa,1.399513926,0.039855299,6873,3639
african,1.33853126,0.045863663,4329,2448
africans,0.962162589,0.109103181,501,354
africas,0.860921861,0.137745728,447,337
afro,1.236590874,0.05799748,356,201
aft,0.768090303,0.170572768,178,137
after,2.029514294,0.009342986,105248,50860
afterlife,1.169612305,0.067668678,68,59
aftermath,1.77770053,0.016683973,668,643
afternoon,1.641452957,0.022832162,6277,5091
afternoons,1.585627035,0.025964082,577,527
aftershave,1.284723371,0.05191306,75,73
afterthought,1.659341045,0.021910836,138,137
afterwards,1.778783457,0.016642422,3873,3554
ag,0.988929465,0.102581852,423,281
aga,1.437051242,0.036555166,110,82
again,1.913515412,0.012203505,47249,29975
against,2.020732079,0.009533841,51438,30033
agarose,0.62814618,0.235425673,109,64
agassi,0.521008395,0.301294778,107,53
agatha,1.19378942,0.06400451,224,114
age,1.869574727,0.013502845,20574,12086
aged,1.746489695,0.017927111,5205,3740
ageing,1.486314735,0.032635124,1232,788
ageism,0.539190552,0.288941184,137,64
ageist,0.512688613,0.307122325,59,44
agence,1.090237129,0.081238682,58,55
agencies,1.679087901,0.020936887,3393,2231
agency,1.826739842,0.014902535,5396,3457
agencys,1.410160121,0.038890173,219,187
agenda,1.75365104,0.017633924,1873,1532
agendas,1.490149133,0.032348256,133,111
