Word,SemD,cosMean,WordCount,nContexts
psychiatrists,1.180879691,0.065935653,326,228
psychiatry,1.190927796,0.064427637,201,153
psychic,1.241472804,0.057349178,467,326
psycho,1.378835401,0.041798876,222,194
psychoanalysis,0.785637076,0.163818492,363,200
psychoanalytic,0.679754782,0.209047615,254,156
psycholinguistic,0.639542693,0.229328118,51,44
psychological,1.484106276,0.032801501,2646,1737
psychologically,1.721183023,0.019002773,268,248
psychologist,1.389662557,0.040769693,455,356
psychologists,1.097172675,0.079951631,852,476
psychology,1.159675624,0.06923479,2350,994
psychopath,1.555827139,0.027808199,55,46
psychopathic,1.367881919,0.042866506,57,51
psychosis,0.910024713,0.123019877,189,85
psychosocial,0.919045176,0.12049106,77,60
psychosomatic,0.954605274,0.111018339,88,53
psychotherapy,1.133483043,0.073538871,120,97
psychotic,1.118168445,0.076178349,209,121
pt,1.496790933,0.031857307,478,264
pta,1.237171113,0.057920044,137,90
ptolemy,0.769398598,0.170059697,73,54
pts,0.931529287,0.117076765,187,72
pty,0.917754443,0.120849694,64,50
pu,1.202328693,0.06275832,108,57
pub,1.470328356,0.033858806,3090,1994
puberty,1.102120252,0.079045973,161,118
pubic,1.220800196,0.060145038,112,84
public,1.938691492,0.011516182,36204,19014
publican,1.396773336,0.040107599,104,88
publicans,1.179508428,0.06614417,79,72
publication,1.623826153,0.023777919,3568,2631
publications,1.477451503,0.033307995,1904,1368
publicise,1.65535981,0.022112619,179,173
publicised,1.896186808,0.012700277,344,340
publicising,1.732982837,0.018493417,67,66
publicity,1.78074892,0.016567275,2256,1865
publicize,1.715144256,0.019268848,59,55
publicized,1.697319991,0.02007613,171,167
publicly,1.882837139,0.01309673,1555,1415
publics,1.666296605,0.021562713,283,257
publish,1.604828095,0.024841162,1228,1013
published,1.77744739,0.0166937,10199,7347
publisher,1.123860822,0.075186381,1262,708
publishers,1.0904421,0.08120035,1605,869
publishes,1.532451732,0.029345956,229,213
publishing,1.388614699,0.04086818,2842,1553
pubs,1.391113013,0.040633758,1198,754
puck,1.350680321,0.044598441,56,46
puckered,1.272603372,0.05338222,68,67
pudding,1.274235402,0.053181992,645,455
puddings,1.015487281,0.096496757,161,124
puddle,1.455696313,0.035018996,133,114
puddles,1.305357075,0.0495043,142,133
puerto,1.45651188,0.034953295,179,135
puff,1.622843828,0.023831763,295,260
puffed,1.495641728,0.031941718,204,192
puffin,0.914285375,0.121818886,71,47
puffing,1.420191479,0.038002181,163,159
puffs,1.502312953,0.031454809,104,95
puffy,1.270059649,0.053695804,90,89
pugh,1.557472028,0.027703075,154,101
pull,1.705328855,0.019709297,3825,3145
pulled,1.516767922,0.030425104,5961,4980
pulley,1.376089194,0.042064023,75,59
pulleys,1.330848113,0.046682262,50,41
pulling,1.639465054,0.022936912,2129,1938
pullover,1.308446445,0.049153399,123,108
pulls,1.444233433,0.035955602,510,461
pulmonary,1.030669535,0.093181665,221,107
pulp,1.494222364,0.032046281,257,206
pulpit,1.054609226,0.088184199,263,206
pulsar,0.637644883,0.230332445,185,44
pulsating,1.449320386,0.035536906,104,92
pulse,1.44317773,0.036043111,1022,680
pulsed,1.232731232,0.05851521,119,90
pulses,1.344649144,0.045222114,436,306
pulsing,1.030515759,0.093214665,114,106
puma,1.213242046,0.06120092,89,66
pump,1.509432899,0.030943334,1214,765
pumped,1.559900888,0.027548573,412,378
pumping,1.602821955,0.024956176,463,402
pumpkin,1.533973261,0.029243324,73,54
pumps,1.541069397,0.028769387,458,352
pun,1.535601874,0.029133867,118,109
punch,1.516661686,0.030432548,1416,864
punchcard,0.104264265,0.786567023,121,48
punched,1.457631527,0.034863298,444,383
punches,1.321635403,0.047683113,219,185
punching,1.342694225,0.045426134,246,207
punctual,1.626904666,0.023609964,63,62
punctuality,1.208525742,0.061869166,77,67
punctuated,1.729845487,0.018627497,243,237
punctuation,1.102233714,0.079025324,245,162
puncture,1.545685157,0.02846524,152,126
punctured,1.589752108,0.025718634,105,104
pundits,1.464553048,0.034312073,159,150
pungent,1.389986594,0.040739285,160,152
punish,1.648023501,0.022489329,426,392
punishable,1.200351423,0.063044699,126,105
punished,1.633600521,0.023248743,604,559
punishing,1.619415517,0.024020635,282,263
punishment,1.489975602,0.032361184,2135,1307
punishments,1.188565045,0.064779107,233,178
punitive,1.591279553,0.025628338,289,238
punjab,0.963129541,0.108860534,273,138
punjabi,1.191413801,0.064355579,64,51
punk,0.647790685,0.225013883,527,336
punks,0.990980299,0.10209858,109,89
puns,1.155318117,0.069932956,61,56
punt,1.48758615,0.032539723,147,85
punter,1.30863286,0.049132305,117,102
punters,1.242208229,0.057252146,315,267
puny,1.577654031,0.026445146,92,92
pup,1.228195194,0.059129582,115,81
pupil,1.297189741,0.050444086,2146,1334
pupils,1.208487383,0.06187463,7991,2664
puppet,1.596677552,0.025311766,293,232
puppets,1.425785277,0.037515844,249,155
puppies,0.681935679,0.208000472,206,131
puppy,0.940549351,0.114670221,408,212
pups,0.885751955,0.130091237,129,78
pur,0.601044058,0.250585503,180,106
purcell,1.058583211,0.087380955,109,73
purchase,1.795602391,0.016010231,4269,2987
purchased,1.774659701,0.0168012,1620,1348
purchaser,1.10530878,0.078467754,1648,532
purchasers,1.295923425,0.050591386,725,474
purchases,1.659672565,0.021894117,821,668
purchasing,1.631880849,0.023340983,1129,858
pure,1.817518025,0.01522236,3143,2587
purely,1.904424393,0.012461652,2267,2090
purer,1.692083438,0.020319666,62,59
purest,1.616019882,0.024209182,139,137
purgatory,1.354250491,0.044233317,112,76
purge,1.595979168,0.025352502,235,204
purged,1.633516919,0.023253219,120,111
purges,1.306168545,0.049411889,88,71
purging,1.890409339,0.012870359,70,62
purification,1.438576344,0.036427021,210,174
purified,1.225513816,0.059495783,367,219
purify,1.592935424,0.025530809,81,75
purifying,1.477796877,0.033281518,56,55
purist,1.801354389,0.015799582,77,73
purists,1.616967249,0.02415643,119,100
puritan,1.106844916,0.078190697,268,203
puritanical,1.517354723,0.030384023,85,83
puritanism,0.946190684,0.113190327,58,50
puritans,0.83556681,0.146027009,101,65
purity,1.522991801,0.029992191,693,470
purley,0.905164667,0.124404283,66,41
purple,1.430656455,0.037097406,1206,993
purplish,1.065746721,0.085951464,56,48
purport,1.575823138,0.026556868,126,119
purported,1.57407634,0.026663899,200,183
purportedly,1.715163276,0.019268004,50,50
purporting,1.636412305,0.023098708,132,129
purports,1.580467825,0.026274362,145,142
purpose,2.003057881,0.009929837,9115,7244
purposeful,1.707952988,0.019590567,254,228
purposefully,1.499404659,0.031666156,137,135
purposely,1.872165946,0.01342252,90,88
purposes,1.967338781,0.010781054,5452,4303
purposive,1.22222232,0.059948411,82,70
purr,1.339050148,0.045808899,70,62
purred,1.253419887,0.055793051,83,82
purring,1.306274475,0.049399838,109,88
purse,1.724039621,0.018878191,648,539
pursed,1.299453898,0.050181785,192,191
purses,1.539563876,0.028869291,57,54
pursuance,1.307726124,0.049234992,140,121
pursuant,1.146889393,0.07130346,419,300
pursue,1.974681041,0.01060032,1763,1622
pursued,1.959805919,0.010969683,1434,1357
pursuer,1.262206363,0.05467561,95,49
pursuers,1.295130076,0.050683888,121,79
pursues,1.71511962,0.019269941,100,96
pursuing,1.963933517,0.01086592,985,939
pursuit,1.850199145,0.0141189,1526,1394
pursuits,1.587543652,0.02584975,337,318
purveyor,1.544379667,0.028550935,56,46
purveyors,1.500603777,0.031578844,60,54
purvis,1.266426893,0.054146839,77,43
pus,1.194149971,0.063951396,97,73
push,1.844649772,0.014300467,3125,2693
pushchair,1.296067387,0.050574618,98,62
pushed,1.599417023,0.025152605,4371,3810
pushers,1.295200261,0.050675698,70,60
pushes,1.550886296,0.028126371,235,222
pushing,1.719678228,0.01906873,1984,1855
pushkin,0.878364681,0.132322994,83,58
pushy,1.568282599,0.027021994,82,79
pussy,1.398358293,0.039961493,87,73
put,1.944791189,0.011355567,39804,27894
putative,1.526551591,0.029747359,241,201
putney,1.406544228,0.039215321,140,118
puts,1.829689834,0.014801651,2440,2285
putt,0.502439275,0.314456608,336,182
putted,0.312875669,0.486546476,58,50
putter,0.462200978,0.344984054,157,92
putting,1.908593771,0.012342588,5759,5273
putts,0.425915085,0.375046326,130,90
putty,1.125378806,0.074924041,99,77
puzzle,1.710792749,0.019462887,547,464
puzzled,1.513783546,0.030634899,1065,1011
puzzlement,1.484685377,0.032757792,147,145
puzzles,1.521467579,0.030097638,237,195
puzzling,1.773131949,0.016860407,336,327
pvc,1.084492232,0.082320456,138,110
pw,1.048146218,0.089506337,102,47
pwr,0.419962496,0.38022223,140,70
pye,1.566072856,0.027159836,79,52
pyjama,1.313803826,0.048550776,67,62
pyjamas,1.296456278,0.050529351,307,245
pylon,1.15975259,0.069222521,62,42
pylons,1.089610284,0.081356024,112,74
pylori,0.537103095,0.290333336,1097,85
pym,0.943130238,0.11399079,83,64
pyongyang,0.414405364,0.385118726,65,50
pyramid,1.55376365,0.02794064,482,336
pyramids,1.519525031,0.030232563,174,131
pyre,1.287378826,0.051596611,52,44
pyrenean,0.728805963,0.186721375,81,52
pyrenees,0.911797478,0.12251874,222,140
python,1.275112752,0.053074663,117,75
qa,1.006224003,0.098577091,178,67
qatar,0.811817305,0.154234914,104,72
qb,0.902875803,0.125061662,270,199
qc,1.103566193,0.078783234,516,397
qe,1.558991828,0.027606298,58,42
qian,0.664174944,0.216683108,82,56
qichen,0.630086644,0.234376118,59,52
qpr,0.463044795,0.344314415,215,152
qq,0.399195139,0.398845651,297,232
qt,0.668315601,0.214627022,92,47
qua,1.283426439,0.05206832,143,108
quack,1.515931576,0.030483752,125,72
quad,1.23284219,0.058500262,107,68
quadrangle,1.121033095,0.075677522,51,43
quadrant,1.553515053,0.027956638,138,75
quadratic,0.792253712,0.161341573,78,49
quadruple,1.850122781,0.014121383,89,74
quadrupled,1.707240641,0.019622727,72,72
quail,1.309023478,0.049088134,90,58
quails,0.982759101,0.104049716,62,41
quaint,1.505709248,0.031209783,226,218
quake,1.448917035,0.035569926,90,50
quaker,1.175366674,0.066777987,267,176
quakers,1.051702544,0.088776385,258,157
qualification,1.607202891,0.024705697,1203,889
qualifications,1.510516472,0.030866226,2159,1276
qualified,1.836538116,0.014570078,2648,2078
qualifier,0.723310614,0.189099067,219,181
qualifiers,0.884697491,0.130407482,126,93
qualifies,1.766967578,0.01710143,153,128
qualify,1.756524715,0.017517627,1183,1005
qualifying,1.257681017,0.055248308,1023,742
qualitative,1.535747947,0.029124069,549,409
qualitatively,1.441214532,0.03620641,151,142
qualities,1.716214586,0.019221418,2361,1934
quality,1.868455837,0.013537677,15303,9493
qualms,1.82522268,0.014954687,134,132
quandary,1.935533405,0.01160023,50,49
quangos,1.011433149,0.09740177,81,41
quantifiable,1.5225825,0.030020471,96,83
quantification,1.280759552,0.052389041,192,135
quantified,1.574513661,0.026637063,199,179
quantify,1.768026273,0.017059792,223,208
quantifying,1.560560251,0.02750678,70,67
quantitative,1.485084582,0.032727695,897,638
quantitatively,1.57451483,0.026636991,99,97
quantities,1.746090356,0.017943603,1727,1440
quantity,1.859837108,0.013809021,2203,1671
quantum,0.932247975,0.116883182,741,307
quarantine,1.395204795,0.040252717,139,100
quarrel,1.608767746,0.024616837,542,462
quarrelled,1.454401035,0.035123595,141,135
quarrelling,1.607836654,0.02466967,107,96
quarrels,1.485839315,0.032670869,174,138
quarrelsome,1.561133146,0.027470518,63,59
quarried,0.983954557,0.103763698,56,53
quarries,1.175021131,0.06683114,272,190
quarry,1.479976144,0.033114931,818,549
quarrying,1.151023472,0.070627938,112,90
quarter,1.793950872,0.01607123,6982,4533
quartered,1.369872515,0.042670476,78,73
quarterly,1.702705394,0.019828717,594,508
quarters,1.963993154,0.010864428,2118,1967
quartet,1.03428309,0.092409562,486,315
quartets,0.613081229,0.24373549,146,87
quarto,1.012462083,0.097171278,77,46
quartz,0.919905703,0.120252551,266,147
quash,0.91123922,0.122676331,86,74
quashed,1.198595918,0.063300054,194,175
quasi,1.719422446,0.019079964,627,505
quaternary,0.66878397,0.21439568,97,50
quatre,0.699580649,0.199718986,54,40
quattro,0.853620786,0.140080994,93,52
quay,1.24372736,0.057052232,387,293
quayle,1.14148225,0.072196767,103,73
quays,1.138833817,0.072638385,75,67
quayside,1.259268276,0.055046755,136,116
que,1.311551253,0.04880325,161,124
queasy,1.34519587,0.04516522,65,61
quebec,1.449598081,0.03551419,288,152
queen,1.500154841,0.031611504,5546,3257
queens,1.578958614,0.026365826,2153,1582
queensferry,1.127539928,0.074552133,59,48
queensland,1.2584237,0.055153909,212,149
queer,1.356861986,0.043968132,288,249
quell,1.709288972,0.019530395,137,136
quelled,1.640864945,0.022863097,51,51
quentin,1.481586584,0.032992363,153,113
queried,1.228832113,0.059042928,451,406
queries,1.608444344,0.024635175,581,484
query,1.625969576,0.023660854,549,426
quest,1.704255727,0.019758059,829,729
question,1.990721722,0.010215939,21814,15336
questionable,1.938754509,0.011514511,437,423
questioned,1.864998203,0.013645888,1719,1550
questioner,1.528813672,0.029592818,78,66
questioning,1.782208415,0.016511692,1273,1112
questioningly,1.259324945,0.055039573,71,71
questionnaire,1.497378492,0.031814237,1044,650
questionnaires,1.362455016,0.043405522,444,319
questions,1.923223261,0.011933745,12051,8300
queue,1.607068705,0.024713332,857,694
queued,1.605505322,0.024802455,116,112
queueing,1.584581853,0.026026643,90,79
queues,1.625790525,0.023670611,335,279
queuing,1.710464859,0.019477586,158,149
qui,1.089937791,0.081294696,106,80
quibble,1.622271949,0.023863165,70,70
quiche,1.22065236,0.060165515,51,43
quick,1.840445502,0.014439578,4997,4429
quicken,1.503260122,0.031386282,86,82
quickened,1.47144859,0.033771582,169,167
quickening,1.509912482,0.030909182,100,98
quicker,1.879973,0.013183387,742,703
quickest,1.716414947,0.019212552,194,184
quickly,1.920616902,0.012005579,10667,9080
quicksilver,1.376484361,0.042025766,51,49
quid,1.284718422,0.051913652,414,353
quiescent,1.480100653,0.033105439,114,91
quiet,1.678378013,0.020971137,5365,4610
quieten,1.758180456,0.017450969,67,65
quietened,1.471834627,0.033741577,64,64
quieter,1.662849276,0.021734554,339,322
quietest,1.684800224,0.020663304,56,55
quietly,1.529362968,0.029555413,3612,3206
quietness,1.489876795,0.032368547,124,116
quigley,0.744921924,0.179919434,346,66
quill,1.455528549,0.035032526,72,65
quills,1.287056537,0.051634915,54,45
quilt,1.361585788,0.043492484,167,135
quilted,1.278028144,0.05271957,108,97
quilts,1.144155709,0.071753698,58,44
quinine,1.108911909,0.077819438,58,42
quinn,1.149478981,0.070879561,607,287
quinns,1.125459366,0.074910144,64,45
quintessential,1.384310441,0.041275235,66,64
quintet,0.855306035,0.139538473,98,71
quintin,0.682757638,0.207607177,65,42
quip,1.642783171,0.022762336,55,55
quipped,1.508004952,0.031045242,93,92
quirk,1.518829337,0.030281031,131,116
quirked,0.622513954,0.238498716,50,50
quirks,1.633974729,0.02322872,59,58
quirky,1.326711183,0.047129064,117,112
quit,1.427234008,0.037390906,860,741
quite,1.888012731,0.012941579,28394,20712
quits,1.41326117,0.03861347,106,104
quitting,1.300852838,0.0500204,133,130
quiver,1.422378248,0.037811312,138,131
quivered,1.173646936,0.067042942,132,130
quivering,1.188622785,0.064770495,268,254
quixote,1.353996249,0.044259219,54,42
quiz,1.453997141,0.035156275,414,297
quizzed,1.160637114,0.069081679,123,115
quizzical,1.397473436,0.040042996,91,91
quizzically,1.306204466,0.049407802,89,89
quo,1.725810354,0.018801376,567,505
quorum,1.134872484,0.073303973,138,76
quota,1.606154457,0.024765411,804,421
quotas,1.359176027,0.043734481,538,335
quotation,1.649044102,0.022436541,594,468
quotations,1.61669208,0.02417174,403,335
quote,1.848030248,0.014189587,1068,956
quoted,1.992156202,0.010182251,2515,2156
quotes,1.805555606,0.01564748,553,500
quotient,1.513246945,0.030672774,65,45
quoting,1.919470322,0.012037316,471,449
ra,1.628356959,0.023531144,396,260
rab,0.629796955,0.234532506,377,70
rabat,1.129357851,0.074240716,67,48
rabbi,1.141109501,0.072258759,205,117
rabbis,0.910430221,0.122905064,63,49
rabbit,1.405915222,0.039272159,1256,683
rabbits,1.161665221,0.068918335,1010,481
rabble,1.432965409,0.036900699,95,91
rabid,1.394286929,0.04033788,71,63
rabies,1.066300264,0.085841982,82,53
rabin,0.485978815,0.326603764,128,62
rac,1.216716531,0.060713248,200,108
racal,1.029690197,0.093392027,70,43
race,1.351533246,0.044510939,7565,4087
racecourse,1.085920074,0.082050253,204,173
raced,1.361245292,0.043526596,676,619
racehorse,1.217473728,0.060607486,81,73
racehorses,1.099759909,0.079476748,50,48
racer,0.931280725,0.117143791,143,110
racers,0.942432891,0.114173972,110,83
races,1.103906656,0.078721497,1580,1120
rachaela,0.164665303,0.684438919,526,41
rachel,0.836939122,0.145566312,1838,520
rachels,0.529846447,0.295225287,165,112
racial,1.325091956,0.047305109,1539,966
racially,1.072733042,0.084579859,105,93
racing,1.15097602,0.070635655,2968,1810
racings,0.595683812,0.2536975,62,54
racism,1.121797422,0.075544453,1071,547
racist,1.191291628,0.064373685,807,523
racists,0.873738775,0.133739971,63,48
rack,1.520179325,0.03018705,762,570
racked,1.541337678,0.02875162,175,167
racket,1.489331333,0.032409227,344,252
racketeering,1.12258733,0.075407175,61,54
rackets,0.861094747,0.137690904,96,71
racking,1.613328804,0.024359659,156,128
racks,1.380920687,0.041598657,214,180
racy,1.373852308,0.042281238,70,65
rad,1.595674205,0.025370311,80,51
rada,1.179805117,0.066098999,72,47
radar,1.193134025,0.064101173,652,394
radcliffe,1.161265635,0.068981775,325,223
radial,1.106730653,0.078211272,405,202
radiance,1.235684656,0.058118627,115,104
radiant,1.51179907,0.030775203,229,203
radiate,1.395644065,0.040212024,92,85
radiated,1.463304911,0.034410825,104,97
radiates,1.223692489,0.059745818,53,50
radiating,1.436333125,0.036615661,166,155
radiation,1.164270259,0.068506178,1640,735
radiations,1.012618583,0.097136269,64,46
radiator,1.108015857,0.077980164,378,174
radiators,0.817202804,0.152334123,144,94
radical,1.70620978,0.01966936,3877,2976
radicalism,1.178019213,0.066371371,239,204
radically,1.795674413,0.016007577,721,696
radicals,1.370192565,0.042639042,494,339
radio,1.595806203,0.025362601,7919,4618
radioactive,0.972711526,0.10648501,770,424
radioactivity,0.884475972,0.130474015,230,154
radioed,1.094396325,0.080464381,60,57
radiography,1.131734656,0.073835521,57,45
radioimmunoassay,0.810953043,0.154542153,75,51
radiolabelled,1.07942024,0.083287487,58,43
radiological,1.092891832,0.080743611,168,119
radios,1.440436164,0.03627136,327,259
radiotherapy,0.790986487,0.161813038,203,71
radius,1.375660499,0.042105565,609,412
rae,1.304109255,0.049646741,167,110
raf,1.035772614,0.092093162,1817,877
rafael,1.022631383,0.09492238,119,97
rafaelo,0.05387882,0.883326339,98,42
raff,1.396807443,0.040104449,54,44
rafferty,0.911214592,0.122683288,125,81
raffle,1.102469097,0.078982505,234,167
raffles,1.437143407,0.036547409,102,75
rafs,0.787850783,0.162985593,70,62
rafsanjani,0.708138947,0.195821806,145,71
raft,1.485361922,0.032706802,297,182
rafters,1.175841086,0.066705081,146,133
rafting,0.887408452,0.129595985,91,63
rafts,1.159919438,0.069195932,93,68
rag,1.604117044,0.024881867,512,442
rage,1.510947925,0.030835577,1169,1033
raged,1.673909968,0.021188003,247,243
rages,1.643084681,0.022746539,94,94
ragged,1.413431138,0.038598361,546,511
raggedly,0.801530559,0.157931747,51,50
raging,1.614086084,0.02431722,355,350
rags,1.502060284,0.031473114,329,298
rahman,0.966664625,0.107978024,98,75
raid,1.413571052,0.038585928,1470,1035
raided,1.382324959,0.041464367,268,252
raider,1.230833951,0.058771402,120,96
raiders,1.258581154,0.055133917,384,294
raiding,1.204042884,0.062511096,216,180
raids,1.356945084,0.04395972,772,587
rail,1.375905057,0.042081862,3577,1997
railed,1.698770532,0.020009188,68,68
railing,1.512990035,0.030690924,79,71
railings,1.353906465,0.04426837,258,220
railroad,1.086808257,0.081882622,113,95
rails,1.345652265,0.045117781,722,574
railway,1.189481378,0.064642571,6585,2789
railwaymen,0.889888869,0.128857924,67,57
railways,0.96724274,0.107834383,1798,992
rain,1.533252336,0.029291908,5774,3413
rainbow,1.47317018,0.033637973,846,430
rainbows,0.978732941,0.105018802,142,94
raincoat,1.203519356,0.062586497,187,150
raindrops,1.401809051,0.039645231,75,69
rained,1.471177408,0.033792677,258,243
rainer,0.810023905,0.154873137,53,46
rainey,0.979952799,0.104724236,66,42
rainfall,1.144859084,0.071637582,382,270
rainforest,0.856223734,0.139243928,412,205
rainforests,0.811349842,0.154401018,212,112
raining,1.419275558,0.038082412,411,343
rains,1.431419733,0.037032264,411,349
rainwater,1.182715386,0.065657541,180,131
rainy,1.598644383,0.025197393,226,218
raise,2.004423653,0.009898659,5580,4650
raised,2.030663508,0.009318296,9330,7798
raiser,1.528096886,0.0296417,96,93
raisers,1.386561866,0.041061814,67,60
raises,1.921010792,0.011994695,1312,1214
raising,2.008914902,0.009796819,3417,2969
raisins,1.022920922,0.094859117,120,73
raison,1.816288465,0.015265518,162,154
raj,1.364467891,0.043204811,90,68
rajiv,0.776459925,0.167317002,100,74
rake,1.531493628,0.029410768,241,190
raked,1.344364587,0.045251754,175,166
rakes,1.177251958,0.066488731,72,60
raking,1.582399713,0.026157744,144,136
raleigh,1.644854232,0.022654045,146,103
rallied,1.690145116,0.020410558,257,249
rallies,1.450703997,0.03542387,323,284
rally,1.58527941,0.025984872,1511,1059
rallying,1.683887831,0.020706761,201,196
ralph,1.552192525,0.028041903,1059,621
ralphs,0.726693233,0.187631939,81,46
ram,1.27779832,0.052747476,1098,663
ramadan,1.037100741,0.09181196,71,48
raman,0.608897519,0.246094825,183,54
ramble,1.333446651,0.046403779,96,88
rambler,1.133128394,0.073598948,53,47
ramblers,1.078038248,0.083552943,211,143
rambles,1.177180712,0.066499639,70,62
rambling,1.625252818,0.023699936,219,207
rambo,1.100411249,0.079357641,67,52
ramifications,1.955002648,0.011091681,141,137
rammed,1.353366972,0.044323396,184,171
ramon,1.30324904,0.049745175,56,46
ramos,1.070369179,0.085041482,113,58
ramp,1.414846341,0.038472788,399,221
rampage,1.434984597,0.036729533,107,98
rampaging,1.638447318,0.022990726,57,57
rampant,1.68875768,0.020475868,242,234
rampart,0.955318416,0.110836189,96,59
ramparts,1.127924488,0.074486147,158,116
ramps,1.259491767,0.055018435,154,117
rampton,1.20031875,0.063049442,83,45
rams,1.380856341,0.041604821,137,110
ramsay,1.290135753,0.05127011,496,231
ramsden,1.092479763,0.080820259,57,40
ramsey,1.033882999,0.092494733,615,179
ramseys,0.534294107,0.292217279,84,52
ramsgate,1.18060435,0.065977469,85,68
ramshackle,1.596603169,0.025316102,132,130
ran,1.63174788,0.023348131,7612,6232
ranch,1.458735087,0.034774822,136,104
ranching,0.825085175,0.149594224,59,48
rancid,1.332895404,0.046462716,74,67
rancour,1.763037914,0.017256872,79,78
rand,1.248935943,0.05637208,106,78
randall,1.567736559,0.027055991,240,175
randolph,1.251096233,0.056092367,278,152
random,1.802290041,0.01576558,2199,1548
randomisation,0.677024504,0.210365974,70,40
randomised,0.870666016,0.134689575,302,154
randomly,1.605955323,0.024776769,362,317
randomness,1.275210721,0.053062692,54,46
randy,1.322105395,0.047631538,221,138
rang,1.375134215,0.04215662,2031,1709
range,2.04687951,0.008976778,19948,12731
ranged,1.961249135,0.01093329,610,578
ranger,1.5969247,0.025297366,180,139
rangers,0.678420574,0.209690824,1227,517
ranges,1.697264384,0.020078701,1058,881
ranging,2.069525891,0.008520677,2019,1924
rangoon,0.869244113,0.135131279,127,73
rank,1.795907131,0.015999001,2252,1707
ranked,1.454978898,0.035076892,530,438
ranking,1.742220349,0.018104213,715,592
rankings,0.904261717,0.124663204,184,158
ranks,1.754097772,0.017615794,1653,1460
ransacked,1.503713575,0.031353529,116,109
ransom,1.538960769,0.02890941,316,231
rant,1.477518451,0.033302861,74,69
ranting,1.450731389,0.035421636,80,79
ranulf,0.227500933,0.592241814,386,75
rao,0.900559246,0.125730532,106,62
raoul,1.33522128,0.046214549,144,59
rap,0.973938167,0.106184673,523,306
rape,1.217327479,0.060627899,1918,859
raped,1.170132837,0.067587621,522,352
rapes,0.828698682,0.148354703,105,79
raphael,1.143533623,0.071856552,153,110
raphaelite,1.197599885,0.063445396,65,56
rapid,1.951862686,0.011172164,3477,2975
rapidity,1.782672514,0.016494057,121,120
rapidly,1.99939522,0.010013935,4281,3872
rapids,1.018104228,0.095917041,107,72
raping,1.098393128,0.079727266,134,110
rapist,0.984366422,0.10366534,214,134
rapists,1.174369606,0.066931475,81,63
rapped,1.397310115,0.040058057,156,147
rapper,0.45782658,0.348476439,62,53
rappers,0.547972323,0.283157244,59,47
rapping,1.197282373,0.063491798,56,51
rapport,1.702125771,0.019855198,273,247
rapprochement,1.453029602,0.035234685,114,106
raps,0.978940044,0.104968733,56,55
rapt,1.426366026,0.037465711,104,101
rapture,1.294640715,0.050741031,95,91
rapturous,1.517459446,0.030376697,83,80
rare,1.924181559,0.011907441,4355,3731
rarefied,1.691877738,0.020329292,74,74
rarely,1.946952672,0.01129919,3963,3619
rarer,1.722681745,0.018937309,186,175
rarest,1.24400688,0.057015524,104,98
rarities,1.188081563,0.064851263,60,57
rarity,1.738423077,0.018263202,280,265
ras,1.186118017,0.065145134,195,68
rash,1.67353251,0.021206426,402,340
rashes,0.944689011,0.113582386,52,43
rashid,0.999610686,0.100089683,114,73
rashly,1.530177551,0.029500029,62,62
rasp,1.298066854,0.050342311,82,76
raspberries,0.913288455,0.122098842,103,72
raspberry,1.231306904,0.058707434,145,112
rasped,1.128791327,0.074337623,169,157
rasping,1.318082853,0.048074762,105,98
rassemblement,0.652640813,0.222514946,69,52
rat,1.645940249,0.022597466,1113,696
rata,1.565223242,0.027213021,86,69
ratchet,1.299183947,0.050212987,84,49
ratcliffe,1.322711099,0.047565153,94,77
rate,1.877842661,0.013248214,18529,9271
rateable,1.038622457,0.091490825,102,57
rated,1.626937997,0.023608153,1018,794
ratepayers,1.179136263,0.066200876,190,136
rates,1.680636796,0.020862349,10807,5309
rathbone,1.186813055,0.06504096,86,50
rather,2.034415512,0.009238139,37513,26440
ratification,1.182100621,0.065750548,395,275
ratified,1.433168668,0.036883433,356,318
ratify,1.22707027,0.05928294,184,158
rating,1.717256869,0.019175343,1142,723
ratings,1.459550825,0.034709565,725,437
ratio,1.709115385,0.019538203,2733,1506
ration,1.592591639,0.025551027,316,266
rational,1.470568209,0.033840112,2269,1438
rationale,1.79034013,0.016205404,537,477
rationalisation,1.499206907,0.031680578,263,225
rationalise,1.97794555,0.010520938,90,87
rationalised,1.76566271,0.01715289,70,68
rationalism,0.817973187,0.152064141,135,88
rationalist,0.944102946,0.113735765,114,83
rationality,1.103723409,0.07875472,585,343
rationalization,1.505590624,0.031218309,154,132
rationalize,1.683512927,0.020724644,81,80
rationalized,1.585722158,0.025958395,69,66
rationally,1.499433369,0.031664062,222,212
rationed,1.513370592,0.030664042,99,82
rationing,1.505495304,0.031225162,313,237
rations,1.425225242,0.037564253,209,185
ratios,1.553432484,0.027961954,753,459
rats,1.479715551,0.033134807,1341,676
rattle,1.456253872,0.034974066,332,300
rattled,1.402541333,0.03957844,360,353
rattles,1.138468711,0.072699477,72,66
rattling,1.457413724,0.034880787,283,270
raucous,1.465803186,0.034213446,138,135
raunchy,1.068900653,0.085329529,50,48
ravaged,1.53739352,0.029013925,207,200
ravages,1.770515813,0.016962278,164,161
rave,1.043656707,0.090436406,355,253
ravel,0.572996342,0.267302893,70,46
raven,1.422782722,0.037776114,175,129
ravenna,0.762456415,0.172799939,89,51
ravenous,1.294325699,0.050777849,65,65
ravens,1.099747044,0.079479103,89,63
raves,1.003521731,0.099192371,72,54
ravine,0.972447015,0.106549885,98,73
