Word,SemD_Rep_Log10,cosMean_Rep,SemD_Rep_Log2,WordCount_Rep,nContexts_Rep
acceptable,0.8271609064525167,0.14888093704520272,2.7477690541371125,3264,2714
acceptance,0.8176296589254797,0.15218447172314467,2.7161069351977223,2602,1985
accepted,0.8273412031163928,0.1488191421887318,2.748367986690257,973,900
access,0.8333890462743372,0.14676109848498856,2.768458486790105,10490,5763
accessibility,0.7625575160244461,0.17275971700918985,2.5331612364491276,298,222
accessible,0.8020246886724613,0.1577521588567151,2.6642683460943393,1543,1249
accession,0.7198157377156984,0.19062693375818543,2.3911761222598513,565,415
accessory,0.6752340757408444,0.21123502198968555,2.243079046828812,710,499
accident,0.7053077161662932,0.1971025685461369,2.3429815178736506,7424,3811
accidental,0.7833624963235918,0.1646787279565057,2.6022738850184375,700,581
accidentally,0.7417882397917064,0.18122235099781261,2.464167194221113,505,475
acclaim,0.6811054741026478,0.2083984698656139,2.2625834100031623,392,366
acclaimed,0.580538428525905,0.2627009065416205,1.928506915881963,168,154
acclimatise,0.7243758483569032,0.18863581450995298,2.4063244819146643,71,67
accolade,0.6794306261964852,0.20920370605010025,2.2570196856890177,185,176
accommodate,0.8246944216664834,0.1497288808065592,2.739575569030776,1859,1632
accommodation,0.7203982302550724,0.19037142893397035,2.39311112059146,4016,2142
accompaniment,0.6421603101249492,0.22795004899023172,2.1332103756256506,457,349
accompany,0.8221637951506404,0.15060389530477783,2.7311690097101304,4493,3855
accompanying,0.8476216800651684,0.14202942209139943,2.81573827284411,629,577
accompli,0.7831786366972978,0.16474845985647402,2.6016631165603363,63,62
accomplice,0.6243873536262233,0.23747212929894895,2.0741698921033223,258,219
accomplish,0.8248840573453888,0.14966351562024063,2.7402055251203254,918,833
accomplished,0.663099811212852,0.21722018977745694,2.202769892582479,267,258
accomplishment,0.7022887544598345,0.19847748380599853,2.3329527441635767,210,195
accord,0.840439913588222,0.14439763704877626,2.791880961013422,16686,11237
accordance,0.8407107143304382,0.1443076271585362,2.7927805416071063,1855,1367
accordingly,0.8702973982354543,0.13480394496024153,2.891065378105731,2113,1803
accordion,0.4388636492867814,0.3640293085090761,1.4578734863905534,94,77
accost,0.563648395199327,0.27311880577449144,1.8723994396508195,79,79
account,0.8312472919157352,0.147486648940476,2.761343732813917,24012,12085
accountability,0.6338394407650338,0.23235956739268387,2.1055690459250602,1135,569
accountable,0.6782996763166013,0.20974920512567585,2.253262751509122,585,447
accountancy,0.581026159020787,0.26240604826148295,1.9301271215156448,770,424
accountant,0.6643441402104556,0.21659870702070882,2.2069034640389016,1964,1075
accounting,0.6433314075659158,0.22733619795385157,2.137100677116648,2392,908
accoutrement,0.6106466106331389,0.24510568778719805,2.028524131909968,50,50
accredit,0.6707874340757992,0.21340891899264997,2.228307622953802,131,102
accreditation,0.6158150599985619,0.2422060237509928,2.0456933490639693,262,163
accredited,0.7378735139428897,0.1828632718565431,2.451162756440147,101,82
accretion,0.765655981752797,0.17153155245896345,2.543454116803182,138,77
accrual,0.3835476472329512,0.413477948445641,1.2741177050710877,142,57
accrue,0.7926061863736352,0.16121068139345984,2.6329807586961076,477,397
accrued,0.6465236895276819,0.22567128948756301,2.147705208252241,102,62
accumulate,0.8408341081903756,0.1442666315980228,2.7931904471371687,1094,913
accumulated,0.806881383844506,0.15599785118934154,2.680401938234658,282,258
accumulation,0.8185969261840074,0.1518459013335296,2.7193201274790906,943,613
accumulator,0.6442346396761154,0.2268638825476195,2.140101149239724,282,59
accuracy,0.8247037283074585,0.14972567225092506,2.7396064850229007,1609,1204
accurate,0.827134587031742,0.14888995990625148,2.7476816229137997,2631,2217
accurately,0.8467529744431634,0.14231380341157188,2.8128524952321854,1299,1157
accusation,0.7456764567342391,0.17960711762458573,2.47708357132153,1083,962
accuse,0.6734153691956182,0.21212147131403059,2.23703743445987,4483,3462
accused,0.5911894640577173,0.2563365506111754,1.9638888900547338,1033,353
accuser,0.6551387805734608,0.2212387619145374,2.176323921237226,52,45
accusing,0.5566397066769098,0.27756218223746826,1.8491170803398873,68,66
accusingly,0.4245894070259433,0.3761928984847366,1.4104554799910465,92,90
accustom,0.7520235681497187,0.17700129012346527,2.4981682190539916,204,199
accustomed,0.7234543263778167,0.18903650255111507,2.4032632521622808,693,659
ace,0.5795348772805706,0.26330864775222407,1.9251731908054273,1969,648
acer,0.43305846219877686,0.36892793229351506,1.4385890723068337,127,62
acetate,0.7625546381773011,0.17276086180316344,2.5331516764478437,154,91
acetic,0.6369913940816714,0.23067928993505937,2.1160396082013717,114,69
ach,0.558767955330566,0.2762053234251505,1.8561869693353743,235,202
ache,0.47404813029733317,0.3357004084839729,1.5747538023635361,747,657
acheson,0.5143849989222219,0.3059250228013066,1.7087499795083345,149,60
achievable,0.7360144844365786,0.18364770927898558,2.444987194093908,167,153
achieve,0.8274750621809396,0.1487732799402035,2.74881265687753,15390,10298
achievement,0.7511176279507923,0.17737090096386315,2.4951587508548903,4258,3160
achiever,0.6219237829183472,0.238823037176994,2.0659860873550864,98,81
achilles,0.5824810855646818,0.26152843467747633,1.934960282877806,186,142
aching,0.5205803775736333,0.30159186467353283,1.7293305819089237,251,230
acid,0.8051209033500462,0.15663149625905468,2.6745537486196107,5719,1742
acidic,0.7776884582817574,0.16684436436129282,2.5834251386358082,183,137
acidification,0.4921833398339647,0.3219709286137749,1.6349976644299415,117,50
acidity,0.6778574103881017,0.20996291306043582,2.251793575895827,273,148
acidly,0.5632379920347155,0.2733770218119312,1.8710361098480657,75,73
acklam,0.20843863610840382,0.6188157573089729,0.6924181613485101,112,75
acknowledge,0.7996566907893454,0.15861465437440145,2.656402027397783,3908,3377
acknowledged,0.7780308061609362,0.16671289525535252,2.5845623936738775,225,224
acknowledgement,0.7910611426102142,0.16178522505602283,2.627848234410569,582,512
acknowledgment,0.8056641167821769,0.1564357048160382,2.676358264581326,104,89
acne,0.5386161636791438,0.2893235840222524,1.7892441664861978,121,70
acolyte,0.7338363162035793,0.1845710928929459,2.4377514758453165,56,50
acorn,0.6886349457425337,0.2048165536771502,2.2875957733833574,288,150
acoustic,0.5570086406832695,0.2773264927477728,1.8503426525807727,885,431
acquaint,0.7426938930200973,0.18084483388705094,2.46717570912473,348,333
acquaintance,0.6405634571568809,0.2287897389871787,2.1279057448876197,835,766
acquiesce,0.8045303023637509,0.15684464574382737,2.6725918146103687,150,137
acquiescence,0.7539840489162055,0.17620407627386286,2.5046807951916703,162,145
acquire,0.8287276984692118,0.148344791166735,2.7529738245562174,6401,4617
acquired,0.8535770215722756,0.14009511060156843,2.8355214891112186,336,201
acquirer,0.5309268756404801,0.29449174427082603,1.7637009045208796,139,40
acquisition,0.768522432155213,0.17040313005093335,2.552976258927569,3161,1778
acquisitive,0.7044750262902064,0.19748084357100712,2.34021538197995,65,61
acquit,0.6448014969558276,0.2265679645500393,2.1419842083629916,405,344
acquittal,0.5918163721050016,0.25596679339962264,1.9659714335099185,134,98
acre,0.6228453737595273,0.23831678215790603,2.069047545862394,2238,1471
acreage,0.6154421421692302,0.24241408933442593,2.0444545428496284,107,86
acrid,0.5489570550747215,0.28251593251325235,1.8235958641393464,110,107
acrimonious,0.7116262247823307,0.19425570185866337,2.3639711491630537,125,121
acrimony,0.7367781605003879,0.1833250615588049,2.447524071065669,75,73
acrobat,0.5648489208683285,0.2723648625905785,1.876387499599309,71,50
acrobatic,0.6585144241004514,0.21952580374414327,2.187537566307861,71,64
acronym,0.7383124407884724,0.18267855145084919,2.4526208398600886,121,109
acropolis,0.49871097312700463,0.31716775406786546,1.656681992859213,83,53
across,0.7384428392608544,0.182623709795646,2.453054014209025,21335,13342
acrylic,0.6083344665571494,0.24641408784810212,2.0208433555445113,340,145
act,0.8190360594391151,0.1516924412107224,2.7207788965766317,35533,14887
acting,0.6990499533530863,0.1999631855057035,2.3221936797733176,844,687
action,0.7972286109200677,0.15950393037474728,2.6483361206633984,24914,12685
actionable,0.5016619460829421,0.31501994686733964,1.6664849128287949,80,51
activate,0.8965507456901021,0.12689638620887442,2.978277110600165,1359,656
activated,0.8145366194061885,0.15327219628729813,2.7058320803199924,176,109
activation,0.7584997731596641,0.1743814268293232,2.5196817064247794,551,257
activator,0.7018269469469295,0.1986886473063185,2.3314186528120273,358,80
active,0.8487193894716749,0.14167088618522794,2.8193847845616062,6937,4778
actively,0.8201002705448824,0.15132118355405072,2.7243141293477717,1383,1272
activism,0.6544738600127843,0.22157774589361418,2.174115102945847,109,93
activist,0.6352832333905101,0.23158838097719076,2.1103652212108206,1139,863
activity,0.8199271265497597,0.15138152412667139,2.7237389574459128,21543,10710
acton,0.6383396118481094,0.22996428275006803,2.1205182906777287,144,101
actor,0.5768373158388578,0.26494924370398415,1.9162120856645164,3436,1782
actress,0.4593362381014273,0.3472671972262406,1.5258819543490023,1195,829
actual,0.8471709619453844,0.14217689912895284,2.814241019659125,5441,4098
actuality,0.6725855374005952,0.21252717165460458,2.234280792905952,163,122
actually,0.7656677852925386,0.17152689052548978,2.543493327313469,12280,9183
actuarial,0.6285939925512816,0.2351830441408629,2.0881440441335197,157,80
actuary,0.5753920042159885,0.2658324511550628,1.9114108643786396,225,74
acumen,0.6710070864757495,0.213301010808145,2.2290372924323063,100,98
acupuncture,0.5869988761029896,0.25882196131164387,1.949968058193827,185,81
acute,0.8156612288749603,0.15287581000026085,2.7095679521100813,2215,1413
acutely,0.7790114889286555,0.16633686466416348,2.587820151312136,390,373
ad,0.7630254494327102,0.17257367617427224,2.5347156775845763,3556,2076
ada,0.7254984798060665,0.1881488292123087,2.410053782865844,215,102
adage,0.7499252605956783,0.17785854673026075,2.4911977922385105,111,109
adair,0.6343335496240673,0.23209535580701737,2.107210440025816,86,55
adam,0.6516596313090871,0.22301823205757784,2.1647664375495967,2807,990
adamant,0.690360315188992,0.20400447062515745,2.293327326621607,352,343
adamantly,0.8041379739255454,0.15698639844871506,2.6712885277490708,58,58
adams,0.6425548612849112,0.22774305323367144,2.134521046208799,929,551
adamson,0.6828125753974715,0.20758091626551922,2.268254277755256,77,55
adapt,0.8305683202914513,0.14771740842033165,2.7590882378995776,2651,2211
adaptability,0.7465668815636602,0.17923925017839107,2.480041498578769,151,128
adaptable,0.7835619329354376,0.16460312159032062,2.6029363991024774,223,207
adaptation,0.8038219330970071,0.15710068073929837,2.670238662841618,1094,732
adapted,0.8207323754900988,0.15110109949257133,2.7264139365242035,79,71
adapter,0.4137183873797873,0.38572839716246454,1.3743427344084087,75,54
adaptive,0.6795012321977048,0.20916969724479753,2.2572542337481365,314,189
adaptor,0.5419785046695507,0.28709226743306665,1.8004136214868218,287,173
add,0.8022394656424399,0.15767416303693152,2.6649818197450457,24646,15136
added,0.8127089060623695,0.153918596259392,2.699760548013759,1582,1395
adder,0.6523441629238795,0.22266698932501683,2.1670404023526144,95,46
addict,0.6233839814768056,0.23802140724220705,2.070836761970544,604,448
addiction,0.6511424953681847,0.22328394907761248,2.163048549138637,619,315
addictive,0.6499792451123858,0.22388281293726184,2.1591843154325137,560,150
addis,0.5515172793899277,0.2808553625875638,1.8321007452212434,180,80
addison,0.6603883829579376,0.21858060165281787,2.1937627228852072,111,81
addition,0.890109444082289,0.12879249481531302,2.9568795698215276,10000,7433
additional,0.8909254302689995,0.12855073666605304,2.9595902172602013,6659,4886
additionally,0.9068063429122046,0.12393491038769883,3.012345467142116,549,500
additive,0.743737375378061,0.18041083834365368,2.470642082486169,363,229
address,0.7917347025734816,0.16153450211458734,2.6300857521761385,10484,6943
addressed,0.7667325101833793,0.1711068868831129,2.5470302668416784,115,93
addressee,0.5142759045236905,0.3060018805555466,1.7083875757608584,205,82
adduce,0.7706066857530283,0.16958729547662155,2.559899999511021,173,147
ade,0.6302652993641047,0.23427972233463348,2.0936960051902136,506,267
adelaide,0.6427383627092624,0.22764684582446967,2.135130624745803,212,138
adele,0.6197624564694166,0.24001453536245315,2.058806316302161,116,51
aden,0.596291946801659,0.25334250076916753,1.9808389708355116,157,77
adenauer,0.29334739327589576,0.5089236188828823,0.9744789472851701,151,40
adenocarcinoma,0.38707597692843865,0.4101323467864038,1.2858385626145528,130,40
adenoma,0.33588048605635085,0.46144454248601247,1.1157708231550147,174,41
adept,0.7191071881387959,0.19093819462099867,2.3888223715137182,265,249
adequacy,0.7845070878801605,0.1642452853890821,2.6060761358673745,272,226
adequate,0.8399512973288091,0.1445601874406419,2.7902578129336595,3266,2709
adequately,0.8253685105546003,0.1494966598368043,2.741814843846663,1036,957
ades,0.5272695258996466,0.2969822369175149,1.751551451663976,69,59
adhere,0.8736006348254672,0.13378251780511505,2.902038492538155,747,685
adherence,0.8565100205315657,0.13915216877181905,2.8452647007563594,366,334
adherent,0.7960515580904063,0.15993681453309083,2.64442603579938,285,221
adhesion,0.7423184483654606,0.18100124062450298,2.4659285089784175,347,109
adhesive,0.6345791933655401,0.23196411616816306,2.108026450871948,393,214
adjacent,0.8624999201445932,0.13724612133672925,2.865162716566431,1477,1179
adjective,0.6695078757624406,0.21403861113454686,2.2240570222436093,963,285
adjoin,0.6974328197207028,0.20070915396036892,2.3168216781267152,297,260
adjoining,0.7080702709938883,0.19585277483959693,2.352158526369106,453,372
adjourn,0.6186170511725292,0.2406483835428266,2.0550013622663976,626,480
adjournment,0.6206093136239319,0.23954697247346923,2.0616195148761016,215,149
adjudge,0.7738352444304065,0.16833125276572272,2.570625039287397,101,92
adjudicate,0.674213180916335,0.21173215564177675,2.2396877076293493,112,106
adjudication,0.6024937580970615,0.24975042843081308,2.001440942016899,259,127
adjudicator,0.6715934070079774,0.2130132374545933,2.2309850070809234,136,67
adjunct,0.8350723163809506,0.14619337208488906,2.774050189048548,191,153
adjust,0.8360871252716223,0.14585216320106942,2.777421311213412,2570,2055
adjustable,0.6087445742201136,0.2461815069363365,2.0222057037120407,375,244
adjusted,0.763304708648354,0.1724627438452671,2.5356433566187797,104,83
adjuster,0.6961246784866424,0.20131462271906111,2.3124761270092096,84,53
adjustment,0.8245360634105091,0.14978348690638849,2.7390495142911977,1995,1389
adjutant,0.4520826884816924,0.35311593108351225,1.5017861840795454,166,75
adler,0.6871711624147918,0.20550804962022076,2.2827331904221038,111,73
admin,0.6418139210106683,0.22813193228801984,2.1320596958951574,95,72
administer,0.8244097562290551,0.14982705522744824,2.73862993091654,1750,1475
administered,0.8546614191512798,0.13974574099527462,2.83912377989494,76,64
administration,0.7712759791045829,0.16932614494744572,2.5621233438992723,6449,3998
administrative,0.7535060294413694,0.17639812744219824,2.5030928488683086,3347,2252
administratively,0.7534323239498169,0.17642806706740663,2.502848004525173,82,80
administrator,0.7516368495155186,0.17715897156928964,2.4968835675582257,1363,999
admirable,0.7065844867371284,0.19652396297972535,2.347222857903634,441,425
admirably,0.7155167165413322,0.19252329390120185,2.3768950830402087,234,228
admiral,0.6268874450348605,0.23610900714321545,2.0824750159934604,797,415
admiralty,0.5746869092722755,0.2662643916086272,1.9090685896755568,278,200
admiration,0.6554621692107926,0.22107408224751537,2.177398195037146,888,829
admire,0.6201033038239698,0.2398262386457696,2.0599385867053193,1959,1712
admired,0.619930282986013,0.23992180330360793,2.05936382392271,52,49
admirer,0.6217387263406721,0.23892482339166485,2.0653713427105638,446,412
admiring,0.6108837588827525,0.24497188337552445,2.029311921343013,163,160
admiringly,0.5076040397521133,0.310739140569395,1.6862241207308664,86,85
admissibility,0.5406845445095754,0.2879489210042565,1.7961151788777348,93,70
admissible,0.6050332214178653,0.2482943164942056,2.009876856568213,217,121
admission,0.7991290205905406,0.15880748918116191,2.6546491449395386,2680,1639
admit,0.70905129274992,0.1954108650343363,2.355417410102163,10098,7466
admittance,0.7081872236756072,0.1958000400609649,2.35254703476828,57,55
admittedly,0.7608907674716103,0.1734240134111931,2.527624417604349,642,617
admitting,0.6513435866269264,0.22318058590186474,2.163716559840687,84,83
adml,0.3452927191541467,0.451551491219972,1.1470375847182115,113,80
admonish,0.654824816514048,0.22139875964978045,2.1752809552074783,125,124
admonition,0.658504183275426,0.21953098030508153,2.1875035470234945,67,63
ado,0.6171836835784724,0.2414439438376697,2.0502398181853994,95,92
adobe,0.40852703632558673,0.3903668800699627,1.3570974394910367,242,99
adolescence,0.6023415295666034,0.2498379860818604,2.000935249784727,445,333
adolescent,0.6545624533518516,0.22153255003896782,2.1744094036479145,812,575
adolf,0.6283541065891199,0.23531298522292887,2.087347160216246,138,113
adolph,0.41191792624498436,0.3873308364860059,1.368361731980954,108,44
adonis,0.6113637016791938,0.24470131224381214,2.0309062568024503,61,49
adopt,0.8317536065155935,0.14731480440962857,2.763025673508038,8012,5883
adopted,0.680524239103141,0.20867756522943942,2.260652589128569,282,239
adoption,0.8132113370994997,0.1537406323034932,2.7014295877917456,1464,999
adoptive,0.5834309383802603,0.2609570664616627,1.938115625631884,120,67
adorable,0.5607176634583311,0.2749681150645349,1.8626637595418272,63,53
adoration,0.6223609005826408,0.23858278257104445,2.0674381608048753,134,123
adore,0.5351674538825976,0.2916302338626825,1.7777878005219376,462,428
adoring,0.5156967065614814,0.3050024257783873,1.7131073779674688,86,82
adorn,0.6591239064008654,0.21921794063067004,2.189562222684943,416,378
adornment,0.6358195736414846,0.2313025530211541,2.112146904958952,67,60
adorno,0.3982074973448007,0.3997537096826097,1.3228166730244781,244,41
adrenalin,0.5265333913010388,0.2974860524033268,1.749106065459242,266,222
adrenaline,0.6655788185283406,0.21598380180447266,2.211004976631232,111,57
adrian,0.5655142671709059,0.2719479146002099,1.87859773217467,797,556
adriatic,0.6321868022817396,0.23324545921091272,2.100079099716713,149,107
adrift,0.6083386394629746,0.246411720196922,2.020857217637609,196,183
adt,0.39977634035159426,0.3983122467061233,1.3280282566852133,75,47
